ID_REF	pre_2_VALUE
218352_at	55.1
218351_at	70.7
218350_s_at	26.6
218349_s_at	7.5
218348_s_at	106.3
218347_at	127.3
218346_s_at	118
218345_at	72.1
218344_s_at	61.4
218343_s_at	38.1
218342_s_at	151.8
218341_at	133.8
218340_s_at	48.4
218339_at	44.5
218338_at	21
218337_at	93.4
218336_at	93.8
218335_x_at	363.7
218334_at	77.3
218333_at	68.6
218332_at	155.2
218331_s_at	37.2
218330_s_at	4.1
218329_at	19.7
218328_at	14.4
218327_s_at	44
218326_s_at	1.1
218325_s_at	116.2
218324_s_at	67.4
218323_at	59.9
218322_s_at	100
218321_x_at	137.4
218320_s_at	261.4
218319_at	215.4
218318_s_at	99.6
218317_x_at	143.3
218316_at	74.8
218315_s_at	99.1
218314_s_at	146.6
218313_s_at	89.7
218312_s_at	160.2
218311_at	22.9
218310_at	110
218309_at	93.6
218308_at	28
218307_at	230.5
218306_s_at	101
218305_at	25.7
218304_s_at	133.2
218303_x_at	151.7
218302_at	78
218301_at	188
218300_at	42.5
218299_at	28.6
218298_s_at	207.9
218297_at	55.9
218296_x_at	43.6
218295_s_at	64.6
218294_s_at	145.5
218293_x_at	12.9
218292_s_at	65.7
218291_at	103.3
218290_at	200.3
218289_s_at	15.2
218288_s_at	80.5
218287_s_at	217.6
218286_s_at	64.8
218285_s_at	5.6
218284_at	141.3
218283_at	92.7
218282_at	20.3
218281_at	72.6
218280_x_at	399.9
218279_s_at	85.6
218278_at	73.4
218277_s_at	82.9
218276_s_at	28.1
218275_at	43.6
218274_s_at	76.9
218273_s_at	68.6
218272_at	16.8
218271_s_at	203.8
218270_at	189.8
218269_at	94.3
218268_at	123
218267_at	29.4
218266_s_at	56.4
218265_at	207.2
218264_at	2.7
218263_s_at	176.9
218262_at	191.7
218261_at	23.8
218260_at	101.9
218259_at	70.2
218258_at	177.9
218257_s_at	24.7
218256_s_at	40.3
218255_s_at	113.7
218254_s_at	34.1
218253_s_at	101.5
218252_at	96.5
218251_at	240.9
218250_s_at	196.7
218249_at	92.4
218248_at	364
218247_s_at	25.6
218246_at	77.9
218245_at	21.6
218244_at	87.9
218243_at	614.3
218242_s_at	232.1
218241_at	142.7
218240_at	105.6
218239_s_at	32.5
218238_at	71.8
218237_s_at	626.6
218236_s_at	64.2
218235_s_at	100.5
218234_at	37.9
218233_s_at	389.3
218232_at	109.2
218231_at	366.3
218230_at	66.3
218229_s_at	131.9
218228_s_at	100.6
218227_at	121.3
218226_s_at	581.3
218225_at	74.8
218224_at	93.2
218223_s_at	106.6
218222_x_at	11.8
218221_at	57.9
218220_at	145.8
218219_s_at	91.2
218218_at	12.8
218217_at	269.9
218216_x_at	215.9
218215_s_at	58.4
218214_at	43.6
218213_s_at	330.5
218212_s_at	44.8
218211_s_at	151.4
218210_at	114.7
218209_s_at	25.6
218208_at	340.9
218207_s_at	43.4
218206_x_at	68.3
218205_s_at	453
218204_s_at	33.6
218203_at	137.8
218202_x_at	72.5
218201_at	104.4
218200_s_at	213.6
218199_s_at	28.2
218198_at	221.6
218197_s_at	81.4
218196_at	58.2
218195_at	53.7
218194_at	113.8
218193_s_at	48.8
218192_at	102.9
218191_s_at	657.2
218190_s_at	281.8
218189_s_at	89.3
218188_s_at	82.9
218187_s_at	49.4
218186_at	25.8
218185_s_at	57.2
218184_at	46.2
218183_at	94.1
218182_s_at	3.6
218181_s_at	159.4
218180_s_at	35.4
218179_s_at	66
218178_s_at	253.1
218177_at	71.8
218176_at	20.3
218175_at	230.9
218174_s_at	47.1
218173_s_at	86.5
218172_s_at	79.2
218171_at	277
218170_at	83.5
218169_at	13.4
218168_s_at	187.3
218167_at	216.5
218166_s_at	4.4
218165_at	125.4
218164_at	96.6
218163_at	92.6
218162_at	79.2
218161_s_at	26.5
218160_at	135.9
218159_at	337.2
218158_s_at	75.5
218157_x_at	2455.7
218156_s_at	32.6
218155_x_at	106.2
218154_at	82.7
218153_at	92.1
218152_at	81
218151_x_at	172.3
218150_at	357
218149_s_at	129.9
218148_at	26.5
218147_s_at	34.8
218146_at	207.4
218145_at	196.2
218144_s_at	143.3
218143_s_at	226.2
218142_s_at	233.5
218141_at	43.4
218140_x_at	158.3
218139_s_at	93.2
218138_at	90.4
218137_s_at	129.6
218136_s_at	1548.7
218135_at	50
218134_s_at	324.4
218133_s_at	87
218132_s_at	217.5
218131_s_at	434.1
218130_at	247.8
218129_s_at	35.5
218128_at	1.3
218127_at	59
218126_at	225.7
218125_s_at	58.2
218124_at	113.1
218123_at	103.9
218122_s_at	99.3
218121_at	50.3
218120_s_at	123.2
218119_at	129
218118_s_at	52.2
218117_at	67.2
218116_at	219.4
218115_at	185.4
218114_at	51.4
218113_at	101.5
218112_at	11.5
218111_s_at	27.4
218110_at	4.4
218109_s_at	397.8
218108_at	150.1
218107_at	270.4
218106_s_at	127.1
218105_s_at	23.5
218104_at	157.6
218103_at	85.6
218102_at	62.1
218101_s_at	532.4
218100_s_at	40.8
218099_at	82.8
218098_at	99.4
218097_s_at	178.7
218096_at	72.7
218095_s_at	90.9
218094_s_at	21.1
218093_s_at	142.7
218092_s_at	168.9
218091_at	103.5
218090_s_at	97
218089_at	128.2
218088_s_at	335.7
218087_s_at	34
218086_at	27.3
218085_at	4.2
218084_x_at	622
218083_at	18.7
218082_s_at	109.9
218081_at	106.7
218080_x_at	84.8
218079_s_at	187.6
218078_s_at	145.8
218077_s_at	90.2
218076_s_at	153.1
218075_at	138.7
218074_at	165.5
218073_s_at	23.2
218072_at	11.7
218071_s_at	136.7
218070_s_at	14.8
218069_at	231.5
218068_s_at	130.5
218067_s_at	250.9
218066_at	299.6
218065_s_at	281.5
218064_s_at	61.6
218063_s_at	12.8
218062_x_at	196.1
218061_at	108.7
218060_s_at	155.4
218059_at	195.7
218058_at	103.4
218057_x_at	145.9
218056_at	169.9
218055_s_at	10.6
218054_s_at	111.9
218053_at	181.1
218052_s_at	159.7
218051_s_at	6.5
218050_at	21.4
218049_s_at	37.2
218048_at	129
218047_at	213.6
218046_s_at	24.8
218045_x_at	29.6
218044_x_at	8.4
218043_s_at	21.8
218042_at	119.4
218041_x_at	217.5
218040_at	19.7
218039_at	22.3
218038_at	38.8
218037_at	285.3
218036_x_at	46.7
218035_s_at	506.8
218034_at	470.6
218033_s_at	35.8
218032_at	966.8
218031_s_at	208.8
218030_at	279.5
218029_at	23.3
218028_at	13
218027_at	123
218026_at	377.1
218025_s_at	41.7
218024_at	149.8
218023_s_at	449.9
218022_at	260.9
218021_at	147.1
218020_s_at	905.1
218019_s_at	145.9
218018_at	75.2
218017_s_at	19.6
218016_s_at	114.5
218015_s_at	24.6
218014_at	97.2
218013_x_at	22.7
218012_at	42.9
218011_at	86.8
218010_x_at	159.1
218009_s_at	10.1
218008_at	224.5
218007_s_at	4
218006_s_at	29.6
218005_at	172
218004_at	210.5
218003_s_at	78.3
218002_s_at	11
218001_at	111.5
218000_s_at	5.8
217999_s_at	28.3
217998_at	100.7
217997_at	50.1
217996_at	63.4
217995_at	455.1
217994_x_at	278.7
217993_s_at	682.1
217992_s_at	324.9
217991_x_at	184.6
217990_at	71.1
217989_at	458.6
217988_at	71.6
217987_at	95.6
217986_s_at	134.7
217985_s_at	275.5
217984_at	2186.2
217983_s_at	4278
217982_s_at	1533
217981_s_at	65.1
217980_s_at	221.9
217979_at	57.9
217978_s_at	222
217977_at	1211.6
217976_s_at	101.4
217975_at	8.3
217974_at	32.3
217973_at	74.4
217972_at	114.8
217971_at	133.9
217970_s_at	128.6
217969_at	232.7
217968_at	83.7
217967_s_at	1656.3
217966_s_at	633.1
217965_s_at	65.3
217964_at	181.1
217963_s_at	199.4
217962_at	390.8
217961_at	126.2
217960_s_at	25.7
217959_s_at	164.5
217958_at	309.7
217957_at	141.5
217956_s_at	12.8
217955_at	91.8
217954_s_at	227.6
217953_at	2.7
217952_x_at	188.9
217951_s_at	65.9
217950_at	274.4
217949_s_at	101.2
217948_at	10.8
217947_at	2646.3
217946_s_at	122.9
217945_at	72.6
217944_at	31.3
217943_s_at	237.5
217942_at	189.1
217941_s_at	129.4
217940_s_at	58.1
217939_s_at	634.1
217938_s_at	550.8
217937_s_at	122.3
217936_at	26.8
217935_s_at	22.9
217934_x_at	198.3
217933_s_at	254.9
217932_at	95.8
217931_at	158.3
217930_s_at	44.8
217929_s_at	21.8
217928_s_at	159.2
217927_at	473.3
217926_at	35.8
217925_s_at	89.7
217924_at	6.3
217923_at	123.5
217922_at	202.6
217921_at	49.9
217920_at	59
217919_s_at	32.1
217918_at	396.5
217917_s_at	523
217916_s_at	429
217915_s_at	66.5
217914_at	153.2
217913_at	140
217912_at	79.9
217911_s_at	62
217910_x_at	339.4
217909_s_at	121.9
217908_s_at	94.9
217907_at	205
217906_at	188.7
217905_at	163.9
217904_s_at	10.1
217903_at	38.9
217902_s_at	37.2
217901_at	60.9
217900_at	49.9
217899_at	118.1
217898_at	269.8
217897_at	60.8
217896_s_at	102.2
217895_at	20.9
217894_at	17.5
217893_s_at	18.9
217892_s_at	156.9
217891_at	14.7
217890_s_at	7
217889_s_at	5.1
217888_s_at	28.8
217887_s_at	79.6
217886_at	108.4
217885_at	127.7
217884_at	135.8
217883_at	305.5
217882_at	854
217881_s_at	34.5
217880_at	18.5
217879_at	116.2
217878_s_at	8.5
217877_s_at	33.9
217876_at	11.4
217875_s_at	10.3
217874_at	169.7
217873_at	367.2
217872_at	194.6
217871_s_at	241.9
217870_s_at	166.6
217869_at	264.8
217868_s_at	533.8
217867_x_at	37.7
217866_at	290.8
217865_at	739.8
217864_s_at	224.2
217863_at	157.7
217862_at	251.7
217861_s_at	78.6
217860_at	372.2
217859_s_at	32.4
217858_s_at	101.9
217857_s_at	4.9
217856_at	63.9
217855_x_at	260.3
217854_s_at	188.7
217853_at	51.4
217852_s_at	267.9
217851_s_at	12.1
217850_at	120.1
217849_s_at	23.7
217848_s_at	137.3
217847_s_at	40.6
217846_at	498.6
217845_x_at	200.8
217844_at	425.2
217843_s_at	81.4
217842_at	16.2
217841_s_at	14
217840_at	136.6
217839_at	270.7
217838_s_at	260.4
217837_s_at	231.4
217836_s_at	563.6
217835_x_at	863.5
217834_s_at	71.5
217833_at	175.2
217832_at	181.5
217831_s_at	97.5
217830_s_at	282.4
217829_s_at	18.3
217828_at	137.4
217827_s_at	393.1
217826_s_at	148.9
217825_s_at	152.4
217824_at	40.1
217823_s_at	144.1
217822_at	174.6
217821_s_at	5.7
217820_s_at	34.8
217819_at	418.8
217818_s_at	20.9
217817_at	389.8
217816_s_at	112.8
217815_at	297.9
217814_at	86.5
217813_s_at	19.6
217812_at	202.5
217811_at	301.4
217810_x_at	388.1
217809_at	205
217808_s_at	85.5
217807_s_at	2822.9
217806_s_at	156
217805_at	41.4
217804_s_at	232.8
217803_at	126.9
217802_s_at	321.5
217801_at	717.6
217800_s_at	161.3
217799_x_at	76.7
217798_at	258
217797_at	312.1
217796_s_at	267.9
217795_s_at	278.6
217794_at	989.2
217793_at	109.7
217792_at	124.8
217791_s_at	81.6
217790_s_at	14.9
217789_at	155.6
217788_s_at	129.3
217787_s_at	9.9
217786_at	125.8
217785_s_at	3.5
217784_at	9.9
217783_s_at	600.6
217782_s_at	17.9
217781_s_at	112.4
217780_at	422.9
217779_s_at	499.9
217778_at	89.9
217777_s_at	15.3
217776_at	100.3
217775_s_at	127.2
217774_s_at	470.6
217773_s_at	135.3
217772_s_at	138.6
217771_at	17.3
217770_at	196
217769_s_at	371.2
217768_at	232.2
217767_at	10.1
217766_s_at	298.1
217765_at	96
217764_s_at	605.2
217763_s_at	583.2
217762_s_at	1337.8
217761_at	273.4
217760_at	255.5
217759_at	233.8
217758_s_at	135.2
217757_at	8.1
217756_x_at	1427.1
217755_at	191.1
217754_at	51.6
217753_s_at	1853.7
217752_s_at	271.9
217751_at	528.1
217750_s_at	227.6
217749_at	77.2
217748_at	1889.9
217747_s_at	1887.2
217746_s_at	429.9
217745_s_at	83.3
217744_s_at	13.7
217743_s_at	124.2
217742_s_at	429.1
217741_s_at	206.3
217740_x_at	3976.8
217739_s_at	917.6
217738_at	521.9
217737_x_at	341.8
217736_s_at	875.4
217735_s_at	12.8
217734_s_at	101.6
217733_s_at	2545.5
217732_s_at	5906
217731_s_at	1549.6
217730_at	205.5
217729_s_at	92.6
217728_at	696.2
217727_x_at	732
217726_at	285.2
217725_x_at	145.4
217724_at	624.8
217723_x_at	19.9
217722_s_at	185.9
217721_at	52.7
217720_at	749
217719_at	1356.2
217718_s_at	1783
217717_s_at	1924.7
217716_s_at	150.9
217715_x_at	235
217714_x_at	6.8
217713_x_at	202
217712_at	50.8
217711_at	22.1
217710_x_at	16.1
217709_at	1.8
217708_x_at	101.8
217707_x_at	224.9
217706_at	4.9
217705_at	12.2
217704_x_at	73.7
217703_x_at	335.4
217702_at	17.4
217701_x_at	3.9
217700_at	70.5
217699_at	10.3
217698_at	2.6
217697_at	60.1
217696_at	118.2
217695_x_at	75.4
217694_at	4.9
217693_x_at	22.4
217692_at	19.8
217691_x_at	241.3
217690_at	19.6
217689_at	49.4
217688_at	8.3
217687_at	54.1
217686_at	8
217685_at	7.2
217684_at	48.5
217683_at	89.7
217682_at	78
217681_at	6.2
217680_x_at	68.5
217679_x_at	423.4
217678_at	19.1
217677_at	59.8
217676_at	55.7
217675_at	6.3
217674_at	64.9
217673_x_at	223.7
217672_x_at	68.1
217671_at	113.5
217670_at	32.3
217669_s_at	5.2
217668_at	53.3
217667_at	12.9
217666_at	3.5
217665_at	38.6
217664_at	14.7
217663_at	10.6
217662_x_at	100
217661_x_at	10
217660_at	16.4
217659_at	17.8
217658_at	57.5
217657_at	58.8
217656_at	25.7
217655_at	63.1
217654_at	89.1
217653_x_at	107.3
217652_at	6.2
217651_at	23.4
217650_x_at	56.3
217649_at	27.5
217648_at	12.5
217647_at	10.4
217646_at	12.4
217645_at	69.3
217644_s_at	7
217643_x_at	3.6
217642_at	9.7
217641_at	12.8
217640_x_at	38.9
217639_at	66.6
217638_at	6.4
217637_at	123.6
217636_at	7.7
217635_s_at	106.7
217634_at	12.2
217633_at	56.3
217632_at	48.4
217631_at	91.6
217630_at	24.8
217629_at	76.5
217628_at	17.5
217627_at	112.5
217626_at	3.7
217625_x_at	26.6
217624_at	6.6
217623_at	19.9
217622_at	158.3
217621_at	4.1
217620_s_at	60.4
217619_x_at	199.1
217618_x_at	130
217617_at	8.2
217616_at	31.5
217615_at	14.2
217614_at	241.7
217613_at	5.2
217612_at	8.3
217611_at	12
217610_at	101.7
217609_at	55.1
217608_at	82.7
217607_x_at	6.9
217606_at	120.8
217605_at	95.2
217604_at	50.3
217603_at	49.4
217602_at	5
217601_at	61.1
217600_at	43.1
217599_s_at	21.3
217598_at	5.5
217597_x_at	22.5
217596_at	43.6
217595_at	6.9
217594_at	6.6
217593_at	35.7
217592_at	178
217591_at	75.5
217590_s_at	10.9
217589_at	57.9
217588_at	88.5
217587_at	33.4
217586_x_at	94
217585_at	24.4
217584_at	45.4
217583_at	6.1
217582_at	31.5
217581_at	5.5
217580_x_at	106.8
217579_x_at	102.8
217578_at	7.7
217577_at	6.5
217576_x_at	7.5
217575_s_at	46.6
217574_at	64.8
217573_at	63.8
217572_at	353.7
217571_at	23.9
217570_x_at	11.4
217569_x_at	32
217568_at	3
217567_at	63.6
217566_s_at	45.4
217565_at	3.6
217564_s_at	42.3
217563_at	61.8
217562_at	1.3
217561_at	53
217560_at	7.1
217559_at	2.9
217558_at	6.4
217557_s_at	46
217556_at	31.2
217555_at	17
217554_at	36.4
217553_at	14.9
217552_x_at	81.2
217551_at	5
217550_at	56.5
217549_at	220.4
217548_at	35.5
217547_x_at	23.8
217546_at	2.5
217545_at	14.9
217544_at	44
217543_s_at	54.6
217542_at	61.6
217541_x_at	113.2
217540_at	6
217539_at	30.2
217538_at	37.7
217537_x_at	24
217536_x_at	5.6
217535_at	86.4
217534_at	98.3
217533_x_at	139.1
217532_x_at	7.3
217531_at	5.1
217530_at	28.9
217529_at	10.6
217528_at	39.5
217527_s_at	191.9
217526_at	220.6
217525_at	34.6
217524_x_at	16.8
217523_at	163
217522_at	53.6
217521_at	207.7
217520_x_at	9.5
217519_at	22.5
217518_at	20.2
217517_x_at	87.3
217516_x_at	147
217515_s_at	22.3
217514_at	97
217513_at	8.8
217512_at	54
217511_at	66.2
217510_at	27.9
217509_x_at	285.7
217508_s_at	56.9
217507_at	49
217506_at	82.3
217505_at	20.6
217504_at	46.8
217503_at	74.5
217502_at	228
217501_at	48.4
217500_at	35.7
217499_x_at	235.9
217498_at	67.1
217497_at	129
217496_s_at	157.2
217495_x_at	4.4
217494_s_at	48.4
217493_x_at	283.2
217492_s_at	381.3
217491_x_at	170.6
217490_at	49.1
217489_s_at	57.6
217488_x_at	14.6
217487_x_at	85.5
217486_s_at	7.2
217485_x_at	111.6
217484_at	54.1
217483_at	28.6
217482_at	153.6
217481_x_at	26.2
217480_x_at	132.4
217479_at	3.1
217478_s_at	439.8
217477_at	29.6
217476_at	6
217475_s_at	15.7
217474_at	27.7
217473_x_at	327.6
217472_at	8.9
217471_at	86.9
217470_at	6.7
217469_at	60.4
217468_at	14.1
217467_at	98.5
217466_x_at	532.2
217465_at	37.2
217464_at	30
217463_s_at	41
217462_at	19.2
217461_x_at	6.3
217460_at	44.6
217459_at	9.3
217458_at	8.3
217457_s_at	26.3
217456_x_at	1142.6
217455_s_at	5.4
217454_at	9.9
217453_at	84.9
217452_s_at	13.6
217451_at	3.1
217450_at	6.1
217449_at	48.9
217448_s_at	53.5
217447_at	19.5
217446_x_at	81.7
217445_s_at	32.5
217444_at	5.5
217443_at	31.4
217442_at	11.2
217441_at	8
217440_at	12.1
217439_at	78.2
217438_at	18.6
217437_s_at	207.3
217436_x_at	1679.9
217435_x_at	19.3
217434_at	33.2
217433_at	2.6
217432_s_at	88.9
217431_x_at	24.5
217430_x_at	454.3
217429_at	14
217428_s_at	73.8
217427_s_at	58.1
217426_at	3.8
217425_at	12.1
217424_at	8.1
217423_at	84.5
217422_s_at	9.4
217421_at	9.1
217420_s_at	50.3
217419_x_at	55.6
217418_x_at	230.3
217417_at	2.5
217416_x_at	42.5
217415_at	46.1
217414_x_at	54057.2
217413_s_at	6.4
217412_at	105.4
217411_s_at	9.6
217410_at	93.5
217409_at	25.7
217408_at	33.5
217407_x_at	244.1
217406_at	85.7
217405_x_at	97
217404_s_at	2.2
217403_s_at	1.4
217402_at	18.5
217401_at	8.9
217400_at	2
217399_s_at	50.9
217398_x_at	2395.3
217397_at	116.7
217396_at	48.1
217395_at	87.5
217394_at	90
217393_x_at	252.2
217392_at	4.5
217391_x_at	12.6
217390_x_at	87.3
217389_s_at	17.8
217388_s_at	64.4
217387_at	2.8
217386_at	57.5
217385_at	9.9
217384_x_at	3.4
217383_at	76.3
217382_at	11.9
217381_s_at	134.8
217380_s_at	3.5
217379_at	625.1
217378_x_at	17.4
217377_x_at	186.3
217376_at	54.7
217375_at	4.8
217374_x_at	25.3
217373_x_at	14.2
217372_at	18
217371_s_at	47.6
217370_x_at	78.5
217369_at	11.4
217368_at	7.3
217367_s_at	34.8
217366_at	2.5
217365_at	81
217364_x_at	33
217363_x_at	98.8
217362_x_at	1054.3
217361_at	20.7
217360_x_at	30
217359_s_at	9.4
217358_at	55.5
217357_at	7.7
217356_s_at	515.6
217355_at	22.8
217354_s_at	18
217353_at	8.3
217352_at	38.7
217351_at	3.9
217350_at	28.6
217349_s_at	2.8
217348_x_at	141.8
217347_at	69.2
217346_at	69.5
217345_at	37.5
217344_at	40
217343_at	45.2
217342_x_at	36.6
217341_at	53.9
217340_at	33
217339_x_at	11.6
217338_at	9.1
217337_at	6.8
217336_at	61.1
217335_at	40
217334_at	67.5
217333_at	43.1
217332_at	81
217331_at	153.5
217330_at	49.1
217329_x_at	31.2
217328_at	42.2
217327_at	8.1
217326_x_at	89.9
217325_at	8.1
217324_at	19.8
217323_at	16.6
217322_x_at	68.8
217321_x_at	10.8
217320_at	4.7
217319_x_at	4.1
217318_x_at	24.7
217317_s_at	116.1
217316_at	29.7
217315_s_at	69.9
217314_at	9.8
217313_at	185.3
217312_s_at	15.3
217311_at	16.3
217310_s_at	48
217309_s_at	2.1
217308_at	6.3
217307_at	6
217306_at	34.7
217305_s_at	57.2
217304_at	11.2
217303_s_at	9.4
217302_at	35.5
217301_x_at	256.2
217300_at	80.7
217299_s_at	27.3
217298_at	21.1
217297_s_at	67.2
217296_at	56.3
217295_at	64.6
217294_s_at	135.5
217293_at	71.5
217292_at	2.3
217291_at	115.1
217290_at	13.3
217289_s_at	106.3
217288_at	9.7
217287_s_at	43.4
217286_s_at	191.9
217285_at	51.8
217284_x_at	16.3
217283_at	9.2
217282_at	71.4
217281_x_at	9.5
217280_x_at	20.9
217279_x_at	32.1
217278_x_at	35
217277_at	9.6
217276_x_at	3.6
217275_at	20
217274_x_at	392.5
217273_at	7.5
217272_s_at	42.2
217271_at	8.7
217270_s_at	78.9
217269_s_at	510
217268_at	4.6
217267_s_at	9.7
217266_at	96.5
217265_at	2.4
217264_s_at	49.4
217263_x_at	11.4
217262_s_at	6.4
217261_at	25.9
217260_x_at	9.2
217259_at	8.2
217258_x_at	43
217257_at	11.6
217256_x_at	126.3
217255_at	33.5
217254_s_at	32.3
217253_at	20.4
217252_at	24
217251_x_at	14.2
217250_s_at	20
217249_x_at	139.6
217248_s_at	47.2
217247_at	42.5
217246_s_at	52.7
217245_at	79.9
217244_at	29.4
217242_at	8.2
217240_at	16.5
217239_x_at	21.9
217238_s_at	20.8
217237_at	14
217236_x_at	26.7
217235_x_at	244.4
217234_s_at	94.5
217233_at	3.3
217232_x_at	47637.6
217231_s_at	5.1
217230_at	10.5
217229_at	22.3
217228_s_at	34.6
217227_x_at	4.8
217226_s_at	87
217225_x_at	359.2
217224_at	119
217223_s_at	15.5
217222_at	7.9
217221_x_at	8
217220_at	8.8
217219_at	14.8
217218_at	26.7
217217_at	5
217216_x_at	150.5
217215_s_at	74.6
217214_s_at	10.4
217213_at	66.6
217212_s_at	46.2
217211_at	221.6
217210_at	3
217209_at	44.5
217208_s_at	3
217207_s_at	366
217206_at	4.7
217205_at	101.6
217204_at	20
217203_at	42.6
217202_s_at	1612.8
217201_at	3.3
217200_x_at	169.2
217199_s_at	70.9
217198_x_at	37
217197_x_at	42
217196_s_at	5
217195_at	59.2
217194_at	2.2
217193_x_at	97
217192_s_at	64
217191_x_at	23.9
217190_x_at	51.6
217189_s_at	150.5
217188_s_at	22.4
217187_at	281.3
217186_at	3.3
217185_s_at	39.3
217184_s_at	14.2
217183_at	14.3
217182_at	8.2
217181_at	18.3
217180_at	127
217179_x_at	31.7
217178_at	9.8
217177_s_at	12.8
217176_s_at	7.1
217175_at	3.7
217174_s_at	28.1
217173_s_at	109.1
217172_at	11.2
217171_at	105.1
217170_at	7.2
217169_at	71.9
217168_s_at	426.5
217167_x_at	39.9
217166_at	44.4
217165_x_at	26.6
217164_at	89.4
217163_at	5
217162_at	6.6
217161_x_at	111.1
217160_at	10.1
217159_x_at	12.2
217158_at	104.9
217157_x_at	55.8
217156_at	62.9
217155_at	85.7
217154_s_at	34.3
217153_at	10.5
217152_at	115.6
217151_at	6.6
217150_s_at	41.3
217149_x_at	119.4
217148_x_at	86.6
217147_s_at	63.1
217146_at	3.1
217145_at	40.1
217144_at	859.2
217143_s_at	423.4
217142_at	189.9
217141_at	21
217140_s_at	96.3
217139_at	92.4
217138_x_at	6.9
217137_x_at	55.8
217136_at	4.9
217135_x_at	88.1
217134_at	51.1
217133_x_at	25.2
217132_at	10.8
217131_at	19.1
217130_at	36.2
217129_at	59.2
217128_s_at	119.2
217127_at	15.2
217126_at	19.4
217125_at	39
217124_at	57.7
217123_x_at	6.9
217122_s_at	364.9
217121_at	56.5
217120_s_at	54.7
217119_s_at	10.4
217118_s_at	296.6
217117_x_at	218
217115_at	11.7
217114_at	17
217113_at	14.1
217112_at	98.5
217111_at	2.6
217110_s_at	61.6
217109_at	23.5
217108_at	3.3
217107_at	75.2
217106_x_at	221.1
217105_at	14.5
217104_at	85.2
217103_at	4.4
217102_at	90
217101_at	8.6
217100_s_at	168.7
217099_s_at	8.3
217098_s_at	1.9
217097_s_at	33.4
217096_at	11.9
217095_x_at	6.7
217094_s_at	64.4
217093_at	5.1
217092_x_at	391.8
217091_at	25.3
217090_at	13.5
217088_s_at	42
217087_at	15.6
217086_at	3.7
217085_at	12.5
217084_at	3.7
217083_at	3.4
217082_at	4.5
217081_at	9
217080_s_at	137.8
217079_at	10.9
217078_s_at	394.1
217077_s_at	9.2
217076_s_at	10.1
217075_x_at	2.7
217074_at	12.1
217073_x_at	12
217072_at	9.9
217071_s_at	6.7
217070_at	13
217069_at	16.2
217068_at	3.9
217067_s_at	1.6
217066_s_at	13.5
217065_at	56.1
217063_x_at	65.1
217062_at	11.2
217061_s_at	91.4
217060_at	67.7
217059_at	15.5
217058_at	12.1
217057_s_at	28.6
217056_at	6.1
217055_x_at	118.3
217054_at	110.5
217053_x_at	125
217052_x_at	154.4
217051_s_at	84.1
217050_at	19.3
217049_x_at	126.4
217048_at	57.9
217047_s_at	50.3
217046_s_at	7.6
217045_x_at	177
217044_s_at	39.4
217043_s_at	68
217042_at	56.3
217041_at	65.5
217040_x_at	255.7
217039_x_at	55.9
217038_at	4.6
217037_at	20.2
217036_at	6.2
217035_at	28
217034_at	47
217033_x_at	177.4
217032_at	38.5
217031_at	14.5
217030_at	100.2
217029_at	22
217028_at	1036.3
217027_x_at	19.1
217026_at	119.1
217025_s_at	20.6
217024_x_at	126.4
217023_x_at	11
217022_s_at	131.8
217021_at	6.3
217020_at	61.5
217019_at	3.4
217018_at	66.5
217017_at	79.3
217016_x_at	75.6
217015_at	37.8
217014_s_at	54.9
217013_at	13.4
217012_at	35
217011_at	74.4
217010_s_at	58.1
217009_at	63.3
217008_s_at	76.2
217007_s_at	5.4
217006_x_at	15.4
217005_at	28.3
217004_s_at	81
217003_s_at	69.9
217002_s_at	22.7
217001_x_at	79.4
217000_at	4.8
216999_at	48.8
216998_s_at	116.1
216997_x_at	38.1
216996_s_at	65.2
216995_x_at	5.1
216994_s_at	66.6
216993_s_at	301.2
216992_s_at	60.6
216991_at	42.1
216990_at	2.9
216989_at	32
216988_s_at	653.1
216987_at	13.9
216986_s_at	48.3
216985_s_at	38.6
216984_x_at	23.9
216983_s_at	6.7
216982_x_at	3.8
216981_x_at	48.5
216980_s_at	41.8
216979_at	92.2
216978_x_at	29.4
216977_x_at	117
216976_s_at	109.3
216975_x_at	64.5
216974_at	4.3
216973_s_at	15.9
216972_at	77.6
216971_s_at	36.1
216970_at	79.4
216969_s_at	19.5
216968_at	56.3
216967_at	21.1
216966_at	7.6
216965_x_at	56.7
216964_at	69.8
216963_s_at	43.2
216962_at	19.6
216961_s_at	9.3
216960_s_at	132.4
216959_x_at	49
216958_s_at	4.9
216957_at	54.7
216956_s_at	7.8
216955_at	54.3
216954_x_at	88.2
216953_s_at	3.2
216952_s_at	9
216951_at	13.4
216950_s_at	132.9
216949_s_at	12.5
216948_at	9.3
216947_at	21.5
216946_at	15
216945_x_at	216.8
216944_s_at	59.6
216943_at	50.7
216942_s_at	134.8
216941_s_at	7.1
216940_x_at	87.4
216939_s_at	37.7
216938_x_at	141.1
216937_s_at	6.3
216936_at	177.4
216935_at	7.2
216934_at	17.5
216933_x_at	30.6
216932_at	79
216931_at	14.7
216930_at	99.8
216929_x_at	44.3
216928_at	12.9
216927_at	29.9
216926_s_at	6.5
216925_s_at	202.9
216924_s_at	80.4
216923_at	46.9
216922_x_at	56.2
216921_s_at	5.7
216920_s_at	700.6
216919_at	138.8
216918_s_at	9.8
216917_s_at	31.2
