ID_REF	control_12_VALUE
34726_at	35.7
34697_at	57.2
34689_at	415.1
34478_at	45.9
34471_at	53.3
34449_at	63.2
34408_at	115
34406_at	18.5
34260_at	6.6
34225_at	75.4
34221_at	99.8
34210_at	163.5
34206_at	166.2
34187_at	14.2
34063_at	21.5
34031_i_at	46.3
33850_at	13.9
33814_at	105.6
33778_at	289.6
33768_at	332.8
33767_at	5.2
33760_at	18.3
33736_at	19.8
33646_g_at	12.9
336_at	194.2
33579_i_at	54.6
33494_at	9.7
33323_r_at	234.1
33322_i_at	433.7
33307_at	78.6
33304_at	401.9
33197_at	78.3
33148_at	27.6
33132_at	97.2
32837_at	151.7
32836_at	255
32811_at	262.6
32723_at	73.2
32699_s_at	71
32625_at	41.8
32541_at	69.4
32540_at	120.7
32502_at	62.9
32402_s_at	30.3
32259_at	205.6
32209_at	295.2
32137_at	153.6
32128_at	37.7
32099_at	188.8
32094_at	78.3
32091_at	281.5
32088_at	2.1
32069_at	266.7
32062_at	7
32042_at	17
32032_at	173.9
32029_at	187.4
320_at	50.8
31874_at	142.3
31861_at	342.7
31846_at	84.1
31845_at	220.4
31837_at	172.8
31835_at	66
31826_at	156
31807_at	129.1
31799_at	45.9
31637_s_at	201
266_s_at	37.2
243_g_at	69.3
222384_at	11.6
222383_s_at	3.3
222382_x_at	9.1
222381_at	90.5
222380_s_at	400.7
222379_at	34.9
222378_at	43.5
222377_at	26.4
222376_at	99
222375_at	6.9
222374_at	11.9
222373_at	8.4
222372_at	18.5
222371_at	529
222370_x_at	110
222369_at	32.6
222368_at	360.3
222367_at	80
222366_at	143.7
222365_at	47.1
222364_at	55.6
222363_at	118.8
222362_at	15.2
222361_at	7.5
222360_at	18.4
222359_x_at	7.9
222358_x_at	83.5
222357_at	247.2
222356_at	97.7
222355_at	11.4
222354_at	6.8
222353_at	5.9
222352_at	41
222351_at	5.2
222350_at	4.3
222349_x_at	28.8
222348_at	7.1
222347_at	25.5
222346_at	11.9
222345_at	21.5
222344_at	36.7
222343_at	2.9
222342_at	6.9
222341_x_at	10.5
222340_at	9.3
222339_x_at	107.8
222338_x_at	195.8
222337_at	56.4
222336_at	32.4
222335_at	5.8
222334_at	81.6
222333_at	189.9
222332_at	25.4
222331_at	6.7
222330_at	2.3
222329_x_at	89.4
222328_x_at	56.2
222327_x_at	101.4
222326_at	118.2
222325_at	4.5
222324_at	10.9
222323_at	43.8
222322_at	3.7
222321_at	32.3
222320_at	38
222319_at	23.8
222318_at	13.1
222317_at	33.7
222316_at	73.6
222315_at	15.1
222314_x_at	16.9
222313_at	6.6
222312_s_at	42.7
222311_s_at	136.7
222310_at	48.6
222309_at	8.7
222308_x_at	15.7
222307_at	38.7
222306_at	61.1
222305_at	9.2
222304_x_at	39.1
222303_at	193.5
222302_at	77.6
222301_at	77.8
222300_at	12.5
222299_x_at	1.3
222298_at	7
222297_x_at	197.5
222296_at	8
222295_x_at	114.4
222294_s_at	141.4
222293_at	59.4
222292_at	8.9
222291_at	16.6
222290_at	64.5
222289_at	9.5
222288_at	2.4
222287_at	2.1
222286_at	76.2
222285_at	91.6
222284_at	61.3
222283_at	51.8
222282_at	226.7
222281_s_at	93.1
222280_at	291.2
222279_at	100.8
222278_at	64.5
222277_at	81.1
222276_at	11.1
222275_at	100.7
222274_at	71.7
222273_at	98.1
222272_x_at	12.1
222271_at	140.3
222270_at	31.6
222269_at	9.3
222268_x_at	8.9
222267_at	22.4
222266_at	158.2
222265_at	18
222264_at	89.6
222263_at	61.4
222262_s_at	9.6
222261_at	40
222260_at	107.7
222259_s_at	19
222258_s_at	36.2
222257_s_at	5.1
222256_s_at	10.3
222255_at	9.2
222254_at	8.6
222253_s_at	42.7
222252_x_at	226.2
222251_s_at	92.1
222250_s_at	73.5
222249_at	36
222248_s_at	2.9
222247_at	36.8
222246_at	53.3
222245_s_at	141.1
222244_s_at	365.5
222243_s_at	100.7
222242_s_at	86.9
222241_at	79.7
222240_s_at	38.6
222239_s_at	37.5
222238_s_at	47
222237_s_at	5.2
222236_s_at	60.2
222235_s_at	45.3
222234_s_at	22.1
222233_s_at	55
222231_s_at	290.3
222230_s_at	139.2
222229_x_at	98.2
222228_s_at	85.5
222227_at	17.8
222226_at	2.2
222225_at	31
222224_at	3.8
222223_s_at	73.8
222222_s_at	3.7
222221_x_at	37
222220_s_at	55.7
222219_s_at	75
222218_s_at	830.5
222217_s_at	77.6
222216_s_at	75.3
222215_at	32.4
222214_at	12.4
222213_x_at	47.4
222212_s_at	331.6
222211_x_at	85.8
222210_at	2.8
222209_s_at	6.1
222208_s_at	65.4
222207_x_at	383.8
222206_s_at	11
222205_x_at	8
222204_s_at	5.9
222203_s_at	40.4
222202_at	16.8
222201_s_at	18.5
222200_s_at	105.8
222199_s_at	210.9
222198_at	14.1
222197_s_at	42.2
222196_at	20.6
222195_s_at	57.8
222194_at	6.5
222193_at	99.5
222192_s_at	80.6
222191_s_at	75.3
222190_s_at	3.3
222189_at	26.2
222188_at	32.4
222187_x_at	441.5
222186_at	25.5
222185_at	83.1
222184_at	29.9
222183_x_at	65.6
222182_s_at	192.2
222181_at	51.9
222180_at	56
222179_at	84
222178_s_at	5
222177_s_at	11.1
222176_at	33.5
222175_s_at	175.5
222174_at	69.8
222173_s_at	29.2
222172_at	11
222171_s_at	2.1
222170_at	6
222169_x_at	204.1
222168_at	22.8
222167_at	97
222166_at	75.1
222165_x_at	105.3
222164_at	39.1
222163_s_at	138.8
222162_s_at	71.9
222161_at	20.6
222160_at	121.5
222159_at	123.1
222158_s_at	27.9
222157_s_at	98
222156_x_at	13.5
222155_s_at	84.4
222154_s_at	96
222153_at	22.1
222152_at	168.6
222151_s_at	66.2
222150_s_at	79.4
222149_x_at	43.9
222148_s_at	97
222147_s_at	36.9
222146_s_at	83.8
222145_at	5.7
222144_at	84.6
222143_s_at	232.9
222142_at	5.7
222141_at	32.3
222140_s_at	44.9
222139_at	110.9
222138_s_at	16.4
222137_at	42.5
222136_x_at	133.4
222135_at	45.3
222134_at	4.1
222133_s_at	257.9
222132_s_at	174.2
222131_x_at	32.7
222130_s_at	80.5
222129_at	251.8
222128_at	10.6
222127_s_at	65.7
222126_at	104.1
222125_s_at	224.9
222124_at	42.2
222123_s_at	58
222122_s_at	117.9
222121_at	5.1
222120_at	60.8
222119_s_at	87.1
222118_at	8.4
222117_s_at	28.3
222116_s_at	9
222115_x_at	102.9
222114_x_at	9.9
222113_s_at	150.1
222112_at	3
222111_at	60.9
222110_at	62.1
222109_at	48.6
222108_at	65.5
222107_x_at	30.5
222106_at	63.1
222105_s_at	115.4
222104_x_at	132.6
222103_at	3.3
222102_at	25
222101_s_at	64.1
222100_at	8.7
222099_s_at	238.1
222098_s_at	48.5
222097_at	95.8
222096_x_at	8.9
222095_s_at	21.1
222094_at	15.7
222093_s_at	153.3
222092_at	12
222091_at	7.4
222090_at	31
222089_s_at	7.9
222088_s_at	333
222087_at	77.8
222086_s_at	3.2
222085_at	42.3
222084_s_at	7.1
222083_at	17.1
222082_at	152.3
222081_at	36
222080_s_at	52
222079_at	46
222078_at	29.5
222077_s_at	24.8
222076_at	9.5
222075_s_at	10.9
222074_at	55.3
222073_at	58
222072_at	73.2
222071_s_at	46.4
222070_at	97.4
222069_s_at	7.4
222068_s_at	10.2
222067_x_at	215.5
222066_at	40.7
222065_s_at	203.6
222064_s_at	57.1
222063_s_at	10.9
222062_at	163.9
222061_at	6.4
222060_at	74.9
222059_at	28.5
222058_at	73.7
222057_at	10.5
222056_s_at	36.3
222055_at	38.4
222054_at	46.8
222053_at	95.7
222052_at	49.9
222051_s_at	66.9
222050_at	7.7
222049_s_at	2.3
222048_at	100.7
222047_s_at	438.2
222046_at	72.9
222045_s_at	7.6
222044_at	21.1
222043_at	7.3
222042_x_at	25.9
222041_at	96.1
222040_at	67.3
222039_at	39.1
222038_s_at	34.5
222037_at	16.8
222036_s_at	9
222035_s_at	38.6
222034_at	54.6
222033_s_at	9.2
222032_s_at	50.4
222031_at	22.6
222030_at	192
222029_x_at	71.1
222028_at	47.1
222027_at	157.9
222026_at	89.9
222025_s_at	74.6
222024_s_at	554.2
222023_at	85.7
222022_at	36
222021_x_at	676.4
222020_s_at	2.5
222019_at	51.6
222018_at	50.3
222017_x_at	84.7
222016_s_at	16.6
222015_at	11
222014_x_at	70.9
222013_x_at	6.6
222012_at	15.7
222011_s_at	111.1
222010_at	54.1
222009_at	21
222008_at	7.3
222007_s_at	2.9
222006_at	66.5
222005_s_at	175.3
222004_s_at	4.9
222003_s_at	4.5
222002_at	10.8
222001_x_at	363.1
222000_at	89.8
221999_at	206.7
221998_s_at	72.6
221997_s_at	30.9
221996_s_at	42.9
221995_s_at	46.6
221994_at	4.6
221993_s_at	3.4
221992_at	47.8
221991_at	81.5
221990_at	39.6
221989_at	84.5
221988_at	115.7
221987_s_at	21.7
221986_s_at	9.4
221985_at	116.3
221984_s_at	483.7
221983_at	244.5
221982_x_at	6.4
221981_s_at	7.5
221980_at	32.7
221979_at	74.3
221978_at	266.6
221977_at	5.3
221976_s_at	22.9
221975_s_at	9.5
221974_at	28
221973_at	77.2
221972_s_at	8.5
221971_x_at	146.3
221970_s_at	136.2
221969_at	285.5
221968_s_at	4.4
221967_at	88.7
221966_at	19
221965_at	88.6
221964_at	12.9
221963_x_at	134.1
221962_s_at	49.4
221961_at	39.4
221960_s_at	129.2
221959_at	7.9
221958_s_at	72.9
221957_at	145.9
221956_at	22.7
221955_at	3.5
221954_at	111
221953_s_at	76.1
221952_x_at	981.7
221951_at	134.1
221950_at	4.8
221949_at	46.9
221948_s_at	19.4
221947_at	25.7
221946_at	4.9
221945_at	58.8
221944_at	23.3
221943_x_at	1256
221942_s_at	138.5
221941_at	21.4
221940_at	18.7
221939_at	14.5
221938_x_at	138.8
221937_at	352.3
221936_x_at	9.3
221935_s_at	1.6
221934_s_at	313.7
221933_at	4.8
221932_s_at	496.4
221931_s_at	90.3
221930_at	108.2
221929_at	129.2
221928_at	13.8
221927_s_at	111
221926_s_at	5.9
221925_s_at	33.2
221924_at	51.6
221923_s_at	236.4
221922_at	43.5
221921_s_at	99.7
221920_s_at	1159.8
221919_at	56.9
221918_at	57.5
221917_s_at	101
221916_at	61.7
221915_s_at	61.1
221914_at	19.7
221913_at	84.4
221912_s_at	145.1
221911_at	5
221910_at	58.5
221909_at	10.9
221908_at	114.9
221907_at	20.2
221906_at	76.7
221905_at	103.1
221904_at	86.4
221903_s_at	8.5
221902_at	13.8
221901_at	3.9
221900_at	13.3
221899_at	881.7
221898_at	23.8
221897_at	69.1
221896_s_at	204.9
221895_at	346.6
221894_at	5.4
221893_s_at	76.7
221892_at	66.9
221891_x_at	1099.7
221890_at	36.3
221889_at	56.4
221888_at	4.8
221887_s_at	20.7
221886_at	38.4
221885_at	8.7
221884_at	2.3
221883_at	9.5
221882_s_at	129.7
221881_s_at	11.7
221880_s_at	33.2
221879_at	29.6
221878_at	120.6
221877_at	40.5
221876_at	93.8
221875_x_at	3444.3
221874_at	119.4
221873_at	63.8
221872_at	7.6
221871_s_at	50.1
221870_at	23.1
221869_at	8.7
221868_at	15.2
221867_at	134.7
221866_at	75.7
221865_at	128.3
221864_at	191.8
221863_at	10.3
221862_at	163.8
221861_at	192.3
221860_at	111.1
221859_at	257.3
221858_at	35.7
221857_s_at	12.3
221856_s_at	315.6
221855_at	356.5
221854_at	4.8
221853_s_at	212.3
221852_at	4.8
221851_at	20.8
221850_x_at	153.9
221849_s_at	23.2
221848_at	25.6
221847_at	51.7
221846_s_at	30.3
221845_s_at	70.9
221844_x_at	348
221843_s_at	9.7
221842_s_at	121.8
221841_s_at	143.1
221840_at	433.3
221839_s_at	209.8
221838_at	35.8
221837_at	5.5
221836_s_at	96.4
221835_at	7.8
221834_at	133.1
221833_at	59.4
221832_s_at	80.4
221831_at	24.1
221830_at	122
221829_s_at	211.8
221828_s_at	31.3
221827_at	226.4
221826_at	3.4
221825_at	43.7
221824_s_at	767.8
221823_at	18.3
221822_at	28.5
221821_s_at	92.4
221820_s_at	91.5
221819_at	323.5
221818_at	89.5
221817_at	306.5
221816_s_at	319.9
221815_at	98.7
221814_at	15
221813_at	177.6
221812_at	28.8
221811_at	11.6
221810_at	11.2
221809_at	14
221808_at	95.1
221807_s_at	11.7
221806_s_at	408.2
221805_at	4.1
221804_s_at	443.5
221803_s_at	179.5
221802_s_at	39.5
221801_x_at	22.1
221800_s_at	105.2
221799_at	16.3
221798_x_at	11858
221797_at	30.9
221796_at	5.6
221795_at	28.2
221794_at	75.1
221793_at	5.9
221792_at	155.2
221791_s_at	309
221790_s_at	160.3
221789_x_at	141.1
221788_at	52.8
221787_at	49.6
221786_at	43.8
221785_at	74.7
221784_at	16.5
221783_at	9.4
221782_at	36.9
221781_s_at	3.1
221780_s_at	79.5
221779_at	17.6
221778_at	220.4
221777_at	17.2
221776_s_at	78.1
221775_x_at	1293.1
221774_x_at	210.2
221773_at	97.5
221772_s_at	9.3
221771_s_at	37.9
221770_at	9.9
221769_at	6.8
221768_at	119.7
221767_x_at	200.3
221766_s_at	243.2
221765_at	24.3
221764_at	2735.2
221763_at	61.8
221762_s_at	126.9
221761_at	93.7
221760_at	75.2
221759_at	5.7
221758_at	110
221757_at	180.9
221756_at	241.2
221755_at	77.7
221754_s_at	4.8
221753_at	131
221752_at	138.3
221751_at	51.8
221750_at	29.6
221749_at	73.3
221748_s_at	280.1
221747_at	17.1
221746_at	36.7
221745_at	214.1
221744_at	201.4
221743_at	428.6
221742_at	294.1
221741_s_at	330.2
221740_x_at	41.7
221739_at	206.3
221738_at	97.4
221737_at	97.2
221736_at	197.6
221735_at	95.1
221734_at	26.9
221733_s_at	119.3
221732_at	18.2
221731_x_at	1307.8
221730_at	21.7
221729_at	49.5
221728_x_at	210.8
221727_at	4.7
221726_at	519.8
221725_at	250.3
221724_s_at	97.6
221723_s_at	20.9
221722_x_at	3.2
221721_s_at	2.9
221720_s_at	7.1
221719_s_at	14
221718_s_at	353.8
221717_at	49.5
221716_s_at	41
221715_at	59
221714_s_at	6.7
221713_s_at	56.1
221712_s_at	120.5
221711_s_at	167.7
221710_x_at	22.6
221709_s_at	20
221708_s_at	62
221707_s_at	124.4
221706_s_at	44.1
221705_s_at	47.9
221704_s_at	113.4
221703_at	4.4
221702_s_at	137.3
221701_s_at	98.9
221700_s_at	4748
221699_s_at	82
221698_s_at	806.9
221697_at	10.7
221696_s_at	21.1
221695_s_at	57
221693_s_at	150.3
221692_s_at	10.5
221691_x_at	281
221690_s_at	88.2
221689_s_at	117.5
221688_s_at	337.4
221687_s_at	49.7
221686_s_at	58.5
221685_s_at	5.1
221684_s_at	65.1
221683_s_at	22.3
221682_s_at	24.1
221681_s_at	59.5
221680_s_at	182.4
221679_s_at	13.5
221678_at	1.9
221677_s_at	45.1
221676_s_at	220.6
221675_s_at	375.9
221674_s_at	60.3
221673_s_at	82.8
221672_s_at	5.8
221671_x_at	1719.8
221670_s_at	108.5
221669_s_at	91.7
221668_s_at	17.5
221667_s_at	26.9
221666_s_at	300.3
221665_s_at	18.1
221664_s_at	316.9
221663_x_at	21.4
221662_s_at	15.1
221661_at	15.2
221660_at	34.1
221659_s_at	92
221658_s_at	15.6
221657_s_at	13.1
221656_s_at	103.9
221655_x_at	22.3
221654_s_at	676.7
221653_x_at	215.6
221652_s_at	8.2
221651_x_at	1672.2
221650_s_at	18.8
221649_s_at	32.4
221648_s_at	72.8
221647_s_at	15.7
221646_s_at	30.2
221645_s_at	10.3
221644_s_at	36
221643_s_at	59.4
221642_at	79.7
221641_s_at	26.3
221640_s_at	9.5
221639_x_at	18.2
221638_s_at	7.5
221637_s_at	98.4
221636_s_at	70.7
221634_at	55.7
221633_at	6.7
221632_s_at	43.6
221631_at	156.1
221630_s_at	3.8
221629_x_at	201.8
221628_s_at	39.2
221627_at	73.3
221626_at	62.5
221625_at	30.1
221624_at	7
221623_at	4.4
221622_s_at	164.2
221621_at	45
221620_s_at	95.1
221619_s_at	723.5
221618_s_at	4.9
221617_at	169.1
221616_s_at	139.3
221615_at	55.7
221614_s_at	72.9
221613_s_at	190
221612_at	74.5
221611_s_at	24.7
221610_s_at	74.2
221609_s_at	10.6
221608_at	4.6
221607_x_at	7368.3
221606_s_at	5.6
221605_s_at	84.1
221604_s_at	18.3
221603_at	127.4
221602_s_at	159.5
221601_s_at	1100.8
221600_s_at	128
221599_at	11.4
221598_s_at	15
221597_s_at	127.7
221596_s_at	17.9
221595_at	43.9
221594_at	43.1
221593_s_at	52.8
221592_at	14.3
221591_s_at	24.2
221590_s_at	30.1
221589_s_at	60.3
221588_x_at	70.3
221587_s_at	74
221586_s_at	8.8
221585_at	12.9
221584_s_at	14
221583_s_at	25.9
221582_at	117.8
221581_s_at	430.8
221580_s_at	99.1
221579_s_at	122.9
221578_at	27.1
221577_x_at	26.4
221576_at	3.7
221575_at	186.5
221573_at	19.4
221572_s_at	4.4
221571_at	87.7
221570_s_at	61.2
221569_at	33.8
221568_s_at	25.5
221567_at	13.8
221566_s_at	6.4
221565_s_at	83.4
221564_at	60
221563_at	55.4
221562_s_at	15.5
221561_at	58.1
221560_at	30.1
221559_s_at	58.6
221558_s_at	497.7
221557_s_at	25.5
221556_at	73.1
221555_x_at	179.8
221554_at	186.2
221553_at	119.9
221552_at	10.5
221551_x_at	158.7
221550_at	20.4
221549_at	103
221548_s_at	117.3
221547_at	126.1
221546_at	90.5
221545_x_at	120.7
221544_s_at	5.1
221543_s_at	55.8
221542_s_at	57.7
221541_at	480.1
