ID_REF	symp_10_VALUE
37943_at	98.9
37892_at	4.9
37872_at	169.5
37860_at	156
37831_at	61
37802_r_at	64
37796_at	162.8
37793_r_at	120.8
37652_at	136.2
37590_g_at	29.8
37586_at	86.8
37577_at	74.1
37566_at	42.5
37549_g_at	40.3
37547_at	29.9
37512_at	1.1
37462_i_at	22.5
37433_at	38.4
37425_g_at	79.9
37424_at	52
37408_at	265.4
37384_at	226.1
37278_at	211
37254_at	67.5
37232_at	61.6
37226_at	95.1
37201_at	65
37170_at	1.4
37152_at	118.5
37145_at	779.6
37117_at	7.9
37079_at	35.3
37028_at	144.4
37022_at	156.8
37020_at	4.7
37012_at	702.8
37005_at	148.2
37004_at	63.8
36994_at	842.5
36936_at	113.3
36920_at	37.6
36907_at	647.1
36888_at	287.9
36865_at	126
36830_at	5.5
36829_at	175.9
36742_at	93.7
36711_at	74.3
36612_at	20.5
36566_at	66.5
36564_at	258.2
36554_at	149.8
36553_at	104.3
36552_at	84
36545_s_at	69.3
36499_at	55.6
36475_at	127.6
36129_at	471.8
36084_at	98.9
36030_at	199.1
36019_at	292.6
36004_at	261
35974_at	212.5
35846_at	28.7
35820_at	92.6
35776_at	122.6
35685_at	104.9
35671_at	161.7
35666_at	161.6
35626_at	77.9
35617_at	55.3
35436_at	13.1
35265_at	103.7
35254_at	150.6
35201_at	455.9
35179_at	21.9
35160_at	82.6
35156_at	65.4
35150_at	280.3
35148_at	7.9
35147_at	263
34868_at	43.3
34858_at	184.7
34846_at	216.9
34764_at	55.4
34726_at	41.8
34697_at	29.1
34689_at	280.9
34478_at	16.9
34471_at	36.5
34449_at	55.7
34408_at	104.3
34406_at	74.8
34260_at	58.4
34225_at	75.3
34221_at	158.1
34210_at	534.2
34206_at	151
34187_at	9.1
34063_at	60.1
34031_i_at	34.3
33850_at	37.5
33814_at	128.7
33778_at	349.4
33768_at	347.1
33767_at	9.8
33760_at	13.6
33736_at	67.8
33646_g_at	29.9
336_at	188.8
33579_i_at	59.8
33494_at	9.4
33323_r_at	159.2
33322_i_at	400.6
33307_at	80.8
33304_at	285.7
33197_at	34.8
33148_at	17.5
33132_at	32.2
32837_at	195.4
32836_at	195.2
32811_at	313.6
32723_at	46.3
32699_s_at	91.9
32625_at	20
32541_at	44.6
32540_at	105.7
32502_at	19
32402_s_at	15.7
32259_at	348.7
32209_at	239.6
32137_at	98.8
32128_at	32.5
32099_at	160.3
32094_at	88.5
32091_at	203.3
32088_at	9.9
32069_at	218.7
32062_at	18
32042_at	60.5
32032_at	159.1
32029_at	191.6
320_at	71.7
31874_at	110.9
31861_at	382.3
31846_at	164.3
31845_at	162.8
31837_at	348.6
31835_at	101
31826_at	167.2
31807_at	127.1
31799_at	30.8
31637_s_at	207.1
266_s_at	72.1
243_g_at	103.1
222384_at	31.4
222383_s_at	7.9
222382_x_at	37.7
222381_at	118.5
222380_s_at	139.8
222379_at	11.6
222378_at	35.3
222377_at	51.5
222376_at	74.9
222375_at	5.5
222374_at	11.2
222373_at	4.2
222372_at	39.4
222371_at	386.6
222370_x_at	132.6
222369_at	54.4
222368_at	165.6
222367_at	52.6
222366_at	101.8
222365_at	60.5
222364_at	8.7
222363_at	31.4
222362_at	14.3
222361_at	5.5
222360_at	25.1
222359_x_at	24
222358_x_at	135.8
222357_at	71.7
222356_at	96.7
222355_at	15.3
222354_at	50.4
222353_at	47.6
222352_at	14.2
222351_at	6.4
222350_at	35.8
222349_x_at	56.6
222348_at	4.6
222347_at	25.2
222346_at	17.9
222345_at	47.7
222344_at	24.1
222343_at	49.4
222342_at	5.3
222341_x_at	44.8
222340_at	51.9
222339_x_at	133.4
222338_x_at	30
222337_at	67.4
222336_at	13.2
222335_at	27.5
222334_at	126.9
222333_at	190
222332_at	16.7
222331_at	49.3
222330_at	13.6
222329_x_at	70.5
222328_x_at	80.9
222327_x_at	34.5
222326_at	77.2
222325_at	9.4
222324_at	5.5
222323_at	91.9
222322_at	2
222321_at	57.6
222320_at	10.9
222319_at	116.1
222318_at	89.9
222317_at	40.3
222316_at	74.3
222315_at	12.9
222314_x_at	15.5
222313_at	2.3
222312_s_at	90.2
222311_s_at	83.5
222310_at	68.3
222309_at	47.6
222308_x_at	16.3
222307_at	57.5
222306_at	48.6
222305_at	19.5
222304_x_at	15.2
222303_at	70.4
222302_at	175.1
222301_at	130.1
222300_at	42.8
222299_x_at	19.9
222298_at	1.8
222297_x_at	543.9
222296_at	7.8
222295_x_at	102.1
222294_s_at	332.6
222293_at	51.1
222292_at	30.7
222291_at	16.5
222290_at	49.6
222289_at	13.2
222288_at	4.1
222287_at	4.4
222286_at	66.8
222285_at	82.8
222284_at	7.9
222283_at	41.1
222282_at	148.3
222281_s_at	45.3
222280_at	253
222279_at	247.1
222278_at	37.2
222277_at	19.6
222276_at	69.1
222275_at	151.8
222274_at	52
222273_at	62.5
222272_x_at	11.1
222271_at	120.5
222270_at	9.2
222269_at	47.4
222268_x_at	14.8
222267_at	45.5
222266_at	37.9
222265_at	13.3
222264_at	95.3
222263_at	34.8
222262_s_at	29.1
222261_at	5.7
222260_at	17.2
222259_s_at	50.5
222258_s_at	45.6
222257_s_at	38.3
222256_s_at	34.1
222255_at	3
222254_at	7.5
222253_s_at	10.7
222252_x_at	118.8
222251_s_at	114.1
222250_s_at	61.6
222249_at	29.7
222248_s_at	5.4
222247_at	89.5
222246_at	3.9
222245_s_at	34.9
222244_s_at	185.5
222243_s_at	139.9
222242_s_at	68.8
222241_at	14.7
222240_s_at	59
222239_s_at	38.7
222238_s_at	19.8
222237_s_at	32.6
222236_s_at	22.6
222235_s_at	130.3
222234_s_at	28.1
222233_s_at	61.4
222231_s_at	206.8
222230_s_at	235.7
222229_x_at	329.3
222228_s_at	14.7
222227_at	14.6
222226_at	5.8
222225_at	48.6
222224_at	34.2
222223_s_at	17.4
222222_s_at	6.5
222221_x_at	8.8
222220_s_at	108.8
222219_s_at	56.5
222218_s_at	556.3
222217_s_at	70.4
222216_s_at	16.6
222215_at	11.5
222214_at	77.5
222213_x_at	26.3
222212_s_at	148.9
222211_x_at	48.7
222210_at	16
222209_s_at	35.7
222208_s_at	77.4
222207_x_at	257.4
222206_s_at	9
222205_x_at	32.4
222204_s_at	67.2
222203_s_at	38.2
222202_at	4
222201_s_at	35.6
222200_s_at	79.3
222199_s_at	150.3
222198_at	6.4
222197_s_at	67.4
222196_at	4.3
222195_s_at	11.1
222194_at	15
222193_at	45.2
222192_s_at	61.7
222191_s_at	92.4
222190_s_at	4.2
222189_at	20.8
222188_at	19.4
222187_x_at	185.7
222186_at	25.1
222185_at	151
222184_at	62.6
222183_x_at	19.5
222182_s_at	163.6
222181_at	23.9
222180_at	14.8
222179_at	31.1
222178_s_at	36
222177_s_at	36.9
222176_at	53.4
222175_s_at	131.6
222174_at	48.3
222173_s_at	33.7
222172_at	7.1
222171_s_at	5.4
222170_at	37.5
222169_x_at	115.7
222168_at	13.2
222167_at	95.2
222166_at	40.2
222165_x_at	21.9
222164_at	46.3
222163_s_at	75.6
222162_s_at	28.7
222161_at	18.1
222160_at	136.5
222159_at	11.3
222158_s_at	39.9
222157_s_at	59.7
222156_x_at	132
222155_s_at	44.8
222154_s_at	22.9
222153_at	13.4
222152_at	64.1
222151_s_at	82.9
222150_s_at	118.3
222149_x_at	54.4
222148_s_at	201.4
222147_s_at	91.7
222146_s_at	37.1
222145_at	48.5
222144_at	78
222143_s_at	251.9
222142_at	23.7
222141_at	25.5
222140_s_at	43.5
222139_at	55.1
222138_s_at	11.1
222137_at	44.4
222136_x_at	106.6
222135_at	37.7
222134_at	6
222133_s_at	92.6
222132_s_at	98.7
222131_x_at	94.2
222130_s_at	117.6
222129_at	147.4
222128_at	19
222127_s_at	149.8
222126_at	69.5
222125_s_at	281.2
222124_at	51.2
222123_s_at	41.6
222122_s_at	153.6
222121_at	18.3
222120_at	12.6
222119_s_at	222.5
222118_at	31.8
222117_s_at	22.6
222116_s_at	12.2
222115_x_at	94.8
222114_x_at	13.6
222113_s_at	87.5
222112_at	6.9
222111_at	85.6
222110_at	90.1
222109_at	47.6
222108_at	99
222107_x_at	8.1
222106_at	44.8
222105_s_at	103.7
222104_x_at	111.8
222103_at	55.8
222102_at	5.8
222101_s_at	62.9
222100_at	21.8
222099_s_at	175.3
222098_s_at	46.4
222097_at	127
222096_x_at	86
222095_s_at	22.2
222094_at	65.4
222093_s_at	147.5
222092_at	17.7
222091_at	14.5
222090_at	11.8
222089_s_at	7
222088_s_at	362.7
222087_at	21.1
222086_s_at	3.6
222085_at	14.3
222084_s_at	20.2
222083_at	19.1
222082_at	96.7
222081_at	13.4
222080_s_at	29.3
222079_at	49.6
222078_at	25.5
222077_s_at	54.4
222076_at	24.4
222075_s_at	16.2
222074_at	40.2
222073_at	43.1
222072_at	51.6
222071_s_at	60.7
222070_at	117.2
222069_s_at	6.9
222068_s_at	17.3
222067_x_at	131.8
222066_at	14.2
222065_s_at	185
222064_s_at	40.5
222063_s_at	5.4
222062_at	60.9
222061_at	81.3
222060_at	57.7
222059_at	14.8
222058_at	72.3
222057_at	16.7
222056_s_at	78.1
222055_at	5
222054_at	13.4
222053_at	57.6
222052_at	78.8
222051_s_at	31.5
222050_at	8.6
222049_s_at	10.4
222048_at	71.9
222047_s_at	341.6
222046_at	70.9
222045_s_at	74.4
222044_at	30.9
222043_at	24.5
222042_x_at	11.6
222041_at	134.9
222040_at	140.2
222039_at	35.8
222038_s_at	32
222037_at	15.4
222036_s_at	25.4
222035_s_at	60.4
222034_at	45.3
222033_s_at	8.6
222032_s_at	53.5
222031_at	7.4
222030_at	119.4
222029_x_at	32.4
222028_at	89.3
222027_at	75.5
222026_at	72.4
222025_s_at	13.1
222024_s_at	64.8
222023_at	51.1
222022_at	55.7
222021_x_at	480.3
222020_s_at	10.2
222019_at	83.1
222018_at	15
222017_x_at	75
222016_s_at	15.6
222015_at	12.3
222014_x_at	71
222013_x_at	11.8
222012_at	8.2
222011_s_at	110.7
222010_at	67.2
222009_at	11.3
222008_at	6.1
222007_s_at	3.4
222006_at	16.7
222005_s_at	207.7
222004_s_at	6.7
222003_s_at	21.3
222002_at	22.3
222001_x_at	288.4
222000_at	221.1
221999_at	142.3
221998_s_at	79.1
221997_s_at	47.3
221996_s_at	9.9
221995_s_at	45
221994_at	6
221993_s_at	3.2
221992_at	41.3
221991_at	106.3
221990_at	109.9
221989_at	53.8
221988_at	60.9
221987_s_at	28.9
221986_s_at	6.9
221985_at	59.5
221984_s_at	481.2
221983_at	236.5
221982_x_at	23.3
221981_s_at	7.7
221980_at	98.1
221979_at	20.6
221978_at	209.8
221977_at	7.3
221976_s_at	7.4
221975_s_at	30
221974_at	5.8
221973_at	58.9
221972_s_at	44.7
221971_x_at	119.8
221970_s_at	117.9
221969_at	151.1
221968_s_at	5.9
221967_at	59.5
221966_at	29.2
221965_at	132
221964_at	24.8
221963_x_at	103.3
221962_s_at	66.4
221961_at	29.5
221960_s_at	59.8
221959_at	9.8
221958_s_at	144.2
221957_at	167
221956_at	18.9
221955_at	5.9
221954_at	213.5
221953_s_at	87.6
221952_x_at	1175.1
221951_at	75.1
221950_at	32.8
221949_at	50.2
221948_s_at	14.2
221947_at	73.3
221946_at	8.9
221945_at	77.1
221944_at	74.5
221943_x_at	457.8
221942_s_at	161.1
221941_at	52
221940_at	18.9
221939_at	9.3
221938_x_at	74.2
221937_at	215.4
221936_x_at	26.1
221935_s_at	22.9
221934_s_at	119.1
221933_at	5.9
221932_s_at	977.8
221931_s_at	166.2
221930_at	122.4
221929_at	135.2
221928_at	22.8
221927_s_at	36.6
221926_s_at	16.2
221925_s_at	54.2
221924_at	42.4
221923_s_at	352.9
221922_at	16.1
221921_s_at	23.6
221920_s_at	1250.5
221919_at	61.2
221918_at	106.8
221917_s_at	84.4
221916_at	71.5
221915_s_at	70.4
221914_at	21.6
221913_at	155.6
221912_s_at	52.9
221911_at	6
221910_at	72.3
221909_at	3.3
221908_at	28
221907_at	140.1
221906_at	70.3
221905_at	83.4
221904_at	103.6
221903_s_at	140.6
221902_at	44.5
221901_at	8
221900_at	3.3
221899_at	939.8
221898_at	33.6
221897_at	108.4
221896_s_at	114.5
221895_at	180
221894_at	10.4
221893_s_at	100.5
221892_at	129.8
221891_x_at	2591
221890_at	27.3
221889_at	33.2
221888_at	8.2
221887_s_at	34.9
221886_at	31.5
221885_at	18.1
221884_at	20.8
221883_at	59.5
221882_s_at	126.7
221881_s_at	28.1
221880_s_at	12.9
221879_at	97.6
221878_at	84.3
221877_at	16
221876_at	77.1
221875_x_at	2219.1
221874_at	124.2
221873_at	119.3
221872_at	6.1
221871_s_at	29.6
221870_at	17.6
221869_at	33.8
221868_at	17.7
221867_at	20
221866_at	25.5
221865_at	78.1
221864_at	206.8
221863_at	15.6
221862_at	166
221861_at	208.3
221860_at	113.2
221859_at	248.1
221858_at	34.1
221857_s_at	111.2
221856_s_at	410
221855_at	262.1
221854_at	3.7
221853_s_at	111.7
221852_at	7.9
221851_at	36.7
221850_x_at	343.4
221849_s_at	18.7
221848_at	13.7
221847_at	107.8
221846_s_at	13.7
221845_s_at	34
221844_x_at	487.5
221843_s_at	8.6
221842_s_at	168.9
221841_s_at	113.1
221840_at	479.5
221839_s_at	127.6
221838_at	41.1
221837_at	2.4
221836_s_at	160.3
221835_at	11.6
221834_at	225.6
221833_at	45.1
221832_s_at	113.1
221831_at	61.6
221830_at	45.9
221829_s_at	102.1
221828_s_at	4.1
221827_at	209.2
221826_at	56.1
221825_at	183.6
221824_s_at	890.8
221823_at	63.4
221822_at	40.3
221821_s_at	68.3
221820_s_at	159.6
221819_at	274.1
221818_at	84.2
221817_at	231.1
221816_s_at	198.8
221815_at	5.2
221814_at	7.3
221813_at	47.4
221812_at	23.6
221811_at	23.2
221810_at	11
221809_at	41.4
221808_at	117.1
221807_s_at	10.1
221806_s_at	73.9
221805_at	3.3
221804_s_at	579.6
221803_s_at	310.6
221802_s_at	59.2
221801_x_at	21
221800_s_at	92.3
221799_at	9.9
221798_x_at	9820.2
221797_at	56.9
221796_at	5.1
221795_at	9.2
221794_at	82.4
221793_at	7.2
221792_at	179.5
221791_s_at	503.5
221790_s_at	26.3
221789_x_at	63.5
221788_at	18.6
221787_at	85.2
221786_at	56.7
221785_at	94.1
221784_at	16.4
221783_at	15.9
221782_at	64.7
221781_s_at	24.4
221780_s_at	22.8
221779_at	20.1
221778_at	388.2
221777_at	10
221776_s_at	55.2
221775_x_at	1459.3
221774_x_at	172.5
221773_at	191.1
221772_s_at	9.3
221771_s_at	67.8
221770_at	46.9
221769_at	17.5
221768_at	208.6
221767_x_at	104.6
221766_s_at	213.7
221765_at	9.8
221764_at	2056
221763_at	224.5
221762_s_at	88.9
221761_at	213
221760_at	207.5
221759_at	15.6
221758_at	86.9
221757_at	161.2
221756_at	276.7
221755_at	19.1
221754_s_at	29.9
221753_at	120.2
221752_at	132
221751_at	109.5
221750_at	43
221749_at	349.8
221748_s_at	382.6
221747_at	30
221746_at	107.6
221745_at	28.3
221744_at	43.2
221743_at	415.4
221742_at	108.8
221741_s_at	309.1
221740_x_at	35.8
221739_at	185.3
221738_at	38.5
221737_at	94.6
221736_at	215.8
221735_at	81.5
221734_at	41.5
221733_s_at	138.2
221732_at	23.9
221731_x_at	2293.8
221730_at	7.2
221729_at	78.5
221728_x_at	333.1
221727_at	43.3
221726_at	784.6
221725_at	193.4
221724_s_at	251.2
221723_s_at	18.6
221722_x_at	6.6
221721_s_at	4.6
221720_s_at	7.8
221719_s_at	8.4
221718_s_at	91.4
221717_at	167.2
221716_s_at	16.9
221715_at	56.6
221714_s_at	39.5
221713_s_at	26.2
221712_s_at	79.9
221711_s_at	229.1
221710_x_at	5.8
221709_s_at	21
221708_s_at	111.2
221707_s_at	99.8
221706_s_at	24.1
221705_s_at	74.9
221704_s_at	71.9
221703_at	1.7
221702_s_at	508.4
221701_s_at	74.3
221700_s_at	5283.4
221699_s_at	88.7
221698_s_at	1152.5
221697_at	11.1
221696_s_at	87
221695_s_at	39.9
221693_s_at	122.6
221692_s_at	74.3
221691_x_at	226.6
221690_s_at	60
221689_s_at	147.6
221688_s_at	286.6
221687_s_at	44.7
221686_s_at	28.8
221685_s_at	11.9
221684_s_at	105
221683_s_at	15.4
221682_s_at	8.2
221681_s_at	47.9
221680_s_at	101.7
221679_s_at	30.7
221678_at	4.2
221677_s_at	42.7
221676_s_at	223.8
221675_s_at	778.3
221674_s_at	106.3
221673_s_at	62.7
221672_s_at	12.6
221671_x_at	1550.8
221670_s_at	73.4
221669_s_at	60.2
221668_s_at	60.2
221667_s_at	30.6
221666_s_at	142.5
221665_s_at	7.8
221664_s_at	164.7
221663_x_at	39.3
221662_s_at	59.3
221661_at	80.1
221660_at	197.1
221659_s_at	69.2
221658_s_at	88.4
221657_s_at	74.9
221656_s_at	88.4
221655_x_at	36.9
221654_s_at	746.6
221653_x_at	22.7
221652_s_at	63.6
221651_x_at	1742.4
221650_s_at	14.9
221649_s_at	66.3
221648_s_at	79.4
221647_s_at	101.3
221646_s_at	39.3
221645_s_at	33.5
221644_s_at	40.2
221643_s_at	103.3
221642_at	61.4
221641_s_at	135.2
221640_s_at	17.2
221639_x_at	39.4
221638_s_at	18.9
221637_s_at	69.9
221636_s_at	64.8
221634_at	21.5
221633_at	121.7
221632_s_at	78.1
221631_at	69.5
221630_s_at	21.1
221629_x_at	168.4
221628_s_at	16.4
221627_at	133.8
221626_at	70.6
221625_at	41.9
221624_at	35.4
221623_at	4.6
221622_s_at	127
221621_at	77.4
221620_s_at	72.5
221619_s_at	501.7
221618_s_at	15.4
221617_at	57.3
221616_s_at	102.3
221615_at	64.5
221614_s_at	44.7
221613_s_at	323.5
221612_at	123.3
221611_s_at	18
221610_s_at	19.6
221609_s_at	39.1
221608_at	4.9
221607_x_at	5223.1
221606_s_at	28.9
221605_s_at	109.3
221604_s_at	40.5
221603_at	28.3
221602_s_at	137.4
221601_s_at	671.7
221600_s_at	135.8
221599_at	5.5
221598_s_at	21
221597_s_at	150.2
221596_s_at	53.8
221595_at	31.4
221594_at	66.7
221593_s_at	88.3
221592_at	7
221591_s_at	16.5
221590_s_at	80.9
221589_s_at	58.5
221588_x_at	96.9
221587_s_at	57.2
221586_s_at	7.4
221585_at	13.3
221584_s_at	10.6
221583_s_at	40.1
221582_at	174
221581_s_at	544.7
221580_s_at	90.5
221579_s_at	285.4
221578_at	14.8
221577_x_at	22.4
221576_at	6.6
221575_at	160.4
221573_at	8.6
221572_s_at	15.6
221571_at	66.3
221570_s_at	65.7
221569_at	73.1
221568_s_at	51.8
221567_at	4.2
221566_s_at	20.2
221565_s_at	24.7
221564_at	127
221563_at	86.1
221562_s_at	27.2
221561_at	113.4
221560_at	29.2
221559_s_at	109.7
221558_s_at	490
221557_s_at	37.2
221556_at	74
221555_x_at	110.4
221554_at	48.8
221553_at	72.4
221552_at	11.5
221551_x_at	108.7
221550_at	46.7
221549_at	109.5
221548_s_at	100.6
221547_at	120.7
221546_at	108.5
221545_x_at	171.1
221544_s_at	24.3
