ID_REF	pre_1_VALUE
222153_at	4.3
222152_at	96.9
222151_s_at	100
222150_s_at	96.1
222149_x_at	32.4
222148_s_at	184.3
222147_s_at	54
222146_s_at	8.9
222145_at	34.6
222144_at	93.7
222143_s_at	254.9
222142_at	39.9
222141_at	23.3
222140_s_at	27.8
222139_at	184.1
222138_s_at	16.2
222137_at	26.4
222136_x_at	69.8
222135_at	14.2
222134_at	50.7
222133_s_at	118.6
222132_s_at	116.6
222131_x_at	112
222130_s_at	83.2
222129_at	163.6
222128_at	19
222127_s_at	115.2
222126_at	85.8
222125_s_at	136.3
222124_at	31.1
222123_s_at	52.6
222122_s_at	156.8
222121_at	3
222120_at	43.6
222119_s_at	178.7
222118_at	21.4
222117_s_at	22.5
222116_s_at	17.3
222115_x_at	61.3
222114_x_at	6.1
222113_s_at	104.9
222112_at	1.9
222111_at	39
222110_at	30.4
222109_at	32.4
222108_at	110.8
222107_x_at	58.1
222106_at	44.8
222105_s_at	92.2
222104_x_at	46.7
222103_at	33.5
222102_at	25.1
222101_s_at	44.3
222100_at	24.5
222099_s_at	245.2
222098_s_at	34.3
222097_at	123.4
222096_x_at	42.2
222095_s_at	91.1
222094_at	21.8
222093_s_at	123.9
222092_at	23.7
222091_at	8.8
222090_at	26.6
222089_s_at	9.5
222088_s_at	246.5
222087_at	16.1
222086_s_at	2.6
222085_at	38.6
222084_s_at	4.8
222083_at	16.5
222082_at	113.3
222081_at	15.5
222080_s_at	10.3
222079_at	37.3
222078_at	6.2
222077_s_at	42.5
222076_at	34.4
222075_s_at	59.2
222074_at	27.4
222073_at	26.1
222072_at	12.7
222071_s_at	50.6
222070_at	173.1
222069_s_at	5
222068_s_at	5.1
222067_x_at	208.1
222066_at	48.5
222065_s_at	180.3
222064_s_at	58
222063_s_at	22.2
222062_at	48.6
222061_at	40.4
222060_at	39.2
222059_at	12.3
222058_at	78.6
222057_at	12.7
222056_s_at	12.9
222055_at	43
222054_at	18.3
222053_at	32.5
222052_at	65.7
222051_s_at	36.6
222050_at	19.6
222049_s_at	8.4
222048_at	46.9
222047_s_at	266.4
222046_at	79.1
222045_s_at	36.9
222044_at	18
222043_at	16.5
222042_x_at	14.5
222041_at	115.5
222040_at	105.8
222039_at	13.4
222038_s_at	44.4
222037_at	3.8
222036_s_at	4.3
222035_s_at	72.4
222034_at	41.7
222033_s_at	7.9
222032_s_at	21.1
222031_at	26.5
222030_at	128.6
222029_x_at	102.4
222028_at	50.3
222027_at	114.4
222026_at	75.5
222025_s_at	13.2
222024_s_at	172.5
222023_at	49.8
222022_at	48.5
222021_x_at	538.6
222020_s_at	2.5
222019_at	11.6
222018_at	14.1
222017_x_at	110.8
222016_s_at	9.1
222015_at	25.7
222014_x_at	53.5
222013_x_at	8.5
222012_at	7.5
222011_s_at	111.6
222010_at	51.3
222009_at	10
222008_at	7.5
222007_s_at	3
222006_at	38.8
222005_s_at	122.1
222004_s_at	9
222003_s_at	2.9
222002_at	18.1
222001_x_at	230.6
222000_at	115.4
221999_at	215.3
221998_s_at	127.9
221997_s_at	71
221996_s_at	4.6
221995_s_at	61.3
221994_at	4.2
221993_s_at	2.4
221992_at	25.6
221991_at	101.4
221990_at	90.1
221989_at	45.9
221988_at	65.3
221987_s_at	42.3
221986_s_at	2.5
221985_at	64.6
221984_s_at	499.4
221983_at	337.7
221982_x_at	18.2
221981_s_at	7.6
221980_at	80.5
221979_at	92
221978_at	363.8
221977_at	3.9
221976_s_at	1.8
221975_s_at	3.8
221974_at	5
221973_at	72.9
221972_s_at	2.7
221971_x_at	144.4
221970_s_at	138.7
221969_at	193.5
221968_s_at	3.7
221967_at	79.5
221966_at	19.3
221965_at	114
221964_at	10.2
221963_x_at	29.9
221962_s_at	20.4
221961_at	12.1
221960_s_at	98.5
221959_at	8.7
221958_s_at	119.3
221957_at	214.8
221956_at	27.2
221955_at	3.7
221954_at	244.7
221953_s_at	118.3
221952_x_at	1075.9
221951_at	71.4
221950_at	1.9
221949_at	4.3
221948_s_at	7.4
221947_at	39
221946_at	11.8
221945_at	55.1
221944_at	17.4
221943_x_at	1034.6
221942_s_at	156.4
221941_at	73.7
221940_at	42.4
221939_at	12.2
221938_x_at	115.9
221937_at	233.3
221936_x_at	9.7
221935_s_at	6
221934_s_at	157.3
221933_at	26
221932_s_at	397.7
221931_s_at	100.8
221930_at	56
221929_at	76.2
221928_at	12.1
221927_s_at	87.3
221926_s_at	10.7
221925_s_at	61.8
221924_at	21.5
221923_s_at	225.4
221922_at	56
221921_s_at	5.4
221920_s_at	980.8
221919_at	58.7
221918_at	117.1
221917_s_at	8.6
221916_at	48.3
221915_s_at	10.3
221914_at	9.4
221913_at	146.5
221912_s_at	60.6
221911_at	14.9
221910_at	29.7
221909_at	3.3
221908_at	38.5
221907_at	39.4
221906_at	9.7
221905_at	123.6
221904_at	123.4
221903_s_at	152.7
221902_at	11
221901_at	6.5
221900_at	13.8
221899_at	897.8
221898_at	7
221897_at	131.6
221896_s_at	129.5
221895_at	455.1
221894_at	6.3
221893_s_at	116
221892_at	13.1
221891_x_at	1237.3
221890_at	18.1
221889_at	23.5
221888_at	4.8
221887_s_at	69.7
221886_at	8
221885_at	11
221884_at	2.8
221883_at	90.4
221882_s_at	196.2
221881_s_at	28.2
221880_s_at	13.5
221879_at	57.7
221878_at	81.2
221877_at	76.6
221876_at	90.3
221875_x_at	4508.3
221874_at	79.3
221873_at	171
221872_at	10.8
221871_s_at	53.7
221870_at	14.6
221869_at	15.8
221868_at	27.4
221867_at	57.4
221866_at	54.4
221865_at	131.8
221864_at	180
221863_at	5.8
221862_at	134.7
221861_at	222.6
221860_at	97.5
221859_at	268.9
221858_at	32.7
221857_s_at	85.5
221856_s_at	445.7
221855_at	187.8
221854_at	5.4
221853_s_at	126.2
221852_at	3
221851_at	28.5
221850_x_at	224.6
221849_s_at	9.5
221848_at	9.4
221847_at	52.8
221846_s_at	47.2
221845_s_at	95.8
221844_x_at	511.8
221843_s_at	8.4
221842_s_at	132.6
221841_s_at	253.3
221840_at	772.7
221839_s_at	92.8
221838_at	20.6
221837_at	5.5
221836_s_at	114.6
221835_at	9.3
221834_at	180.6
221833_at	64.7
221832_s_at	61.8
221831_at	11
221830_at	78.8
221829_s_at	111.7
221828_s_at	7.1
221827_at	328
221826_at	24
221825_at	131.3
221824_s_at	618.9
221823_at	42.2
221822_at	27.3
221821_s_at	52.9
221820_s_at	221.6
221819_at	279.9
221818_at	83.8
221817_at	166
221816_s_at	468.5
221815_at	68.6
221814_at	6.4
221813_at	95
221812_at	100.7
221811_at	75.1
221810_at	9.7
221809_at	10.8
221808_at	85.2
221807_s_at	15.9
221806_s_at	263.6
221805_at	25.9
221804_s_at	786.7
221803_s_at	278.6
221802_s_at	96.5
221801_x_at	7.3
221800_s_at	77.2
221799_at	3.7
221798_x_at	8748.4
221797_at	15.3
221796_at	21.3
221795_at	4.7
221794_at	15.8
221793_at	6.1
221792_at	47.3
221791_s_at	537.9
221790_s_at	68
221789_x_at	88.6
221788_at	43.1
221787_at	77.4
221786_at	58.4
221785_at	51.1
221784_at	13.8
221783_at	13.5
221782_at	2.2
221781_s_at	16.4
221780_s_at	38.1
221779_at	21.9
221778_at	400
221777_at	28.3
221776_s_at	67.3
221775_x_at	1475.3
221774_x_at	239
221773_at	213.3
221772_s_at	3.4
221771_s_at	10.3
221770_at	38
221769_at	27.2
221768_at	204.9
221767_x_at	71.5
221766_s_at	466.9
221765_at	26.7
221764_at	2350.5
221763_at	189.5
221762_s_at	42.7
221761_at	169.5
221760_at	158.8
221759_at	16.4
221758_at	52.4
221757_at	188.3
221756_at	217.8
221755_at	11
221754_s_at	36.7
221753_at	50.2
221752_at	167.7
221751_at	99.3
221750_at	57.9
221749_at	173.1
221748_s_at	144.9
221747_at	21.8
221746_at	13
221745_at	134.6
221744_at	63.4
221743_at	576.2
221742_at	135.9
221741_s_at	251.4
221740_x_at	6.2
221739_at	205.9
221738_at	52.1
221737_at	42.3
221736_at	182.6
221735_at	21.9
221734_at	33.6
221733_s_at	85
221732_at	50.3
221731_x_at	3422.5
221730_at	6.3
221729_at	30.8
221728_x_at	62.8
221727_at	15.2
221726_at	650.9
221725_at	242.5
221724_s_at	274.6
221723_s_at	16.4
221722_x_at	3
221721_s_at	1.7
221720_s_at	8
221719_s_at	7.4
221718_s_at	267.5
221717_at	59.4
221716_s_at	23.6
221715_at	79.6
221714_s_at	9.6
221713_s_at	7.5
221712_s_at	42.7
221711_s_at	173.3
221710_x_at	7.1
221709_s_at	55.6
221708_s_at	59.2
221707_s_at	78.8
221706_s_at	48
221705_s_at	22.3
221704_s_at	91.9
221703_at	2.9
221702_s_at	344.3
221701_s_at	55.8
221700_s_at	5965.2
221699_s_at	11.6
221698_s_at	1622.6
221697_at	14.4
221696_s_at	21.2
221695_s_at	44.8
221693_s_at	131.8
221692_s_at	9.8
221691_x_at	296.9
221690_s_at	11.3
221689_s_at	81.8
221688_s_at	142.5
221687_s_at	70.5
221686_s_at	25.9
221685_s_at	10.7
221684_s_at	82.9
221683_s_at	1.9
221682_s_at	2.3
221681_s_at	27.7
221680_s_at	97.3
221679_s_at	7.3
221678_at	16.9
221677_s_at	32.8
221676_s_at	507.3
221675_s_at	333.7
221674_s_at	68.8
221673_s_at	57.3
221672_s_at	5.1
221671_x_at	1647.2
221670_s_at	72.9
221669_s_at	85.4
221668_s_at	9.2
221667_s_at	8.3
221666_s_at	301.1
221665_s_at	10.4
221664_s_at	378.6
221663_x_at	21.9
221662_s_at	21.7
221661_at	5
221660_at	68.5
221659_s_at	32.2
221658_s_at	74.5
221657_s_at	59.8
221656_s_at	132.5
221655_x_at	15.3
221654_s_at	995
221653_x_at	203.3
221652_s_at	52.3
221651_x_at	1703.8
221650_s_at	13.1
221649_s_at	19.6
221648_s_at	72.7
221647_s_at	136.2
221646_s_at	10.5
221645_s_at	29.4
221644_s_at	7.3
221643_s_at	44.3
221642_at	16.5
221641_s_at	94
221640_s_at	7.3
221639_x_at	30.2
221638_s_at	6.5
221637_s_at	46.6
221636_s_at	5.8
221634_at	65.1
221633_at	22.3
221632_s_at	77.5
221631_at	81.7
221630_s_at	3.7
221629_x_at	183.8
221628_s_at	10.1
221627_at	124.6
221626_at	66.7
221625_at	27.8
221624_at	6.7
221623_at	1.9
221622_s_at	164.6
221621_at	22.7
221620_s_at	76.9
221619_s_at	999.3
221618_s_at	21.4
221617_at	66.7
221616_s_at	81.4
221615_at	58.6
221614_s_at	103.5
221613_s_at	314.5
221612_at	73.8
221611_s_at	3.2
221610_s_at	13.8
221609_s_at	3.2
221608_at	3.3
221607_x_at	8769.7
221606_s_at	3.5
221605_s_at	87
221604_s_at	14
221603_at	78.6
221602_s_at	34.1
221601_s_at	535.2
221600_s_at	92.8
221599_at	10.7
221598_s_at	8.2
221597_s_at	179.6
221596_s_at	11.6
221595_at	3.6
221594_at	29.6
221593_s_at	65.5
221592_at	23.3
221591_s_at	7.5
221590_s_at	27.9
221589_s_at	37.3
221588_x_at	99.1
221587_s_at	78.2
221586_s_at	23.4
221585_at	10.6
221584_s_at	11.2
221583_s_at	2.3
221582_at	90
221581_s_at	588.4
221580_s_at	89.4
221579_s_at	222.9
221578_at	14.6
221577_x_at	4.7
221576_at	2.6
221575_at	131.5
221573_at	14.9
221572_s_at	13.9
221571_at	86.6
221570_s_at	78.6
221569_at	69
221568_s_at	30.3
221567_at	30.9
221566_s_at	4.2
221565_s_at	121.2
221564_at	119.9
221563_at	61.1
221562_s_at	12.8
221561_at	58.5
221560_at	37.2
221559_s_at	97.5
221558_s_at	294.8
221557_s_at	46.5
221556_at	20.8
221555_x_at	88.6
221554_at	116.9
221553_at	37.3
221552_at	33.6
221551_x_at	70.7
221550_at	10.4
221549_at	15.6
221548_s_at	96.7
221547_at	64.8
221546_at	5.8
221545_x_at	62.2
221544_s_at	16.9
221543_s_at	97.7
