ID_REF	symp_12_VALUE
60815_at	39.4
60794_f_at	44.4
60528_at	267.8
60474_at	7.1
60471_at	131.4
60084_at	7.6
59999_at	71.4
59705_at	54.9
59697_at	54.9
59644_at	106
59631_at	27.3
59625_at	7.8
59437_at	51
59433_at	69.8
59375_at	204.1
58994_at	39.1
58916_at	41
58900_at	418.3
58780_s_at	35.7
58696_at	49.1
58367_s_at	313.8
58308_at	68.6
57739_at	296.4
57715_at	119.4
57703_at	88.1
57588_at	49.7
57540_at	32.8
57539_at	66.6
57532_at	57.8
57516_at	49.2
57163_at	154.8
57082_at	510.2
56919_at	41.3
56829_at	302.6
56821_at	91.7
56748_at	64.3
564_at	85.6
56256_at	409.5
56197_at	1156.8
55872_at	37.9
55705_at	4043.2
55692_at	65.5
55662_at	23.1
55616_at	203.4
55583_at	134.1
55093_at	144.4
55081_at	52.4
55065_at	119.6
54970_at	233.5
54632_at	75.6
54051_at	24.3
54037_at	33
53991_at	32.3
53987_at	104.1
53968_at	91
53912_at	204.6
53720_at	125.4
53202_at	37.6
53076_at	65.5
53071_s_at	90.1
52975_at	52.1
52940_at	167.9
52837_at	36.3
52741_at	123.1
52731_at	35
52651_at	26.2
52285_f_at	8.8
52255_s_at	104.7
52169_at	289.1
52164_at	94.4
52159_at	9
52078_at	71.3
52005_at	93.7
51774_s_at	483.1
51228_at	44.6
51226_at	55.4
51200_at	108.2
51192_at	28.2
51176_at	130.9
51158_at	86.4
51146_at	85
50965_at	109.1
50400_at	29
50376_at	50.7
50374_at	171.2
50314_i_at	85
50277_at	542.3
50221_at	18.8
49878_at	534.3
49679_s_at	110.5
49485_at	101.1
49452_at	34.9
49329_at	144.8
49327_at	331.4
49306_at	19.6
49111_at	90.2
49077_at	160.3
49051_g_at	36
49049_at	21.6
48825_at	35.2
48808_at	50.4
48659_at	277.1
48612_at	728.6
48580_at	420.1
48531_at	203.4
48117_at	118.3
48106_at	148.8
48031_r_at	162.9
48030_i_at	685.1
47773_at	49.5
47608_at	234
47571_at	202.3
47560_at	53.7
47553_at	5.2
47550_at	33.3
47530_at	168.6
47105_at	129.1
47083_at	175
47069_at	90.8
46947_at	70.9
46665_at	75.5
46323_at	96.9
46270_at	174.2
46256_at	393
46167_at	30.2
46142_at	42.6
45828_at	171.4
45749_at	257.9
45714_at	91.6
45687_at	189.5
45653_at	44.4
45633_at	5.8
45572_s_at	365.5
45526_g_at	507.1
45297_at	61.2
45288_at	25.8
44822_s_at	22.4
44790_s_at	159.7
44783_s_at	141.2
44702_at	82
44696_at	175.4
44673_at	87.6
44669_at	74.3
44654_at	55.9
44617_at	231.1
44563_at	303.3
44146_at	230.9
44120_at	106.3
44111_at	108.1
44065_at	6.5
44040_at	75.1
43977_at	239.9
43934_at	102.9
43544_at	85.1
43511_s_at	192.8
43427_at	15.9
42361_g_at	8.7
41858_at	32.2
41856_at	196.7
41660_at	6
41657_at	29.5
41644_at	131
41577_at	26.8
41553_at	67
41512_at	121
41469_at	197.9
41397_at	71.3
41387_r_at	248.2
41386_i_at	94.2
41329_at	76.5
41220_at	1631.3
41160_at	23
41113_at	32.8
41047_at	117.8
41037_at	33.7
40850_at	225.7
40837_at	19.5
40829_at	203.3
40687_at	35.9
40665_at	30.3
40640_at	59.4
40612_at	32.4
40569_at	167.1
40562_at	67.3
40560_at	118.4
40524_at	18.6
40489_at	25.3
40472_at	12.1
40465_at	89.1
40446_at	387.3
40420_at	178.8
40359_at	160.1
40284_at	6.5
40273_at	33.1
40255_at	64.4
40225_at	258.8
40189_at	374.6
40149_at	81.4
40148_at	22.4
40093_at	62.2
40020_at	105.3
40016_g_at	66.7
39966_at	49.6
39891_at	103.4
39854_r_at	333.1
39835_at	15.9
39817_s_at	234.2
39763_at	27.5
39729_at	684
39705_at	127.4
39650_s_at	97.9
396_f_at	770
39582_at	167.2
39549_at	3.7
39548_at	27.8
39402_at	222.5
39318_at	118.9
39313_at	42.4
39249_at	20.1
39248_at	249.6
38964_r_at	2511
38918_at	73.2
38892_at	147.7
38766_at	43.9
38710_at	421.7
38707_r_at	467.3
38703_at	270
38691_s_at	107.8
38671_at	177.8
38521_at	111.8
38487_at	180.7
38447_at	404.3
38398_at	206
38340_at	177.3
38290_at	148.6
38269_at	253.8
38241_at	131.7
38158_at	63.4
38157_at	23.8
38149_at	293.2
38069_at	145.3
38043_at	14.7
38037_at	30.4
37996_s_at	70.7
37986_at	52.6
37966_at	136.1
37965_at	168.6
37953_s_at	89.8
37950_at	54.9
37943_at	105.1
37892_at	5.5
37872_at	174.2
37860_at	148
37831_at	54.1
37802_r_at	28.5
37796_at	153.9
37793_r_at	121.5
37652_at	53
37590_g_at	87
37586_at	38.9
37577_at	38.4
37566_at	40.7
37549_g_at	31.9
37547_at	20.1
37512_at	3.1
37462_i_at	25.1
37433_at	56.7
37425_g_at	68.3
37424_at	42.4
37408_at	146.8
37384_at	303.9
37278_at	239
37254_at	92.8
37232_at	112
37226_at	87.7
37201_at	69.6
37170_at	2.7
37152_at	25
37145_at	947.5
37117_at	8.6
37079_at	37.9
37028_at	198.1
37022_at	91.2
37020_at	7.2
37012_at	596.9
37005_at	182.8
37004_at	35.6
36994_at	947.2
36936_at	59.7
36920_at	26
36907_at	863.8
36888_at	258.2
36865_at	125.8
36830_at	6
36829_at	167.9
36742_at	17.3
36711_at	41.8
36612_at	10.2
36566_at	46
36564_at	286.2
36554_at	142.6
36553_at	42.6
36552_at	81.4
36545_s_at	79.9
36499_at	25.6
36475_at	119.5
36129_at	475.6
36084_at	151.3
36030_at	228.6
36019_at	279.3
36004_at	299.5
35974_at	169.5
35846_at	29.3
35820_at	30.1
35776_at	151.5
35685_at	125.6
35671_at	148.1
35666_at	257.6
35626_at	72.5
35617_at	36
35436_at	20.5
35265_at	66.2
35254_at	174.6
35201_at	491.8
35179_at	27
35160_at	63
35156_at	72.4
35150_at	245.4
35148_at	8.9
35147_at	276.4
34868_at	84.6
34858_at	157.1
34846_at	198.7
34764_at	67.5
34726_at	23.8
34697_at	32.5
34689_at	286.1
34478_at	6.6
34471_at	50.9
34449_at	40.5
34408_at	47.4
34406_at	35.3
34260_at	15.1
34225_at	78.4
34221_at	182.1
34210_at	577.3
34206_at	126.6
34187_at	29.1
34063_at	22.2
34031_i_at	45.3
33850_at	49.6
33814_at	150.6
33778_at	290.8
33768_at	359.6
33767_at	13.7
33760_at	21.8
33736_at	71.2
33646_g_at	22.4
336_at	215.1
33579_i_at	56.2
33494_at	23.8
33323_r_at	161
33322_i_at	420.8
33307_at	137.6
33304_at	340.2
33197_at	6.7
33148_at	21.2
33132_at	95.8
32837_at	187.4
32836_at	218.4
32811_at	291.3
32723_at	91.1
32699_s_at	94.4
32625_at	14.9
32541_at	55.2
32540_at	125.9
32502_at	21.6
32402_s_at	14.6
32259_at	190.4
32209_at	219.1
32137_at	125.5
32128_at	19.2
32099_at	116.1
32094_at	75.6
32091_at	208.5
32088_at	3.8
32069_at	164.1
32062_at	5.7
32042_at	59.5
32032_at	157
32029_at	186.5
320_at	72.3
31874_at	94.8
31861_at	282.7
31846_at	147.8
31845_at	150.9
31837_at	239.7
31835_at	51.4
31826_at	155.1
31807_at	116.3
31799_at	27.2
31637_s_at	187
266_s_at	34.2
243_g_at	120.2
222384_at	28.2
222383_s_at	3.7
222382_x_at	36.6
222381_at	92.9
222380_s_at	225.5
222379_at	22.4
222378_at	8
222377_at	38.7
222376_at	76.1
222375_at	9.5
222374_at	66.6
222373_at	5
222372_at	12.8
222371_at	237.3
222370_x_at	112.9
222369_at	53.7
222368_at	224.8
222367_at	28.5
222366_at	67.2
222365_at	6.1
222364_at	29.6
222363_at	65.3
222362_at	8.2
222361_at	19.1
222360_at	18.3
222359_x_at	4
222358_x_at	73.5
222357_at	77.7
222356_at	116.5
222355_at	21.6
222354_at	3.6
222353_at	10.6
222352_at	27.1
222351_at	4.7
222350_at	37.3
222349_x_at	68.2
222348_at	7
222347_at	7.7
222346_at	11.8
222345_at	24.7
222344_at	19.1
222343_at	4.4
222342_at	5.8
222341_x_at	15.8
222340_at	18.8
222339_x_at	93.9
222338_x_at	96.7
222337_at	63.6
222336_at	21.7
222335_at	31.4
222334_at	125.4
222333_at	166.1
222332_at	54.7
222331_at	10.4
222330_at	5.3
222329_x_at	137.7
222328_x_at	81.3
222327_x_at	9.2
222326_at	44.9
222325_at	2.6
222324_at	9.7
222323_at	19.9
222322_at	6.5
222321_at	94.4
222320_at	1.7
222319_at	33.3
222318_at	94.7
222317_at	36
222316_at	58.9
222315_at	13
222314_x_at	13.7
222313_at	12.9
222312_s_at	71.4
222311_s_at	87.8
222310_at	78.7
222309_at	16.2
222308_x_at	7.1
222307_at	40.8
222306_at	46.2
222305_at	36.2
222304_x_at	10.8
222303_at	81.9
222302_at	138.9
222301_at	173.1
222300_at	47.1
222299_x_at	7.3
222298_at	5
222297_x_at	312.6
222296_at	9.6
222295_x_at	79.7
222294_s_at	158.5
222293_at	54.9
222292_at	17.9
222291_at	30.7
222290_at	60.7
222289_at	39.2
222288_at	36.2
222287_at	26.2
222286_at	53.5
222285_at	13.6
222284_at	6.6
222283_at	49.5
222282_at	93.9
222281_s_at	76
222280_at	277.1
222279_at	225
222278_at	35.8
222277_at	6.1
222276_at	11.3
222275_at	130.4
222274_at	7.2
222273_at	31
222272_x_at	5.6
222271_at	155.1
222270_at	24.2
222269_at	14.6
222268_x_at	7.9
222267_at	6.4
222266_at	56.8
222265_at	170.6
222264_at	112.7
222263_at	77.2
222262_s_at	13
222261_at	11.1
222260_at	7.9
222259_s_at	11.2
222258_s_at	10.8
222257_s_at	92.7
222256_s_at	11
222255_at	3.6
222254_at	29.2
222253_s_at	12.1
222252_x_at	180.9
222251_s_at	71.5
222250_s_at	10.1
222249_at	24.5
222248_s_at	4.7
222247_at	89.4
222246_at	14.8
222245_s_at	37
222244_s_at	328.2
222243_s_at	89.2
222242_s_at	68.4
222241_at	19.9
222240_s_at	49.2
222239_s_at	25.8
222238_s_at	12.2
222237_s_at	39.6
222236_s_at	18.6
222235_s_at	153.3
222234_s_at	32.5
222233_s_at	50.1
222231_s_at	219
222230_s_at	201.2
222229_x_at	197.6
222228_s_at	22
222227_at	7.5
222226_at	10
222225_at	41.3
222224_at	20.4
222223_s_at	49.7
222222_s_at	5.9
222221_x_at	7.6
222220_s_at	65.1
222219_s_at	65.9
222218_s_at	476.9
222217_s_at	31.1
222216_s_at	74.9
222215_at	19.4
222214_at	80.3
222213_x_at	20
222212_s_at	229.4
222211_x_at	24.6
222210_at	14.2
222209_s_at	46.7
222208_s_at	88.4
222207_x_at	236.1
222206_s_at	6.4
222205_x_at	52.5
222204_s_at	44
222203_s_at	69.8
222202_at	20.9
222201_s_at	29.2
222200_s_at	90.4
222199_s_at	149.3
222198_at	8.9
222197_s_at	33.6
222196_at	7.4
222195_s_at	57
222194_at	41.7
222193_at	24.7
222192_s_at	94.4
222191_s_at	58.2
222190_s_at	4.3
222189_at	12.5
222188_at	51.6
222187_x_at	292
222186_at	26.2
222185_at	107.1
222184_at	55.5
222183_x_at	58
222182_s_at	72.1
222181_at	62
222180_at	16.1
222179_at	19.6
222178_s_at	5
222177_s_at	30.8
222176_at	20.2
222175_s_at	160
222174_at	16.9
222173_s_at	75.9
222172_at	31.1
222171_s_at	6.8
222170_at	9.2
222169_x_at	67.2
222168_at	6.6
222167_at	87.9
222166_at	38.2
222165_x_at	82.5
222164_at	38.6
222163_s_at	93.9
222162_s_at	37.7
222161_at	7.7
222160_at	207.8
222159_at	45.2
222158_s_at	37.5
222157_s_at	76.3
222156_x_at	89.8
222155_s_at	19.8
222154_s_at	18.6
222153_at	21
222152_at	77.4
222151_s_at	91.9
222150_s_at	162.2
222149_x_at	92.3
222148_s_at	190.6
222147_s_at	100.7
222146_s_at	9.7
222145_at	47.5
222144_at	99.8
222143_s_at	224
222142_at	32.7
222141_at	32.7
222140_s_at	47.5
222139_at	151.2
222138_s_at	6.3
222137_at	44.3
222136_x_at	128.9
222135_at	13.2
222134_at	12.6
222133_s_at	87.5
222132_s_at	58.1
222131_x_at	107.4
222130_s_at	98.9
222129_at	249.1
222128_at	2.4
222127_s_at	174.5
222126_at	113
222125_s_at	204.3
222124_at	10.4
222123_s_at	27.7
222122_s_at	140.5
222121_at	6.1
222120_at	38.4
222119_s_at	174.5
222118_at	25.9
222117_s_at	22.1
222116_s_at	75.7
222115_x_at	71.4
222114_x_at	13.7
222113_s_at	102.2
222112_at	5.7
222111_at	26.9
222110_at	65
222109_at	66.9
222108_at	94.4
222107_x_at	22.3
222106_at	43.5
222105_s_at	91.1
222104_x_at	108.4
222103_at	47.4
222102_at	12.9
222101_s_at	66.3
222100_at	10.9
222099_s_at	182.6
222098_s_at	34.3
222097_at	76.4
222096_x_at	24.7
222095_s_at	25.1
222094_at	55.6
222093_s_at	131.9
222092_at	4
222091_at	13.9
222090_at	16.6
222089_s_at	7.1
222088_s_at	288.2
222087_at	52.7
222086_s_at	2.7
222085_at	47.8
222084_s_at	4.9
222083_at	13.5
222082_at	101.1
222081_at	32.2
222080_s_at	12.8
222079_at	27.4
222078_at	10.3
222077_s_at	40
222076_at	20
222075_s_at	42.7
222074_at	31
222073_at	43.5
222072_at	10.7
222071_s_at	77.5
222070_at	117.6
222069_s_at	6.8
222068_s_at	6.7
222067_x_at	96.3
222066_at	26.5
222065_s_at	204.9
222064_s_at	93.1
222063_s_at	9.2
222062_at	71.4
222061_at	62.4
222060_at	8.6
222059_at	11.1
222058_at	65.5
222057_at	23.8
222056_s_at	13.6
222055_at	7.3
222054_at	17.1
222053_at	74.1
222052_at	41.4
222051_s_at	22.7
222050_at	16.5
222049_s_at	9.5
222048_at	71.8
222047_s_at	286.9
222046_at	122
222045_s_at	27.6
222044_at	34.8
222043_at	22
222042_x_at	14
222041_at	82
222040_at	141.1
222039_at	41.3
222038_s_at	30
222037_at	1.8
222036_s_at	54.4
222035_s_at	104.2
222034_at	50.2
222033_s_at	5.7
222032_s_at	12.1
222031_at	40.2
222030_at	138.5
222029_x_at	100.9
222028_at	87.4
222027_at	101.3
222026_at	55.4
222025_s_at	33.6
222024_s_at	38
222023_at	19.3
222022_at	93.4
222021_x_at	578.4
222020_s_at	6.9
222019_at	12.5
222018_at	69.9
222017_x_at	61.5
222016_s_at	6.7
222015_at	21
222014_x_at	42.1
222013_x_at	7.8
222012_at	11.8
222011_s_at	99.3
222010_at	52.1
222009_at	12.2
222008_at	7.6
222007_s_at	3.2
222006_at	48.2
222005_s_at	225.8
222004_s_at	8
222003_s_at	10.1
222002_at	15.2
222001_x_at	397.9
222000_at	130.5
221999_at	173
221998_s_at	125.3
221997_s_at	46.8
221996_s_at	8.2
221995_s_at	50.5
221994_at	4.5
221993_s_at	5.5
221992_at	70.1
221991_at	106
221990_at	133.7
221989_at	42.5
221988_at	34.3
221987_s_at	3.3
221986_s_at	3.1
221985_at	94
221984_s_at	407.6
221983_at	147.5
221982_x_at	26.5
221981_s_at	12.6
221980_at	42
221979_at	23.5
221978_at	248.3
221977_at	7.6
221976_s_at	3.4
221975_s_at	14.4
221974_at	16
221973_at	84.2
221972_s_at	68
221971_x_at	77.5
221970_s_at	197
221969_at	172.7
221968_s_at	5.8
221967_at	77.9
221966_at	30.8
221965_at	112.4
221964_at	66.5
221963_x_at	93.9
221962_s_at	64.4
221961_at	14.8
221960_s_at	151.8
221959_at	8.9
221958_s_at	73.1
221957_at	120.7
221956_at	30.2
221955_at	5.1
221954_at	217.3
221953_s_at	110.8
221952_x_at	1155.3
221951_at	109.6
221950_at	5.6
221949_at	65.7
221948_s_at	16.5
221947_at	78.4
221946_at	13.2
221945_at	61.4
221944_at	25.3
221943_x_at	834.2
221942_s_at	124
221941_at	71.5
221940_at	13.5
221939_at	13.9
221938_x_at	32.3
221937_at	196.7
221936_x_at	10.6
221935_s_at	1.4
221934_s_at	128.7
221933_at	22.8
221932_s_at	1298.4
221931_s_at	92.4
221930_at	105.8
221929_at	78.7
221928_at	10.8
221927_s_at	131.3
221926_s_at	16.6
221925_s_at	59
221924_at	10.2
221923_s_at	261.3
221922_at	15.3
221921_s_at	25.5
221920_s_at	1965.6
221919_at	53.6
221918_at	134
221917_s_at	86.8
221916_at	114.1
221915_s_at	37
221914_at	28.3
221913_at	120.5
221912_s_at	133.6
221911_at	14.1
221910_at	92.7
221909_at	5.8
221908_at	64.4
221907_at	83.2
221906_at	32.6
221905_at	80.4
221904_at	120.8
221903_s_at	139.6
221902_at	53.1
221901_at	8.2
221900_at	8.5
221899_at	789.7
221898_at	11.7
221897_at	155.2
221896_s_at	144.1
221895_at	156.5
221894_at	26.4
221893_s_at	138.9
221892_at	93.9
221891_x_at	2240.5
221890_at	24.6
221889_at	18.5
221888_at	24.2
221887_s_at	53.2
221886_at	3.9
221885_at	11.5
221884_at	4.8
221883_at	21.1
221882_s_at	113.9
221881_s_at	18.3
221880_s_at	25.8
221879_at	79.3
221878_at	25.1
221877_at	38.3
221876_at	95.7
221875_x_at	4083.8
221874_at	58
221873_at	84.8
221872_at	5.8
221871_s_at	16.2
221870_at	15.5
221869_at	10.8
221868_at	93.7
221867_at	69.3
221866_at	26.5
221865_at	84.7
221864_at	235.2
221863_at	7.2
221862_at	111.6
221861_at	29.9
221860_at	84.6
221859_at	335.4
221858_at	64.8
221857_s_at	84.9
221856_s_at	267.7
221855_at	265.5
221854_at	5.1
221853_s_at	59.3
221852_at	9.3
221851_at	9.5
221850_x_at	208.7
221849_s_at	8.4
221848_at	8.8
221847_at	85
221846_s_at	23.3
221845_s_at	69.6
221844_x_at	375.5
221843_s_at	6.7
221842_s_at	214.7
221841_s_at	162.8
221840_at	584.7
221839_s_at	164
221838_at	18.3
221837_at	3.9
221836_s_at	122.7
221835_at	12
221834_at	222.7
221833_at	60.5
221832_s_at	118.6
221831_at	130.8
221830_at	158.4
221829_s_at	63
221828_s_at	13.5
221827_at	193.7
221826_at	28.9
221825_at	209.4
221824_s_at	603.7
221823_at	57.4
221822_at	30.2
221821_s_at	69.2
221820_s_at	119.6
221819_at	220
221818_at	98.6
221817_at	186
221816_s_at	236.1
221815_at	8.6
221814_at	10.4
221813_at	45.2
221812_at	11.9
221811_at	92
221810_at	11.7
221809_at	16
221808_at	102.7
221807_s_at	6
221806_s_at	151.2
221805_at	48.9
221804_s_at	444.6
221803_s_at	198.6
221802_s_at	55
221801_x_at	8.4
221800_s_at	99.5
221799_at	10.8
221798_x_at	13879.9
221797_at	38.6
221796_at	7.2
221795_at	10.1
221794_at	105.8
221793_at	13.2
221792_at	167.5
221791_s_at	601.4
221790_s_at	81.8
221789_x_at	81.3
221788_at	12.3
221787_at	116.3
221786_at	124.9
221785_at	72.4
221784_at	17.5
221783_at	50.6
221782_at	46.5
221781_s_at	60.1
221780_s_at	23.3
221779_at	18.3
221778_at	346.7
221777_at	16.8
221776_s_at	76.5
221775_x_at	1881.5
221774_x_at	217.8
221773_at	139.5
221772_s_at	8.9
221771_s_at	43.6
221770_at	12.9
221769_at	26.1
221768_at	182.8
221767_x_at	82.2
221766_s_at	115.6
221765_at	29.4
221764_at	2307
221763_at	225.9
221762_s_at	20.2
221761_at	145.5
221760_at	169.9
221759_at	27.2
221758_at	49.8
221757_at	138.6
221756_at	296.9
221755_at	72.7
221754_s_at	15.5
221753_at	151.8
221752_at	150.2
221751_at	140.6
221750_at	30.6
221749_at	208.8
221748_s_at	332.2
221747_at	44.8
221746_at	25.7
221745_at	77.6
221744_at	96.2
221743_at	528.1
221742_at	104.6
221741_s_at	383.9
221740_x_at	70.9
221739_at	162.5
221738_at	50
221737_at	107.1
221736_at	250
221735_at	116
221734_at	16
221733_s_at	127
221732_at	17.6
221731_x_at	1595.9
221730_at	27.5
221729_at	35.8
221728_x_at	722.8
221727_at	36.4
221726_at	799.9
221725_at	148.2
221724_s_at	124.8
221723_s_at	7.4
221722_x_at	4.1
221721_s_at	3.7
221720_s_at	5.1
221719_s_at	19.4
221718_s_at	160.7
221717_at	131.8
221716_s_at	20.8
221715_at	50.3
221714_s_at	15
221713_s_at	59
221712_s_at	69.6
221711_s_at	200.2
221710_x_at	8.5
221709_s_at	14.9
221708_s_at	85.6
221707_s_at	64.8
221706_s_at	32.8
221705_s_at	101.6
221704_s_at	146.5
221703_at	3.6
221702_s_at	403.4
221701_s_at	45.4
221700_s_at	4499.3
221699_s_at	124.8
221698_s_at	994.7
221697_at	11.9
221696_s_at	109.1
221695_s_at	27.7
221693_s_at	127.2
221692_s_at	33.9
221691_x_at	100.2
221690_s_at	37.1
221689_s_at	112.6
221688_s_at	238.5
221687_s_at	18.6
221686_s_at	40.9
221685_s_at	9.7
221684_s_at	146.4
221683_s_at	10.3
221682_s_at	10.1
221681_s_at	30.2
221680_s_at	157.3
221679_s_at	35.9
221678_at	6.3
221677_s_at	12.1
221676_s_at	312.4
221675_s_at	901.9
221674_s_at	68.4
221673_s_at	19.5
221672_s_at	10.1
221671_x_at	1339.5
221670_s_at	134.5
221669_s_at	64
221668_s_at	14.9
221667_s_at	35.2
221666_s_at	100.6
221665_s_at	12.1
221664_s_at	250.8
221663_x_at	56.2
221662_s_at	31.6
221661_at	53.9
221660_at	59.7
221659_s_at	102.3
221658_s_at	58.4
221657_s_at	60.1
221656_s_at	28
221655_x_at	103.4
221654_s_at	736.4
221653_x_at	35.3
221652_s_at	70.4
221651_x_at	1190.5
221650_s_at	12.6
221649_s_at	30.2
221648_s_at	95.4
221647_s_at	20.4
221646_s_at	40
221645_s_at	29.3
221644_s_at	27.6
221643_s_at	64.3
221642_at	81.5
221641_s_at	52.8
221640_s_at	50.4
221639_x_at	20.6
221638_s_at	9.4
221637_s_at	74.8
221636_s_at	90.3
221634_at	23.6
221633_at	102
221632_s_at	64
221631_at	90.3
221630_s_at	29.1
221629_x_at	55.2
221628_s_at	72.9
221627_at	111.6
221626_at	39.3
221625_at	8.8
221624_at	76.3
221623_at	4.5
221622_s_at	173
221621_at	37
221620_s_at	98.9
221619_s_at	453.1
221618_s_at	4.2
221617_at	84
221616_s_at	75.9
221615_at	64.4
221614_s_at	98.3
221613_s_at	241.1
221612_at	124.5
221611_s_at	14.6
221610_s_at	16
221609_s_at	10.6
221608_at	4.1
221607_x_at	4989.6
221606_s_at	10.4
221605_s_at	92
221604_s_at	14.1
221603_at	81.3
221602_s_at	168.4
221601_s_at	621.1
221600_s_at	141.7
221599_at	54.6
221598_s_at	11.6
221597_s_at	137.2
221596_s_at	27.5
221595_at	7
221594_at	52.5
221593_s_at	50
221592_at	13.1
221591_s_at	18.2
221590_s_at	63.9
221589_s_at	51.9
221588_x_at	82.8
221587_s_at	100.6
221586_s_at	6.9
221585_at	17
221584_s_at	9.6
221583_s_at	8.3
221582_at	216.3
221581_s_at	404.5
221580_s_at	99.4
221579_s_at	256.2
221578_at	29.2
221577_x_at	46.1
221576_at	10.3
221575_at	125.2
221573_at	20.2
221572_s_at	15.5
221571_at	80
221570_s_at	64.3
221569_at	101
221568_s_at	27.7
221567_at	15.1
221566_s_at	5.1
221565_s_at	97.8
221564_at	152
221563_at	82.3
221562_s_at	16.3
221561_at	91.5
221560_at	27.6
221559_s_at	63.4
221558_s_at	643.8
221557_s_at	54.6
221556_at	68
221555_x_at	120.4
221554_at	41.5
221553_at	60.7
221552_at	42.5
221551_x_at	212.1
221550_at	5.1
221549_at	63.6
221548_s_at	38.5
221547_at	124.4
221546_at	94.2
221545_x_at	27.9
221544_s_at	8.6
221543_s_at	74.2
221542_s_at	88
221541_at	183.9
221540_x_at	91.8
221539_at	39.6
221538_s_at	5.9
221537_at	149.6
