ID_REF	pre_symp_4_VALUE
204726_at	34.4
204725_s_at	5.4
204724_s_at	5.3
204723_at	9.5
204722_at	31.8
204721_s_at	104.4
204720_s_at	37.6
204719_at	2.3
204718_at	8.2
204717_s_at	50.4
204716_at	64.7
204715_at	5.4
204714_s_at	174.6
204713_s_at	58
204712_at	2.7
204711_at	44.7
204710_s_at	498.4
204709_s_at	1.5
204708_at	77.9
204707_s_at	31.5
204706_at	92.5
204705_x_at	25.2
204704_s_at	1.4
204703_at	29.3
204702_s_at	48.8
204701_s_at	39.2
204700_x_at	57.7
204699_s_at	16.6
204698_at	792.6
204697_s_at	56.8
204696_s_at	20.3
204695_at	17.9
204694_at	59.7
204693_at	109.2
204692_at	312.9
204691_x_at	102.3
204690_at	156.4
204689_at	197.4
204688_at	42.7
204687_at	43.4
204686_at	8.8
204685_s_at	112.8
204684_at	56.3
204683_at	124.1
204682_at	55.5
204681_s_at	2.9
204680_s_at	102.8
204679_at	18.2
204678_s_at	5.8
204677_at	8.2
204676_at	112.7
204675_at	82.6
204674_at	577.5
204673_at	80.6
204672_s_at	2.7
204671_s_at	4.4
204670_x_at	1895.7
204669_s_at	590.2
204668_at	175.5
204667_at	15
204666_s_at	29.6
204665_at	79.8
204664_at	4.8
204663_at	56.5
204662_at	21.5
204661_at	259
204660_at	18.3
204659_s_at	69.4
204658_at	426.4
204657_s_at	56.1
204656_at	16.3
204655_at	681
204654_s_at	54.7
204653_at	22
204652_s_at	41.2
204651_at	62.3
204650_s_at	150
204649_at	24.1
204648_at	21.5
204647_at	12.1
204646_at	187.5
204645_at	61
204644_at	32.3
204643_s_at	100
204642_at	72.3
204641_at	13.5
204640_s_at	297.7
204639_at	236.9
204638_at	111.8
204637_at	11.1
204636_at	6.2
204635_at	148.8
204634_at	35.8
204633_s_at	256.3
204632_at	305.3
204631_at	60.7
204630_s_at	109.9
204629_at	273.5
204628_s_at	72.8
204627_s_at	144.4
204626_s_at	43.3
204625_s_at	4.6
204624_at	50.3
204623_at	54.4
204622_x_at	60.5
204621_s_at	3.7
204620_s_at	1511.9
204619_s_at	101.8
204618_s_at	94.5
204617_s_at	26.8
204616_at	9.2
204615_x_at	109.8
204614_at	69.5
204613_at	479.7
204612_at	83.4
204611_s_at	54
204610_s_at	10.6
204609_at	8.8
204608_at	78.7
204607_at	43.3
204606_at	13.2
204605_at	62.6
204604_at	65.8
204603_at	106.8
204602_at	89.8
204601_at	16.6
204600_at	10.6
204599_s_at	163.4
204598_at	240.2
204597_x_at	10.9
204596_s_at	47.5
204595_s_at	113.5
204594_s_at	157.4
204593_s_at	57.2
204592_at	43.4
204591_at	9.5
204590_x_at	15.9
204589_at	40.3
204588_s_at	524.1
204587_at	21.9
204586_at	17.9
204585_s_at	11.5
204584_at	54.2
204583_x_at	82.1
204582_s_at	8.8
204581_at	6.3
204580_at	73.9
204579_at	49.9
204578_at	11.8
204577_s_at	41.3
204576_s_at	133.3
204575_s_at	10.8
204574_s_at	176.6
204573_at	101.4
204572_s_at	97.8
204571_x_at	86.6
204570_at	10.8
204569_at	1.1
204568_at	143.3
204567_s_at	102.6
204566_at	11.4
204565_at	58.5
204564_at	8
204563_at	7634
204562_at	196.8
204561_x_at	16.9
204560_at	7.4
204559_s_at	21.2
204558_at	55.3
204557_s_at	16.4
204556_s_at	61.4
204555_s_at	3.2
204554_at	13.8
204553_x_at	18.8
204552_at	119.6
204551_s_at	6.7
204550_x_at	127.3
204549_at	437.5
204548_at	6.6
204547_at	24.5
204546_at	292.4
204545_at	7.1
204544_at	71.9
204543_at	23.7
204542_at	212.2
204541_at	74.2
204540_at	12.5
204539_s_at	4.7
204538_x_at	78.7
204537_s_at	47.7
204536_s_at	14.6
204535_s_at	104.2
204534_at	58.3
204533_at	143.3
204532_x_at	72.9
204531_s_at	11.8
204530_s_at	57.4
204529_s_at	19.8
204528_s_at	287
204527_at	87.1
204526_s_at	174.3
204525_at	10.2
204524_at	165.9
204523_at	8.5
204522_at	40
204521_at	51.6
204520_x_at	168.8
204519_s_at	45.1
204518_s_at	18.9
204517_at	93.8
204516_at	338.2
204515_at	19.5
204514_at	30.7
204513_s_at	124.8
204512_at	69
204511_at	56.6
204510_at	42.5
204509_at	89.2
204508_s_at	16.7
204507_s_at	80.1
204506_at	293
204505_s_at	402.9
204504_s_at	26.9
204503_at	23.6
204502_at	267.5
204501_at	18.8
204500_s_at	104.8
204499_at	12
204498_s_at	134.1
204497_at	9.6
204496_at	25.6
204495_s_at	223.8
204494_s_at	303
204493_at	159.2
204492_at	19.1
204491_at	81.2
204490_s_at	316.4
204489_s_at	193.9
204488_at	23.3
204487_s_at	188.7
204486_at	23.9
204485_s_at	5.9
204484_at	55.4
204483_at	68.4
204482_at	65.8
204481_at	71.3
204480_s_at	271.7
204479_at	394
204478_s_at	146.5
204477_at	103.6
204476_s_at	10.2
204475_at	35.7
204474_at	80.8
204473_s_at	133.4
204472_at	47.9
204471_at	3.8
204470_at	109.8
204469_at	43.3
204468_s_at	3
204467_s_at	207.3
204466_s_at	1346.7
204465_s_at	98
204464_s_at	10.9
204463_s_at	4.5
204462_s_at	40.6
204461_x_at	146.5
204460_s_at	80.9
204459_at	27.4
204458_at	5.4
204457_s_at	19.5
204456_s_at	2.1
204455_at	41.3
204454_at	104.6
204453_at	22.5
204452_s_at	32.5
204451_at	65.9
204450_x_at	4
204449_at	52
204448_s_at	11
204447_at	22.2
204446_s_at	1996.4
204445_s_at	125.9
204444_at	10.4
204443_at	101.3
204442_x_at	19.4
204441_s_at	50
204440_at	255.5
204439_at	1213.9
204438_at	10.6
204437_s_at	16.8
204436_at	668.3
204435_at	9.3
204434_at	124.7
204433_s_at	13.2
204432_at	38.2
204431_at	63.6
204430_s_at	16.9
204429_s_at	208.1
204428_s_at	11.9
204427_s_at	8
204426_at	20.2
204425_at	65.1
204424_s_at	40.5
204423_at	61
204422_s_at	16
204421_s_at	50.4
204420_at	7.5
204419_x_at	5802.8
204418_x_at	206.6
204417_at	90.4
204416_x_at	32.8
204415_at	560.3
204414_at	28
204413_at	21.7
204412_s_at	23.5
204411_at	19.9
204410_at	5.8
204409_s_at	34.9
204408_at	79.2
204407_at	2.5
204406_at	40.6
204405_x_at	161.1
204404_at	53.3
204403_x_at	179.1
204402_at	125.5
204401_at	69.2
204400_at	63.3
204399_s_at	67
204398_s_at	154.6
204397_at	19.2
204396_s_at	98.2
204395_s_at	123.9
204394_at	114.9
204393_s_at	104.7
204392_at	119.2
204391_x_at	91.7
204390_at	6.1
204389_at	2.1
204388_s_at	38.3
204387_x_at	211.1
204386_s_at	395.9
204385_at	260
204384_at	5.4
204383_at	30
204382_at	112.7
204381_at	64.9
204380_s_at	13.2
204379_s_at	12.3
204378_at	65
204377_s_at	61.4
204376_at	75.4
204375_at	57.3
204374_s_at	3.9
204373_s_at	173.1
204372_s_at	130.8
204371_s_at	79.5
204370_at	254.8
204369_at	83.3
204368_at	87.8
204367_at	148.7
204366_s_at	258.8
204365_s_at	100.1
204364_s_at	2.3
204363_at	5
204362_at	432.1
204361_s_at	96.7
204360_s_at	53.5
204359_at	68.2
204358_s_at	9.9
204357_s_at	7.6
204356_at	58.6
204355_at	58.8
204354_at	57.2
204353_s_at	53.4
204352_at	86.8
204351_at	196.3
204350_s_at	94.5
204349_at	2.9
204348_s_at	19.2
204347_at	13.1
204346_s_at	102.5
204345_at	8
204344_s_at	7.8
204343_at	24.5
204342_at	6.9
204341_at	79.4
204340_at	4.4
204339_s_at	14.3
204338_s_at	3.9
204337_at	22.6
204336_s_at	545.1
204335_at	7.7
204334_at	350.4
204333_s_at	11.5
204332_s_at	179.2
204331_s_at	142.2
204330_s_at	57.9
204329_s_at	14.2
204328_at	279.2
204327_s_at	107
204326_x_at	158.8
204325_s_at	47.2
204324_s_at	8.1
204323_x_at	14.3
204322_at	7
204321_at	11
204320_at	10.9
204319_s_at	393
204318_s_at	6.4
204317_at	55.9
204316_at	172.6
204315_s_at	21.4
204314_s_at	90.6
204313_s_at	221.5
204312_x_at	129.8
204311_at	114.3
204310_s_at	10.4
204309_at	15.9
204308_s_at	162.3
204307_at	63.3
204306_s_at	12.8
204305_at	14.6
204304_s_at	22.9
204303_s_at	113.1
204302_s_at	36.4
204301_at	27
204300_at	9.7
204299_at	7.6
204298_s_at	3
204297_at	92.4
204296_at	44.4
204295_at	243.8
204294_at	151
204293_at	8.3
204292_x_at	14.1
204291_at	52.7
204290_s_at	130.6
204289_at	36.4
204288_s_at	11.1
204287_at	176.4
204286_s_at	10
204285_s_at	5.5
204284_at	35.9
204283_at	79.7
204282_s_at	124.2
204281_at	50.9
204280_at	67.5
204279_at	979.1
204278_s_at	5
204277_s_at	30.1
204276_at	49.9
204275_at	85
204274_at	51.5
204273_at	1.3
204272_at	104.2
204271_s_at	70
204270_at	74.8
204269_at	281.6
204268_at	108.9
204267_x_at	98.7
204266_s_at	21.6
204265_s_at	857.7
204264_at	14.9
204263_s_at	16
204262_s_at	31.3
204261_s_at	6
204260_at	66.6
204259_at	46.2
204258_at	113.5
204257_at	127.1
204256_at	16.3
204255_s_at	68.2
204254_s_at	108.4
204253_s_at	83.6
204252_at	105.9
204251_s_at	26
204250_s_at	125.2
204249_s_at	502.8
204248_at	17.6
204247_s_at	11.7
204246_s_at	200.1
204245_s_at	100.8
204244_s_at	3.8
204243_at	51
204242_s_at	6.3
204241_at	25.2
204240_s_at	11.3
204239_s_at	88.6
204238_s_at	3.2
204237_at	28.4
204236_at	80.1
204235_s_at	30.8
204234_s_at	16.4
204233_s_at	11.7
204232_at	1588.6
204231_s_at	90.9
204230_s_at	52.4
204229_at	18
204228_at	20.6
204227_s_at	117.8
204226_at	88.7
204225_at	81.2
204224_s_at	255.5
204223_at	22.5
204222_s_at	452.6
204221_x_at	204.8
204220_at	355.7
204219_s_at	395.9
204218_at	207
204217_s_at	10.3
204216_s_at	150.6
204215_at	126.8
204214_s_at	270.1
204213_at	31.5
204212_at	86.7
204211_x_at	442.9
204210_s_at	8.4
204209_at	104.9
204208_at	18.4
204207_s_at	125.8
204206_at	245.8
204205_at	341.2
204204_at	374.3
204203_at	39
204202_at	3.2
204201_s_at	19.8
204200_s_at	54.7
204199_at	83.5
204198_s_at	364.8
204197_s_at	288.6
204196_x_at	91.6
204195_s_at	9.6
204194_at	231.2
204193_at	213.2
204192_at	518.3
204191_at	10.8
204190_at	13.2
204189_at	27.1
204188_s_at	42.2
204187_at	422.2
204186_s_at	87.1
204185_x_at	102.9
204184_s_at	65.2
204183_s_at	14.9
204182_s_at	103.9
204181_s_at	117
204180_s_at	99.5
204179_at	195.1
204178_s_at	18.1
204177_s_at	154.2
204176_at	44.5
204175_at	58
204174_at	1485.1
204173_at	9.1
204172_at	28.1
204171_at	14.5
204170_s_at	4.3
204169_at	478.4
204168_at	145.9
204167_at	8
204166_at	86.1
204165_at	10.1
204164_at	187
204163_at	2.7
204162_at	33.7
204161_s_at	33
204160_s_at	72.7
204159_at	47.5
204158_s_at	249.7
204157_s_at	79.6
204156_at	98.7
204155_s_at	19
204154_at	23.9
204153_s_at	184.7
204152_s_at	79.8
204151_x_at	113.7
204150_at	129.3
204149_s_at	2.5
204148_s_at	86
204147_s_at	84.5
204146_at	5.1
204145_at	103.1
204144_s_at	97.8
204143_s_at	58.6
204142_at	36
204141_at	117.8
204140_at	31.8
204139_x_at	31.5
204138_s_at	9.5
204137_at	3
204136_at	68.5
204135_at	9.5
204134_at	14.8
204133_at	16.6
204132_s_at	150.7
204131_s_at	1065.9
204130_at	4.9
204129_at	49.7
204128_s_at	34
204127_at	32.8
204126_s_at	17.4
204125_at	73.2
204124_at	12.1
204123_at	14.7
204122_at	1997.7
204121_at	9.3
204120_s_at	48.8
204119_s_at	98.6
204118_at	759.7
204117_at	108.2
204116_at	382.8
204115_at	246.5
204114_at	29.7
204113_at	45.2
204112_s_at	59.8
204111_at	6.6
204110_at	23
204109_s_at	79.1
204108_at	11.1
204107_at	24.3
204106_at	30.5
204105_s_at	14.5
204104_at	133.5
204103_at	118.8
204102_s_at	4293.7
204101_at	4.1
204100_at	7.4
204099_at	96.2
204098_at	9.1
204097_s_at	70
204096_s_at	10.6
204095_s_at	112.1
204094_s_at	60.8
204093_at	80.7
204092_s_at	17
204091_at	27.1
204090_at	21.3
204089_x_at	8.1
204088_at	118.9
204087_s_at	23.5
204086_at	54.5
204085_s_at	34.1
204084_s_at	119.6
204083_s_at	3.9
204082_at	66.3
204081_at	944.9
204080_at	23.4
204079_at	262
204078_at	11.6
204077_x_at	38.6
204076_at	116.3
204075_s_at	40
204074_s_at	130
204073_s_at	70.7
204072_s_at	194.4
204071_s_at	57
204070_at	371.2
204069_at	59.6
204068_at	4.9
204067_at	20.8
204066_s_at	68.1
204065_at	177.9
204064_at	82.1
204063_s_at	4.3
204062_s_at	31.3
204061_at	109.5
204060_s_at	143.2
204059_s_at	91.2
204058_at	16.6
204057_at	375.6
204056_s_at	111.4
204055_s_at	64.8
204054_at	8.2
204053_x_at	250.6
204052_s_at	54.2
204051_s_at	41.5
204050_s_at	125.5
204049_s_at	108
204048_s_at	113.7
204047_s_at	53.8
204046_at	168.3
204045_at	67.5
204044_at	10.1
204043_at	62.7
204042_at	98.2
204041_at	56.5
204040_at	239.2
204039_at	216.2
204038_s_at	92.9
204037_at	30
204036_at	30.8
204035_at	58
204034_at	160.1
204033_at	61
204032_at	46.2
204031_s_at	2612.9
204030_s_at	2.2
204029_at	66.7
204028_s_at	227.2
204027_s_at	78.1
204026_s_at	60.5
204025_s_at	18.9
204024_at	71.6
204023_at	61.3
204022_at	348.6
204021_s_at	90.9
204020_at	223.8
204019_s_at	85.5
204018_x_at	61418.8
204017_at	58.8
204016_at	16.5
204015_s_at	11.7
204014_at	2.7
204013_s_at	6
204012_s_at	108.2
204011_at	23.6
204010_s_at	2.8
204009_s_at	191.5
204008_at	26.6
204007_at	8148.7
204006_s_at	2124.6
204005_s_at	5.3
204004_at	51.6
204003_s_at	160.9
204002_s_at	105.2
204001_at	39.8
204000_at	97.3
203999_at	94.9
203998_s_at	2.8
203997_at	68.7
203996_s_at	26.6
203995_at	85.1
203994_s_at	13.8
203993_x_at	17.3
203992_s_at	55.4
203991_s_at	17.4
203990_s_at	52.2
203989_x_at	60.5
203988_s_at	52.1
203987_at	43.6
203986_at	54
203985_at	77.6
203984_s_at	125.2
203983_at	106.7
203982_s_at	21.6
203981_s_at	18.7
203980_at	51.2
203979_at	313.2
203978_at	113.5
203977_at	11.2
203976_s_at	3.2
203975_s_at	38.9
203974_at	95.6
203973_s_at	239.4
203972_s_at	51.2
203971_at	10.4
203970_s_at	36.7
203969_at	12
203968_s_at	50.1
203967_at	30.9
203966_s_at	295.4
203965_at	131.1
203964_at	431
203963_at	78.5
203962_s_at	6.2
203961_at	15.3
203960_s_at	4.5
203959_s_at	35.2
203958_s_at	140.8
203957_at	4.3
203956_at	77.1
203955_at	9.2
203954_x_at	21.6
203953_s_at	3.6
203952_at	123.1
203951_at	10.2
203950_s_at	101.2
203949_at	16.1
203948_s_at	28.7
203947_at	96.8
203946_s_at	4.5
203945_at	171.1
203944_x_at	261.6
203943_at	129.8
203942_s_at	7.3
203941_at	90.6
203940_s_at	150.1
203939_at	14.1
203938_s_at	11.1
203937_s_at	45.3
203936_s_at	261.5
203935_at	75.9
203934_at	35.7
203933_at	143.9
203932_at	575.1
203931_s_at	17.7
203930_s_at	34.6
203929_s_at	18.1
203928_x_at	21.3
203927_at	39.8
203926_x_at	58.9
203925_at	27.5
203924_at	66.1
203923_s_at	522.8
203922_s_at	241.8
203921_at	136.6
203920_at	37.9
203919_at	12.2
203918_at	44.4
203917_at	127.8
203916_at	64.7
203915_at	111.5
203914_x_at	8.1
203913_s_at	6.6
203912_s_at	82.7
203911_at	105.6
203910_at	40.2
203909_at	116.8
203908_at	41.9
203907_s_at	459.5
203906_at	196.4
203905_at	148
203904_x_at	94.1
203903_s_at	46.3
203902_at	8.3
203901_at	20.2
203900_at	50
203899_s_at	201.6
203898_at	120.3
203897_at	185.9
203896_s_at	3.3
203895_at	5.5
203894_at	67.1
203893_at	5.5
203892_at	190.3
203891_s_at	47.3
203890_s_at	95.1
203889_at	45.4
203888_at	7.6
203887_s_at	53.1
203886_s_at	12.3
203885_at	86.9
203884_s_at	51.1
203883_s_at	123.4
203882_at	891.7
203881_s_at	39.1
203880_at	13.3
203879_at	832.7
203878_s_at	112.1
203877_at	21.2
203876_s_at	61.6
203875_at	22.3
203874_s_at	63.2
203873_at	92.5
203872_at	1.9
203871_at	25.9
203870_at	52.7
203869_at	23.6
203868_s_at	30.6
203867_s_at	28
203866_at	19.8
203865_s_at	4.3
203864_s_at	75.7
203863_at	12.8
203862_s_at	13.5
203861_s_at	10.1
203860_at	2.2
203859_s_at	93.1
203858_s_at	131.9
203857_s_at	200.4
203856_at	7.2
203855_at	56.4
203854_at	43.2
203853_s_at	208.9
203852_s_at	80.8
203851_at	46.8
203850_s_at	53.9
203849_s_at	11.6
203848_at	154.2
203847_s_at	96.8
203846_at	106.2
203845_at	114.1
203844_at	47.4
203843_at	138.2
203842_s_at	51.3
203841_x_at	12
203840_at	28.6
203839_s_at	104.4
203838_s_at	21.2
203837_at	253.2
203836_s_at	198.3
203835_at	17
203834_s_at	138.9
203833_s_at	168.3
203832_at	123.5
203831_at	416.6
203830_at	1.2
203829_at	100.1
203828_s_at	58.4
203827_at	63.7
203826_s_at	158.8
203825_at	126.6
203824_at	35
203823_at	141.7
203822_s_at	181.8
203821_at	10
203820_s_at	30.9
203819_s_at	11.7
203818_s_at	68.8
203817_at	39.5
203816_at	40.7
203815_at	6.7
203814_s_at	72.9
203813_s_at	15
203812_at	93.2
203811_s_at	16.4
203810_at	70.7
203809_s_at	10.5
203808_at	93.5
203807_x_at	3.8
203806_s_at	11.6
203805_s_at	120.1
203804_s_at	130
203803_at	6.9
203802_x_at	50.9
203801_at	41.6
203800_s_at	163.7
203799_at	363.4
203798_s_at	5.5
203797_at	79.6
203796_s_at	40.5
203795_s_at	16.3
203794_at	178.8
203793_x_at	130.1
203792_x_at	25.9
203791_at	27
203790_s_at	124.6
203789_s_at	3.3
203788_s_at	65.5
203787_at	35.1
203786_s_at	76.8
203785_s_at	3.9
203784_s_at	4.4
203783_x_at	76.4
203782_s_at	26.6
203781_at	250.9
203780_at	50.4
203779_s_at	7.7
203778_at	235.4
203777_s_at	43.4
203776_at	153.3
203775_at	58.4
203774_at	60.7
203773_x_at	341
203772_at	10.7
203771_s_at	39.4
203770_s_at	3.4
203769_s_at	45.4
203768_s_at	93.9
203767_s_at	48.2
203766_s_at	21.4
203765_at	329.2
203764_at	31.3
203763_at	46
203762_s_at	31.1
203761_at	752
203760_s_at	354.8
203759_at	58.9
203758_at	128.4
203757_s_at	91.7
203756_at	81.8
203755_at	7.3
203754_s_at	7.2
203753_at	63.8
203752_s_at	973.8
203751_x_at	73.9
203750_s_at	71.1
203749_s_at	150.6
203748_x_at	446.8
203747_at	105.3
203746_s_at	125.9
203745_at	66.6
203744_at	110.5
203743_s_at	52.3
203742_s_at	57.9
203741_s_at	234.8
203740_at	29.2
203739_at	218.2
203738_at	117.4
203737_s_at	32.9
203736_s_at	11.5
203735_x_at	72.5
203734_at	213.8
203733_at	155
203732_at	169.8
203731_s_at	38.4
203730_s_at	91.1
203729_at	789.7
203728_at	103.5
203727_at	213.7
203726_s_at	6.5
203725_at	10.1
203724_s_at	18
203723_at	135.2
203722_at	9.1
203721_s_at	99.8
203720_s_at	29.9
203719_at	103.2
203718_at	165.7
203717_at	123.3
203716_s_at	8.5
203715_at	46.2
203714_s_at	44.3
203713_s_at	29.8
203712_at	63.9
203711_s_at	62
203710_at	64.6
203709_at	49.8
203708_at	199.6
203707_at	52.9
203706_s_at	3.4
203705_s_at	73.9
203704_s_at	170.9
203703_s_at	79.2
203702_s_at	16.9
203701_s_at	19.8
203700_s_at	46.6
203699_s_at	55.6
203698_s_at	11.6
203697_at	27.7
203696_s_at	66.9
203695_s_at	17.3
203694_s_at	120.5
203693_s_at	11.9
203692_s_at	180.3
203691_at	310.4
203690_at	11.3
203689_s_at	107.9
203688_at	3.1
203687_at	19.1
203686_at	18.3
203685_at	119.6
203684_s_at	9.1
203683_s_at	59.5
203682_s_at	57.2
203681_at	6
203680_at	243.9
203679_at	25.4
203678_at	61.6
203677_s_at	180.8
203676_at	43.8
203675_at	20.2
203674_at	260.2
203673_at	46
203672_x_at	109.2
203671_at	22.4
203670_at	78.8
203669_s_at	11.4
203668_at	172.9
203667_at	107
203666_at	135.7
203665_at	200.7
203664_s_at	72.6
203663_s_at	213
203662_s_at	86.2
203661_s_at	88
203660_s_at	150.8
203659_s_at	111.1
203658_at	229.6
203657_s_at	137.5
203656_at	217.8
203655_at	93.9
203654_s_at	35.7
203653_s_at	9.9
203652_at	177.8
203651_at	51.1
203650_at	52.6
203649_s_at	8.2
203648_at	221.9
203647_s_at	75.7
203646_at	15.6
203645_s_at	170.7
203644_s_at	31.8
203643_at	27
203642_s_at	42.3
203641_s_at	8.5
203640_at	8.8
203639_s_at	9.9
203638_s_at	7
203637_s_at	37.6
203636_at	16.8
203635_at	94.8
203634_s_at	24.7
203633_at	216.1
203632_s_at	16.9
203631_s_at	3.8
203630_s_at	83
203629_s_at	37.1
203628_at	10.8
203627_at	108.1
203626_s_at	3.9
203625_x_at	128.9
203624_at	303
203623_at	51.5
203622_s_at	71.2
203621_at	215.6
203620_s_at	144.8
203619_s_at	14.8
203618_at	46.8
203617_x_at	124.7
203616_at	248.7
203615_x_at	325.6
203614_at	131.5
203613_s_at	318.3
203612_at	116.4
203611_at	181.1
203610_s_at	323.7
203609_s_at	12.2
203608_at	3
203607_at	58.1
203606_at	242
203605_at	149
203604_at	95.3
203603_s_at	37.7
203602_s_at	124.5
203601_s_at	3.8
203600_s_at	99.7
203599_s_at	52.6
203598_s_at	17.4
203597_s_at	9.4
203596_s_at	217.9
203595_s_at	199.3
203594_at	21.1
203593_at	48.2
203592_s_at	22.6
203591_s_at	561.6
203590_at	88.9
203589_s_at	8.1
203588_s_at	15.3
203587_at	6.1
203586_s_at	91.4
203585_at	329.8
203584_at	30.3
203583_at	48.9
203582_s_at	89.2
203581_at	88.9
203580_s_at	257.1
203579_s_at	90.7
203578_s_at	92.2
203577_at	27
203576_at	16.7
203575_at	92
203574_at	279.7
203573_s_at	109.1
203572_s_at	186.8
203571_s_at	27.4
203570_at	4.6
203569_s_at	255.9
203568_s_at	714.9
203567_s_at	426.3
203566_s_at	57.5
203565_s_at	9.1
203564_at	53.4
203563_at	3.8
203562_at	151.2
203561_at	2252
203560_at	38
203559_s_at	30.1
203558_at	14.8
203557_s_at	16.9
203556_at	134.5
203555_at	303
203554_x_at	243.6
203553_s_at	16.5
203552_at	30
203551_s_at	32.2
203550_s_at	39
203549_s_at	110.5
203548_s_at	33.9
203547_at	120.9
203546_at	128.3
203545_at	161.4
203544_s_at	85.1
203543_s_at	36.3
203542_s_at	42.4
203541_s_at	75
203540_at	22.1
203539_s_at	5.7
203538_at	140.1
203537_at	75.6
203536_s_at	66.8
203535_at	3564.7
203534_at	18
203533_s_at	52.9
203532_x_at	12.3
203531_at	75.3
203530_s_at	179.3
203529_at	358.2
203528_at	516.1
203527_s_at	7.4
203526_s_at	39.3
203525_s_at	66.7
203524_s_at	130.9
203523_at	506.7
203522_at	25.4
203521_s_at	66.7
203520_s_at	25.5
203519_s_at	32.1
203518_at	340
203517_at	32.3
203516_at	216.1
203515_s_at	178.4
203514_at	333.2
203513_at	211.6
203512_at	151.3
203511_s_at	160.2
203510_at	3.4
203509_at	3436.9
203508_at	779.5
203507_at	101.9
203506_s_at	15.1
203505_at	164.6
203504_s_at	173.9
203503_s_at	8.4
203502_at	61.1
203501_at	145.8
203500_at	84.1
203499_at	10.1
203498_at	59.2
203497_at	65.7
203496_s_at	4.5
203495_at	11
203494_s_at	108.3
203493_s_at	3.7
203492_x_at	4.8
203491_s_at	32.7
203490_at	42.2
203489_at	83.2
203488_at	103.3
203487_s_at	104.4
203486_s_at	153.9
203485_at	124.2
203484_at	106.9
203483_at	38.9
203482_at	60.4
203481_at	53.8
203480_s_at	137
203479_s_at	56.9
203478_at	13.8
203477_at	4.7
203476_at	17.1
203475_at	123.5
203474_at	179.9
203473_at	65.5
203472_s_at	7.5
203471_s_at	998.8
203470_s_at	504.9
203469_s_at	10.5
203468_at	38
203467_at	14.1
203466_at	22.3
203465_at	3.8
203464_s_at	20
203463_s_at	4.6
203462_x_at	160.4
203461_at	43.8
203460_s_at	154.2
203459_s_at	85.5
203458_at	94.9
203457_at	56.7
203456_at	17.3
203455_s_at	1276.8
203454_s_at	170.3
203453_at	8.1
203452_at	5.8
203451_at	32
203450_at	23.3
203449_s_at	42.9
203448_s_at	51.1
203447_at	15
203446_s_at	118.4
203445_s_at	694
203444_s_at	45.4
203443_at	75
203442_x_at	236.8
203441_s_at	50.6
203440_at	49.3
203439_s_at	110.8
203438_at	15.4
203437_at	104.4
203436_at	281.9
203435_s_at	609.8
203434_s_at	67.7
203433_at	56.3
203432_at	78.1
203431_s_at	52.6
203430_at	199.1
203429_s_at	58.9
203428_s_at	76.4
203427_at	35.6
203426_s_at	41.6
203425_s_at	90.5
203424_s_at	10.9
203423_at	29.2
203422_at	41
203421_at	14.4
203420_at	246.1
203419_at	86.4
203418_at	3.5
203417_at	25.6
203416_at	3206.1
203415_at	124.9
203414_at	283.3
203413_at	247.1
203412_at	205
203411_s_at	107.6
203410_at	125.5
203409_at	80.2
203408_s_at	450.3
203407_at	8.8
203406_at	260.1
203405_at	29.3
203404_at	108.9
203403_s_at	21.7
203402_at	291
203401_at	104.6
203400_s_at	47.5
203399_x_at	5.9
203398_s_at	5.3
203397_s_at	46.9
203396_at	107.4
203395_s_at	72.1
203394_s_at	20.8
203393_at	11.4
203392_s_at	464
203391_at	13.2
203390_s_at	188.8
203389_at	145.9
203388_at	375.9
203387_s_at	69.3
203386_at	14
203385_at	191.2
203384_s_at	31
203383_s_at	172.3
203382_s_at	6.3
203381_s_at	8.9
203380_x_at	307.7
203379_at	447.1
203378_at	46.9
203377_s_at	2.4
203376_at	191.6
203375_s_at	83.6
203374_s_at	86.8
203373_at	173.4
203372_s_at	3.8
203371_s_at	95.6
203370_s_at	124
203369_x_at	5.5
203368_at	41
203367_at	29.4
203366_at	54.5
203365_s_at	12.6
203364_s_at	178.5
203363_s_at	198.3
203362_s_at	4.6
203361_s_at	18
203360_s_at	79.5
203359_s_at	108.6
203358_s_at	5.6
203357_s_at	24.8
203356_at	40.5
203355_s_at	15.2
203354_s_at	7.3
203353_s_at	193.7
203352_at	2.3
203351_s_at	83.3
203350_at	116.7
203349_s_at	121.7
203348_s_at	49.2
203347_s_at	21
203346_s_at	18.1
203345_s_at	126.1
203344_s_at	87.8
203343_at	68.4
203342_at	23.7
203341_at	70.9
203340_s_at	69.1
203339_at	7.7
203338_at	98.5
203337_x_at	70.8
203336_s_at	86.7
203335_at	70.8
203334_at	5.1
203333_at	10.9
203332_s_at	685.1
203331_s_at	38.9
203330_s_at	48
203329_at	27.6
203328_x_at	266.7
203327_at	55.5
203326_x_at	10.7
203325_s_at	49.8
203324_s_at	42.4
203323_at	40.5
203322_at	16.8
203321_s_at	45.3
203320_at	332.7
203319_s_at	163.7
203318_s_at	236.1
203317_at	208.2
203316_s_at	18.9
203315_at	399.2
203314_at	156.1
203313_s_at	83.1
203312_x_at	322.6
203311_s_at	103.3
203310_at	71.7
203309_s_at	107.5
203308_x_at	59.7
203307_at	80.8
203306_s_at	88.2
203305_at	1083.5
203304_at	21.8
203303_at	95.5
203302_at	64.9
203301_s_at	102.3
203300_x_at	228.9
203299_s_at	65.6
