ID_REF	pre_symp_4_VALUE
217658_at	12
217657_at	15.5
217656_at	77.7
217655_at	83.9
217654_at	97.9
217653_x_at	52.7
217652_at	11.8
217651_at	29
217650_x_at	54.8
217649_at	22.3
217648_at	10.7
217647_at	6.2
217646_at	11.2
217645_at	89.6
217644_s_at	6.1
217643_x_at	10
217642_at	22.3
217641_at	42.8
217640_x_at	47.4
217639_at	54.3
217638_at	16.6
217637_at	87.7
217636_at	39.1
217635_s_at	48.8
217634_at	40.5
217633_at	20.2
217632_at	25.3
217631_at	46.9
217630_at	14.9
217629_at	60
217628_at	35.8
217627_at	100.5
217626_at	12.2
217625_x_at	15.5
217624_at	32.2
217623_at	13.6
217622_at	142.7
217621_at	8.9
217620_s_at	67.9
217619_x_at	176.1
217618_x_at	94.4
217617_at	20.9
217616_at	28.1
217615_at	15.1
217614_at	80.4
217613_at	35.9
217612_at	11.6
217611_at	11.9
217610_at	108.3
217609_at	8.7
217608_at	7.7
217607_x_at	26.4
217606_at	126.9
217605_at	83.4
217604_at	15.5
217603_at	45.7
217602_at	14.7
217601_at	23.1
217600_at	64.1
217599_s_at	46.4
217598_at	2.5
217597_x_at	8
217596_at	10.8
217595_at	2.2
217594_at	3.7
217593_at	6.7
217592_at	52.8
217591_at	6.8
217590_s_at	6.6
217589_at	5.5
217588_at	16.9
217587_at	39.2
217586_x_at	166.1
217585_at	79.8
217584_at	43.8
217583_at	5.3
217582_at	40.7
217581_at	5.5
217580_x_at	151.8
217579_x_at	161.9
217578_at	14.3
217577_at	1.8
217576_x_at	18.4
217575_s_at	9.6
217574_at	29.6
217573_at	30.2
217572_at	252.8
217571_at	1.1
217570_x_at	4.3
217569_x_at	82.5
217568_at	56.1
217567_at	89.3
217566_s_at	63.7
217565_at	46
217564_s_at	69.7
217563_at	32
217562_at	3
217561_at	103.8
217560_at	16
217559_at	83.9
217558_at	66.9
217557_s_at	30.9
217556_at	44.1
217555_at	57.4
217554_at	14.1
217553_at	52.3
217552_x_at	161.6
217551_at	60.2
217550_at	37.5
217549_at	164.7
217548_at	36
217547_x_at	7.2
217546_at	6
217545_at	22.1
217544_at	5.4
217543_s_at	114
217542_at	3.3
217541_x_at	76.6
217540_at	1.1
217539_at	16
217538_at	7.7
217537_x_at	36.1
217536_x_at	36.8
217535_at	20.7
217534_at	20.9
217533_x_at	16.8
217532_x_at	9.9
217531_at	7
217530_at	13.5
217529_at	114.5
217528_at	28
217527_s_at	127.3
217526_at	114.4
217525_at	39.1
217524_x_at	39.1
217523_at	63
217522_at	77.4
217521_at	181.3
217520_x_at	48.6
217519_at	8
217518_at	24.7
217517_x_at	118.2
217516_x_at	185.5
217515_s_at	45.6
217514_at	50
217513_at	66.9
217512_at	3.8
217511_at	67.5
217510_at	6
217509_x_at	209.4
217508_s_at	56.7
217507_at	23.8
217506_at	82.3
217505_at	30.2
217504_at	73.4
217503_at	46.1
217502_at	638.2
217501_at	69.8
217500_at	80.5
217499_x_at	181.4
217498_at	36
217497_at	302.8
217496_s_at	159.6
217495_x_at	4.7
217494_s_at	10.9
217493_x_at	153.5
217492_s_at	201
217491_x_at	158
217490_at	123.7
217489_s_at	9.4
217488_x_at	4.3
217487_x_at	87.8
217486_s_at	5.9
217485_x_at	144.7
217484_at	100.6
217483_at	91.1
217482_at	75.7
217481_x_at	45.1
217480_x_at	191.9
217479_at	27.9
217478_s_at	541
217477_at	79.9
217476_at	10.5
217475_s_at	57.1
217474_at	112.1
217473_x_at	404.7
217472_at	129.8
217471_at	22.5
217470_at	3.4
217469_at	16.2
217468_at	48.6
217467_at	8.4
217466_x_at	454.8
217465_at	47.3
217464_at	77.7
217463_s_at	6.9
217462_at	58.1
217461_x_at	7.7
217460_at	14.1
217459_at	11.2
217458_at	9.8
217457_s_at	73.3
217456_x_at	1790.7
217455_s_at	88.5
217454_at	5.4
217453_at	72.5
217452_s_at	42.1
217451_at	3.1
217450_at	64.4
217449_at	75.5
217448_s_at	7.4
217447_at	8.7
217446_x_at	89.4
217445_s_at	2
217444_at	11.5
217443_at	0.9
217442_at	78.5
217441_at	51.9
217440_at	21.6
217439_at	18.1
217438_at	46.9
217437_s_at	116
217436_x_at	1650.1
217435_x_at	70.8
217434_at	32.7
217433_at	25.1
217432_s_at	77.8
217431_x_at	37.7
217430_x_at	472.5
217429_at	82.3
217428_s_at	4.6
217427_s_at	103.3
217426_at	4.9
217425_at	21.7
217424_at	7.3
217423_at	74.5
217422_s_at	5.1
217421_at	5.4
217420_s_at	19.6
217419_x_at	94
217418_x_at	112.7
217417_at	2.6
217416_x_at	36.4
217415_at	21
217414_x_at	46745.4
217413_s_at	8.3
217412_at	2.6
217411_s_at	31.6
217410_at	103.4
217409_at	78.7
217408_at	81.1
217407_x_at	176.6
217406_at	89.5
217405_x_at	84.1
217404_s_at	21.9
217403_s_at	17.5
217402_at	20.1
217401_at	6.2
217400_at	38
217399_s_at	6.8
217398_x_at	3195.1
217397_at	94.2
217396_at	3.1
217395_at	34.3
217394_at	35.1
217393_x_at	310.8
217392_at	7.2
217391_x_at	15.8
217390_x_at	100.4
217389_s_at	20.7
217388_s_at	72.4
217387_at	5.1
217386_at	64.6
217385_at	8.7
217384_x_at	84.8
217383_at	71.7
217382_at	52.6
217381_s_at	145.5
217380_s_at	33.1
217379_at	581.4
217378_x_at	10.9
217377_x_at	238.1
217376_at	24.5
217375_at	55.4
217374_x_at	23
217373_x_at	10.2
217372_at	31
217371_s_at	47.1
217370_x_at	17.6
217369_at	8
217368_at	30.6
217367_s_at	70.1
217366_at	6.9
217365_at	50.3
217364_x_at	5
217363_x_at	150.2
217362_x_at	719.3
217361_at	21.3
217360_x_at	5.7
217359_s_at	74.9
217358_at	74.1
217357_at	38.7
217356_s_at	596.8
217355_at	58.4
217354_s_at	40.3
217353_at	2.5
217352_at	27.1
217351_at	2.6
217350_at	4.5
217349_s_at	4.4
217348_x_at	89.9
217347_at	73.4
217346_at	87
217345_at	3.2
217344_at	49.4
217343_at	53.1
217342_x_at	16
217341_at	51.1
217340_at	47.5
217339_x_at	10.7
217338_at	63.1
217337_at	9.5
217336_at	45.7
217335_at	79.4
217334_at	3.9
217333_at	3.2
217332_at	62.8
217331_at	107.6
217330_at	26.4
217329_x_at	8.3
217328_at	76.7
217327_at	7.9
217326_x_at	89.4
217325_at	78.6
217324_at	36.9
217323_at	14
217322_x_at	72
217321_x_at	59.7
217320_at	3.1
217319_x_at	28.5
217318_x_at	15.7
217317_s_at	59
217316_at	34.4
217315_s_at	140.9
217314_at	16.1
217313_at	178.5
217312_s_at	21.8
217311_at	8.7
217310_s_at	17.3
217309_s_at	37.4
217308_at	11.6
217307_at	51.3
217306_at	39.1
217305_s_at	55.6
217304_at	79.3
217303_s_at	16.7
217302_at	46.3
217301_x_at	284
217300_at	28
217299_s_at	33.7
217298_at	55
217297_s_at	100.6
217296_at	8.8
217295_at	96.5
217294_s_at	160.8
217293_at	109.1
217292_at	30.5
217291_at	9.4
217290_at	8.2
217289_s_at	56.2
217288_at	2.8
217287_s_at	43.8
217286_s_at	154.1
217285_at	9.1
217284_x_at	24.9
217283_at	39.4
217282_at	30.2
217281_x_at	7.1
217280_x_at	36.5
217279_x_at	199.1
217278_x_at	3.3
217277_at	53.2
217276_x_at	41.1
217275_at	38.4
217274_x_at	348.5
217273_at	7.1
217272_s_at	73.8
217271_at	74.1
217270_s_at	16.9
217269_s_at	214.4
217268_at	2
217267_s_at	2.2
217266_at	133.3
217265_at	3.9
217264_s_at	24.4
217263_x_at	63
217262_s_at	3.8
217261_at	72.9
217260_x_at	53.1
217259_at	45.5
217258_x_at	63
217257_at	33.4
217256_x_at	108.7
217255_at	24.3
217254_s_at	65.4
217253_at	7.5
217252_at	13.7
217251_x_at	21.6
217250_s_at	45
217249_x_at	226
217248_s_at	88.5
217247_at	47.1
217246_s_at	23.3
217245_at	59.3
217244_at	53.7
217242_at	6.3
217240_at	27.2
217239_x_at	5
217238_s_at	6.8
217237_at	5.7
217236_x_at	64
217235_x_at	206.4
217234_s_at	104.2
217233_at	20
217232_x_at	43610.3
217231_s_at	9.6
217230_at	15.4
217229_at	1.4
217228_s_at	61
217227_x_at	91.9
217226_s_at	55.7
217225_x_at	416.7
217224_at	18
217223_s_at	32.3
217222_at	8.5
217221_x_at	15.2
217220_at	64.7
217219_at	15.5
217218_at	1.8
217217_at	13.3
217216_x_at	121.8
217215_s_at	47.5
217214_s_at	59.2
217213_at	26.1
217212_s_at	78.6
217211_at	191.5
217210_at	2.8
217209_at	44.1
217208_s_at	18.4
217207_s_at	206.3
217206_at	2.5
217205_at	13.4
217204_at	23.1
217203_at	79.1
217202_s_at	1490.5
217201_at	4.5
217200_x_at	285.7
217199_s_at	37.4
217198_x_at	74.4
217197_x_at	142.5
217196_s_at	29.2
217195_at	6
217194_at	13.7
217193_x_at	58.8
217192_s_at	84.8
217191_x_at	70.2
217190_x_at	5.3
217189_s_at	149.3
217188_s_at	16
217187_at	114.5
217186_at	12.1
217185_s_at	112.2
217184_s_at	80.8
217183_at	12.7
217182_at	53.3
217181_at	5.1
217180_at	91.6
217179_x_at	176.7
217178_at	41.7
217177_s_at	32.9
217176_s_at	1.8
217175_at	2.4
217174_s_at	30.7
217173_s_at	21
217172_at	7.7
217171_at	44.4
217170_at	6.3
217169_at	59.7
217168_s_at	431.5
217167_x_at	9.2
217166_at	60.1
217165_x_at	43.4
217164_at	100.9
217163_at	9.9
217162_at	7.6
217161_x_at	146.6
217160_at	9.5
217159_x_at	14.3
217158_at	40.3
217157_x_at	99.2
217156_at	57.3
217155_at	66.4
217154_s_at	29.2
217153_at	12.5
217152_at	82.2
217151_at	3
217150_s_at	10.7
217149_x_at	169.1
217148_x_at	94.8
217147_s_at	13.3
217146_at	5
217145_at	40.6
217144_at	507.6
217143_s_at	338.4
217142_at	108.4
217141_at	48.4
217140_s_at	155.9
217139_at	13.9
217138_x_at	18
217137_x_at	5.1
217136_at	44.3
217135_x_at	78
217134_at	42.6
217133_x_at	13.9
217132_at	45.1
217131_at	2.7
217130_at	19.9
217129_at	15.4
217128_s_at	65
217127_at	3.9
217126_at	14
217125_at	129.5
217124_at	10.7
217123_x_at	4
217122_s_at	300.3
217121_at	45.6
217120_s_at	58.5
217119_s_at	23.4
217118_s_at	357.1
217117_x_at	295.3
217115_at	11.6
217114_at	33.6
217113_at	60.8
217112_at	28.5
217111_at	2.3
217110_s_at	54.4
217109_at	35
217108_at	2.6
217107_at	93.2
217106_x_at	154
217105_at	14.5
217104_at	10.5
217103_at	3
217102_at	124.3
217101_at	11.1
217100_s_at	191.7
217099_s_at	30.9
217098_s_at	24.9
217097_s_at	60.9
217096_at	13.8
217095_x_at	46.7
217094_s_at	30.4
217093_at	18.6
217092_x_at	162.5
217091_at	16.8
217090_at	7.3
217088_s_at	40.3
217087_at	13.8
217086_at	3.4
217085_at	3.2
217084_at	5.9
217083_at	6.8
217082_at	73.7
217081_at	23.3
217080_s_at	72.4
217079_at	5
217078_s_at	321.5
217077_s_at	14.6
217076_s_at	32
217075_x_at	13.8
217074_at	25.3
217073_x_at	4.7
217072_at	8.9
217071_s_at	51.9
217070_at	49.9
217069_at	151.8
217068_at	15.5
217067_s_at	7.9
217066_s_at	22.2
217065_at	69.4
217063_x_at	47.3
217062_at	57.5
217061_s_at	92.8
217060_at	59.3
217059_at	2.8
217058_at	9.6
217057_s_at	21.5
217056_at	31.5
217055_x_at	28.3
217054_at	98
217053_x_at	64.2
217052_x_at	196.4
217051_s_at	44.2
217050_at	26.7
217049_x_at	107.9
217048_at	38.4
217047_s_at	125.5
217046_s_at	14.6
217045_x_at	161.8
217044_s_at	25.9
217043_s_at	9.4
217042_at	72.5
217041_at	96
217040_x_at	260.5
217039_x_at	35.9
217038_at	4
217037_at	4.9
217036_at	34
217035_at	105.8
217034_at	87.2
217033_x_at	225.5
217032_at	40.4
217031_at	2.6
217030_at	60.4
217029_at	11.3
217028_at	1016.9
217027_x_at	109.9
217026_at	30.1
217025_s_at	72.1
217024_x_at	142.4
217023_x_at	9.2
217022_s_at	988.8
217021_at	2.2
217020_at	103.1
217019_at	9
217018_at	63.6
217017_at	47.2
217016_x_at	81.9
217015_at	54.6
217014_s_at	56.2
217013_at	117.7
217012_at	11
217011_at	26.1
217010_s_at	83.7
217009_at	70.6
217008_s_at	66.6
217007_s_at	9.3
217006_x_at	10.4
217005_at	16.5
217004_s_at	34.8
217003_s_at	50.9
217002_s_at	9.3
217001_x_at	86.7
217000_at	103.9
216999_at	2.6
216998_s_at	152.9
216997_x_at	18.3
216996_s_at	71.8
216995_x_at	28.8
216994_s_at	66.6
216993_s_at	307.4
216992_s_at	5
216991_at	49.4
216990_at	2.8
216989_at	73.4
216988_s_at	582.9
216987_at	2.2
216986_s_at	69.9
216985_s_at	35.1
216984_x_at	75.2
216983_s_at	16.7
216982_x_at	50
216981_x_at	189.8
216980_s_at	15.8
216979_at	39.9
216978_x_at	2.3
216977_x_at	21.3
216976_s_at	11.9
216975_x_at	4.7
216974_at	2.7
216973_s_at	57.6
216972_at	48.8
216971_s_at	66.2
216970_at	18.8
216969_s_at	3.3
216968_at	13.5
216967_at	2.5
216966_at	4.6
216965_x_at	83.9
216964_at	21.3
216963_s_at	152.4
216962_at	16.7
216961_s_at	50.1
216960_s_at	120.9
216959_x_at	89.1
216958_s_at	7.1
216957_at	56.3
216956_s_at	21.9
216955_at	28.1
216954_x_at	90.6
216953_s_at	8.8
216952_s_at	15.6
216951_at	65.1
216950_s_at	487.2
216949_s_at	20.6
216948_at	4.2
216947_at	2.2
216946_at	10.7
216945_x_at	172.5
216944_s_at	52.5
216943_at	78.8
216942_s_at	80.9
216941_s_at	6.7
216940_x_at	4.6
216939_s_at	11.8
216938_x_at	79.8
216937_s_at	30.9
216936_at	11.8
216935_at	11.5
216934_at	12.8
216933_x_at	35
216932_at	116.6
216931_at	57.3
216930_at	108
216929_x_at	13.5
216928_at	5.5
216927_at	23.4
216926_s_at	5.1
216925_s_at	179.7
216924_s_at	39.8
216923_at	87.2
216922_x_at	92.3
216921_s_at	25
216920_s_at	322.3
216919_at	27
216918_s_at	27.2
216917_s_at	54.7
216916_s_at	13.9
216915_s_at	35.4
216914_at	13.2
216913_s_at	12.3
216912_at	15.7
216911_s_at	7.6
216910_at	130.5
216909_at	67
216908_x_at	77.9
216907_x_at	87
216906_at	8.2
216905_s_at	26
216904_at	52.1
216903_s_at	309.5
216902_s_at	52.7
216901_s_at	59.2
216900_s_at	5.9
216899_s_at	63.3
216898_s_at	67.4
216897_s_at	63.8
216896_at	20
216895_at	35.1
216894_x_at	88.3
216893_s_at	4.9
216892_at	16.3
216891_at	5.2
216890_at	9.6
216889_s_at	17.2
216888_at	34.6
216887_s_at	119.4
216886_at	8.5
216885_s_at	172
216884_at	13.8
216883_x_at	9.7
216882_s_at	63.6
216881_x_at	42.5
216880_at	43.5
216879_at	13.1
216878_x_at	262
216877_at	70
216876_s_at	41.9
216875_x_at	3.1
216874_at	2.6
216873_s_at	68.2
216872_at	24.4
216871_at	40.7
216870_x_at	21.3
216869_at	130.6
216868_s_at	10.6
216867_s_at	11.2
216866_s_at	28.4
216865_at	91.4
216864_at	12.3
216863_s_at	109.9
216862_s_at	129.6
216861_at	2.6
216860_s_at	15.2
216859_x_at	83
216858_x_at	134.1
216857_at	7.1
216856_s_at	6.1
216855_s_at	70.7
216854_at	9.3
216853_x_at	62.2
216852_x_at	24.9
216851_at	148.9
216850_at	60.3
216849_at	189.2
216848_at	27.8
216847_at	6.8
216846_at	14.8
216845_x_at	17.5
216844_at	22.7
216843_x_at	104.2
216842_x_at	125
216841_s_at	286.8
216840_s_at	29.2
216839_at	52.2
216838_at	66.9
216837_at	80.5
216836_s_at	24
216835_s_at	231.4
216834_at	2.9
216833_x_at	87.5
216832_at	71.3
216831_s_at	2.5
216830_at	9.8
216829_at	10.1
216828_at	57.1
216827_at	40.2
216826_at	10.3
216825_s_at	14.6
216824_at	12.6
216823_at	4.4
216822_x_at	96.2
216821_at	12.4
216820_at	22.8
216819_at	34
216818_s_at	31.1
216817_s_at	107.9
216816_at	38.2
216815_at	13.1
216814_at	33.1
216813_at	13.5
216812_at	9.6
216811_at	16.9
216810_at	80.5
216809_at	83.3
216808_at	67.9
216807_at	72.2
216806_at	93.8
216805_at	5.2
216804_s_at	16.3
216803_at	14.5
216802_at	9.7
216801_at	18.6
216800_at	13.6
216799_at	3
216798_at	33.5
216797_at	16.9
216796_s_at	3.3
216795_at	5.9
216794_at	18.6
216793_x_at	8.4
216792_at	52.9
216791_at	178.7
216790_at	7.3
216789_at	14.8
216788_at	13.9
216787_at	44.5
216786_at	2.7
216785_at	4.8
216784_at	28.1
216783_at	62
216782_at	291.3
216781_at	95.8
216780_at	32.8
216779_at	9.7
216778_s_at	29.6
216777_at	4.9
216776_at	64.2
216775_at	3.6
216774_at	121.7
216773_at	30
216772_at	24.5
216771_at	39.4
216770_at	57.9
216769_x_at	3.6
216768_x_at	9.3
216767_at	70.6
216766_at	18.6
216765_at	7.4
216764_at	65.4
216763_at	18.2
216762_at	101.6
216761_at	18.6
216760_at	27.6
216759_at	63.2
216758_at	20.6
216757_at	126.3
216756_at	13.2
216755_at	214.3
216754_at	39.7
216753_at	35.3
216752_at	17.8
216751_at	48
216750_at	116
216749_at	25.4
216748_at	43.9
216747_at	46.4
216746_at	31.5
216745_x_at	61.4
216744_at	8.6
216743_at	19.4
216742_at	3.3
216741_at	21.4
216740_at	2.3
216739_at	157.3
216738_at	5.1
216737_at	30.5
216736_at	14.5
216735_x_at	27.3
216734_s_at	27
216733_s_at	86.6
216732_at	8.6
216731_s_at	5.8
216730_at	355
216729_at	11
216728_at	24.5
216727_at	25.5
216726_at	3.2
216725_at	38.8
216724_at	113.2
216723_at	48.3
216722_at	2
216721_at	8.4
216720_at	3.1
216719_s_at	13
216718_at	3.4
216717_at	1.8
216716_at	3.9
216715_at	48.2
216714_at	13.2
216713_at	4.8
216712_at	36.3
216711_s_at	77.6
216710_x_at	73.9
216709_at	67
216708_x_at	76.5
216707_at	4.4
216706_x_at	14.2
216705_s_at	145.4
216704_at	15
216703_at	56.8
216702_x_at	27.6
216701_at	5.5
216700_at	17.8
216699_s_at	141.5
216698_x_at	134.4
216697_at	13.4
216696_s_at	43.5
216695_s_at	43.3
216694_at	14.8
216693_x_at	14.2
216692_at	102.1
216691_at	7.8
216690_at	77.6
216689_x_at	272.8
216688_at	101.6
216687_x_at	57.1
216686_at	8.3
216685_s_at	5.3
216684_s_at	1.7
216683_at	50.9
216682_s_at	63.2
216681_at	41.4
216680_s_at	83.8
216679_at	19.8
216678_at	185.9
216677_at	51
216676_x_at	137.6
216675_at	16.5
216674_at	13.1
216673_at	7.7
216672_s_at	8.9
216671_x_at	45.3
216670_at	6.8
216669_at	45.6
216668_at	46.2
216667_at	46.3
216666_at	80.9
216665_s_at	23.9
216664_at	14.3
216663_s_at	162.5
216662_at	45
216661_x_at	36.3
216660_at	2.6
216659_at	14.5
216658_at	129
216657_at	10.1
216656_at	9.4
216655_s_at	22.2
216654_at	63.3
216653_at	7.5
216652_s_at	42.8
216651_s_at	9.4
216650_at	3.3
216649_at	6.9
216648_s_at	13.7
216647_at	104
216646_at	6.6
216645_at	58
216644_at	66.2
216643_at	59.7
216642_at	31
216641_s_at	95
216640_s_at	51.1
216639_at	27.5
216638_s_at	31.9
216637_at	15.1
216636_at	3.3
216635_at	27.2
216634_at	14
216633_s_at	2.1
216632_at	5.1
216631_s_at	77.6
216630_at	7.2
216629_at	4.8
216628_at	46.8
216627_s_at	7.2
216626_at	42.7
216625_at	25.9
216624_s_at	24.2
216623_x_at	5.1
216622_at	24.9
216621_at	17.9
216620_s_at	9.4
216619_at	43.1
216618_at	35.2
216617_s_at	2.1
216616_at	12.3
216615_s_at	134
216614_at	108.8
216613_at	4.4
216612_x_at	8.5
216611_s_at	13.6
216610_at	223.9
216609_at	17.3
216608_at	85
216607_s_at	35
216606_x_at	186.5
216605_s_at	27.2
216604_s_at	5
216603_at	7.6
216602_s_at	16.2
216601_at	34.6
216600_x_at	95.5
216599_x_at	6.8
216598_s_at	3.9
216597_at	10.3
216596_at	30.3
216595_at	54.9
216594_x_at	170.5
216593_s_at	89
216592_at	14.8
216591_s_at	155.2
216590_at	51.7
216589_at	97.1
216588_at	32.3
216587_s_at	18.3
216586_at	67
216585_at	6.9
216584_at	3.9
216583_x_at	16.4
216582_at	77.9
216581_at	17.2
216580_at	6.5
216579_at	11.6
216578_at	9
216577_at	28.3
216576_x_at	32.9
216575_at	7.1
216574_s_at	8.4
216573_at	6
216572_at	4.3
216571_at	12.2
216570_x_at	248.7
216569_at	81.1
216568_x_at	47.8
216567_at	5.8
216566_at	91.9
216565_x_at	6792.6
216564_at	13.4
216563_at	100.6
216562_at	18.8
216561_x_at	9.2
216560_x_at	6.3
216559_x_at	89
216558_x_at	38.2
216557_x_at	126.2
216556_x_at	12.9
216555_at	78.3
216554_s_at	305.6
216553_x_at	7.8
216552_x_at	15
216551_x_at	218.6
216550_x_at	1.5
216549_s_at	6.4
216548_x_at	12.7
216547_at	196.9
216546_s_at	10.2
216545_at	118.2
216544_at	50.5
216543_at	23.7
216542_x_at	162.5
216541_x_at	24.5
216540_at	147.2
216539_at	9
216538_at	12.4
216537_s_at	86.6
216536_at	3.2
216535_at	179.5
216534_at	6
216533_at	2.5
216532_x_at	30.1
216531_at	27.6
216530_at	125.4
216529_at	20.3
216528_at	24
216527_at	88.8
216526_x_at	13064.6
216525_x_at	114.4
216524_x_at	246.2
216522_at	100.9
216521_s_at	35.3
216520_s_at	446.8
216519_s_at	12
216518_at	36.3
216517_at	5.5
216516_at	8
216515_x_at	146.9
216514_at	33.6
216513_at	77.6
216512_s_at	12.2
216511_s_at	56.3
216510_x_at	17.1
216509_x_at	57
216508_x_at	168.3
216507_at	76.8
216506_x_at	34.4
216505_x_at	347.7
216504_s_at	80.9
216503_s_at	48.4
216502_at	179.8
216501_at	13.8
216500_at	65.4
216499_at	153
216498_at	3.7
216497_at	6.9
216496_s_at	4.5
216495_x_at	261.4
216494_at	4.1
216493_s_at	20.8
216492_at	36.7
216491_x_at	33.6
216490_x_at	31.2
216489_at	49.8
216488_s_at	11.3
216487_at	12.4
216486_x_at	14.9
216485_s_at	32.8
216484_x_at	270.8
216483_s_at	109.4
216482_x_at	89.1
216481_at	196.3
216480_x_at	60.5
216479_at	67.3
216478_at	3
216477_at	5.2
216476_at	124.8
216475_at	107.9
216474_x_at	20
216473_x_at	15.1
216472_at	104.2
216471_x_at	13.9
216470_x_at	68.5
216469_at	10.5
216468_s_at	3.2
216467_s_at	57.6
216466_at	37.3
216465_at	57.3
216464_x_at	10
216463_at	40.4
216462_at	15.2
216461_at	52.5
216460_at	22.2
216459_x_at	4.6
216458_at	81.1
216457_s_at	264.5
216456_at	6.2
216455_at	125.5
216454_at	34.2
216453_at	103.3
216452_at	64.6
216451_at	13
216450_x_at	105.8
216449_x_at	25.3
216448_at	25
216447_at	5.7
216446_at	146.3
216445_at	13.2
216444_at	55.2
216443_at	23.2
216442_x_at	8.2
216441_at	2.4
216440_at	86.3
216439_at	6.5
216438_s_at	10898.7
216437_at	57.6
216436_at	3.1
216435_at	15.5
216434_at	28.9
216433_s_at	1.5
216432_at	83
216431_at	112.8
216430_x_at	8.1
216429_at	26.6
216428_x_at	10.4
216427_at	33.8
216426_at	8.6
216425_at	102.4
216424_at	16.7
216423_at	14.4
216422_at	11.4
216421_at	76.3
216420_at	47.5
216419_at	11
216418_at	21.9
216417_x_at	63.1
216416_at	60.9
216415_at	2
216414_at	4.2
216413_at	6.8
216412_x_at	103.3
216411_s_at	6.9
216410_at	5.3
216409_at	98.3
216408_at	60.2
216407_at	18.4
216406_at	17.4
216405_at	5.1
216404_at	13
216403_at	21.9
216402_at	17.8
216401_x_at	83.4
216400_at	9.8
216399_s_at	6.5
216398_at	36.4
216397_s_at	163.3
216396_s_at	103
216395_at	12.7
216394_x_at	79.7
216393_at	17.5
216392_s_at	13.5
216391_s_at	13.6
216390_at	4.5
216389_s_at	148.6
216388_s_at	29.4
216387_x_at	15.5
216386_at	9.3
216385_at	28.6
216384_x_at	309.6
216383_at	15.5
216382_s_at	38.1
216381_x_at	16.7
216380_x_at	15.6
216379_x_at	219.7
216378_at	7.2
216377_x_at	190.5
216376_x_at	107.3
216375_s_at	87.7
216374_at	40.3
216373_at	9.1
216372_at	63.9
216371_at	95.7
216370_s_at	14.2
216369_at	49.9
216368_s_at	88.7
216367_at	8
216366_x_at	307.4
216365_x_at	8.6
216364_s_at	5.4
216363_at	75.8
216362_at	6.8
216361_s_at	4.6
216360_x_at	94.4
216359_at	37
216358_at	46.4
216357_at	9.7
216356_x_at	83.9
216355_at	89.1
216354_at	91
216353_s_at	5
216352_x_at	125.9
216351_x_at	75
216350_s_at	34
216349_at	21.1
216348_at	7
216347_s_at	131.6
216346_at	3.7
216345_at	12.8
216344_at	86.7
216343_at	8.2
216342_x_at	1966.2
216341_s_at	90.1
216340_s_at	8.3
216339_s_at	14.8
216338_s_at	90.8
216337_at	11.4
216336_x_at	211.6
216334_s_at	23.8
216333_x_at	58.8
216332_at	27.2
216331_at	13.7
216330_s_at	95.1
216329_at	15.1
216328_at	8.4
216327_s_at	56.9
216326_s_at	246.9
216325_x_at	69.8
216324_at	5.3
216323_x_at	261.1
216322_at	5
216321_s_at	68.1
216320_x_at	25.6
216319_at	1.8
216318_at	25
216317_x_at	33.7
216316_x_at	31.8
216315_x_at	38.8
216314_at	31.6
216313_at	2.4
216312_at	15.6
216311_at	8.3
216310_at	414.4
216309_x_at	131.2
216308_x_at	180.4
216307_at	6.4
216306_x_at	257.5
216305_s_at	40.1
216304_x_at	129.2
216303_s_at	11.6
216302_at	7
216301_at	111.1
216300_x_at	58.1
216299_s_at	54.1
216298_at	64.7
216297_at	12.8
216296_at	40
216295_s_at	152.5
216294_s_at	69.2
216293_at	16
216292_at	86.3
216291_at	5.2
216290_x_at	41.1
216289_at	29.8
216288_at	47.9
216287_at	83
216286_at	8.4
216285_at	91.3
216284_at	41
216283_s_at	9.7
216282_x_at	155.1
216281_at	12.3
216280_s_at	11.6
216279_at	2.9
216278_at	19.8
216277_at	3.4
216276_s_at	31.8
216275_at	30
216274_s_at	155.1
216273_at	85.8
216272_x_at	64.4
216271_x_at	38.1
216270_at	9.6
216269_s_at	125.3
216268_s_at	32.9
216267_s_at	13
216266_s_at	95.1
216265_x_at	21.5
216264_s_at	16.8
216263_s_at	19.9
216262_s_at	143.4
216261_at	19.9
216260_at	5.2
216259_at	8.9
216258_s_at	10.8
216257_at	4
216256_at	80
216255_s_at	4.8
216254_at	9.9
216253_s_at	43
216252_x_at	95.9
216251_s_at	248.7
216250_s_at	354.6
216249_at	75.5
216248_s_at	49.2
216247_at	52.4
216246_at	189.4
216245_at	138.8
216244_at	2.9
216243_s_at	563.7
216242_x_at	109.7
216241_s_at	314.4
216240_at	99.8
216239_at	18.8
216238_s_at	26.9
216237_s_at	68.6
216236_s_at	172.1
216235_s_at	53.7
216234_s_at	96.7
216233_at	11.7
216232_s_at	111.9
216231_s_at	12389.1
216230_x_at	74.1
216229_x_at	92.3
216228_s_at	2.9
216227_at	9.4
216226_at	118.9
216225_at	13.9
216224_s_at	19.4
216223_at	25.7
216222_s_at	34
216221_s_at	320.6
216220_s_at	76.9
216219_at	10.2
216218_s_at	72.6
216217_at	60.6
216216_at	31
216215_s_at	100.3
216214_at	52.9
216213_at	95.3
216212_s_at	12.9
216211_at	102.1
216210_x_at	388.1
216209_at	53.2
216208_s_at	83.4
216207_x_at	289.1
216206_x_at	23.3
216205_s_at	113.5
216204_at	57.1
216203_at	96.4
