ID_REF	symp_8_VALUE
221848_at	13.4
221847_at	71.6
221846_s_at	7.5
221845_s_at	24.5
221844_x_at	533.9
221843_s_at	6
221842_s_at	107.6
221841_s_at	254.4
221840_at	758.5
221839_s_at	126.6
221838_at	16.2
221837_at	1.9
221836_s_at	106
221835_at	12.3
221834_at	150.2
221833_at	85.2
221832_s_at	89.8
221831_at	48.7
221830_at	109.8
221829_s_at	141.7
221828_s_at	7.7
221827_at	367.9
221826_at	32.3
221825_at	213.3
221824_s_at	491.8
221823_at	17.3
221822_at	26.3
221821_s_at	156.1
221820_s_at	141.1
221819_at	193.4
221818_at	105.3
221817_at	189.4
221816_s_at	488.1
221815_at	35.7
221814_at	13.6
221813_at	103.6
221812_at	19.3
221811_at	121.5
221810_at	11
221809_at	55.9
221808_at	131.1
221807_s_at	5.9
221806_s_at	139.2
221805_at	4.7
221804_s_at	800.8
221803_s_at	274.5
221802_s_at	67.3
221801_x_at	10.9
221800_s_at	74.4
221799_at	12.6
221798_x_at	12992.6
221797_at	45.7
221796_at	3.4
221795_at	12.3
221794_at	71.5
221793_at	11
221792_at	201.8
221791_s_at	649.2
221790_s_at	107.2
221789_x_at	37
221788_at	29.2
221787_at	59.9
221786_at	67.1
221785_at	21.2
221784_at	18.3
221783_at	17.4
221782_at	56
221781_s_at	15
221780_s_at	48.8
221779_at	18
221778_at	357.5
221777_at	16.6
221776_s_at	92.8
221775_x_at	1826.4
221774_x_at	220.5
221773_at	242.4
221772_s_at	5.1
221771_s_at	25.8
221770_at	62.9
221769_at	18.7
221768_at	172.1
221767_x_at	140.7
221766_s_at	239.7
221765_at	30.6
221764_at	2369
221763_at	302.9
221762_s_at	36.4
221761_at	194
221760_at	274.3
221759_at	9.6
221758_at	65.6
221757_at	78.3
221756_at	250.6
221755_at	67.5
221754_s_at	12.4
221753_at	106.6
221752_at	109.1
221751_at	197.9
221750_at	38.1
221749_at	245.7
221748_s_at	149.9
221747_at	7.6
221746_at	14.5
221745_at	25.3
221744_at	106.6
221743_at	597.6
221742_at	116.3
221741_s_at	392.2
221740_x_at	42.2
221739_at	266.8
221738_at	24.4
221737_at	79.4
221736_at	220.4
221735_at	251.6
221734_at	10.7
221733_s_at	118
221732_at	31.9
221731_x_at	2376.3
221730_at	8.3
221729_at	6.2
221728_x_at	709.5
221727_at	84.9
221726_at	732.3
221725_at	305.4
221724_s_at	173.8
221723_s_at	50.5
221722_x_at	2.7
221721_s_at	4.4
221720_s_at	8.7
221719_s_at	71
221718_s_at	125.1
221717_at	65.2
221716_s_at	49.9
221715_at	14.3
221714_s_at	16.8
221713_s_at	21.2
221712_s_at	79.1
221711_s_at	182.8
221710_x_at	8.9
221709_s_at	40.2
221708_s_at	29.7
221707_s_at	80.2
221706_s_at	33.6
221705_s_at	66.8
221704_s_at	158.8
221703_at	0.9
221702_s_at	388.4
221701_s_at	51.1
221700_s_at	5989.9
221699_s_at	142.8
221698_s_at	1413.5
