ID_REF	control_10_VALUE
34764_at	29.9
34726_at	44.1
34697_at	22.1
34689_at	264.5
34478_at	5.6
34471_at	14.9
34449_at	41.6
34408_at	161.9
34406_at	9.3
34260_at	13.6
34225_at	70
34221_at	248.6
34210_at	543.7
34206_at	152.8
34187_at	35.8
34063_at	71.5
34031_i_at	3.1
33850_at	29
33814_at	284.8
33778_at	302.8
33768_at	581.6
33767_at	5.8
33760_at	39.1
33736_at	36.7
33646_g_at	4.4
336_at	158.8
33579_i_at	76.4
33494_at	23.3
33323_r_at	247.8
33322_i_at	304.8
33307_at	201.4
33304_at	666.3
33197_at	9.4
33148_at	42.9
33132_at	67.9
32837_at	222.3
32836_at	348.8
32811_at	454.7
32723_at	38.9
32699_s_at	152.6
32625_at	58
32541_at	107.5
32540_at	156.4
32502_at	78.7
32402_s_at	14.7
32259_at	240.9
32209_at	378.9
32137_at	194.8
32128_at	38.6
32099_at	172.3
32094_at	77.7
32091_at	210.4
32088_at	4.6
32069_at	107.6
32062_at	6.1
32042_at	10
32032_at	146.5
32029_at	249.7
320_at	90.5
31874_at	164.8
31861_at	483.8
31846_at	327.1
31845_at	195.4
31837_at	495.7
31835_at	145.1
31826_at	150.5
31807_at	176.6
31799_at	55.6
31637_s_at	255.9
266_s_at	20.9
243_g_at	25.4
222384_at	17.1
222383_s_at	5.6
222382_x_at	56.1
222381_at	181.4
222380_s_at	202
222379_at	14.1
222378_at	47
222377_at	65
222376_at	69.1
222375_at	4.1
222374_at	41.4
222373_at	11.2
222372_at	53.6
222371_at	323.1
222370_x_at	110.9
222369_at	68.8
222368_at	243.5
222367_at	67.2
222366_at	96.9
222365_at	81.7
222364_at	10.2
222363_at	96.2
222362_at	7.5
222361_at	13.4
222360_at	22
222359_x_at	1.1
222358_x_at	71.7
222357_at	119.2
222356_at	115.8
222355_at	121.5
222354_at	11.3
222353_at	35.2
222352_at	128.9
222351_at	7.6
222350_at	7.7
222349_x_at	75.3
222348_at	10
222347_at	9.4
222346_at	71
222345_at	158.6
222344_at	36.7
222343_at	36.4
222342_at	2.9
222341_x_at	32.5
222340_at	5.7
222339_x_at	148.8
222338_x_at	66.3
222337_at	19
222336_at	15.1
222335_at	10.5
222334_at	46.2
222333_at	301.9
222332_at	5.1
222331_at	22.7
222330_at	5.4
222329_x_at	89.6
222328_x_at	18.6
222327_x_at	94.6
222326_at	16.7
222325_at	3.9
222324_at	10.1
222323_at	110.7
222322_at	2.7
222321_at	117.3
222320_at	24.7
222319_at	151.8
222318_at	73.9
222317_at	86.5
222316_at	17.2
222315_at	64
222314_x_at	19.1
222313_at	2.4
222312_s_at	144.7
222311_s_at	35.9
222310_at	131.2
222309_at	19.2
222308_x_at	1.6
222307_at	95.5
222306_at	26.6
222305_at	23.8
222304_x_at	37.7
222303_at	89.9
222302_at	171.6
222301_at	87.7
222300_at	64.4
222299_x_at	3.9
222298_at	3.8
222297_x_at	668.5
222296_at	13.6
222295_x_at	26.1
222294_s_at	162
222293_at	62.2
222292_at	21.3
222291_at	45.1
222290_at	7.7
222289_at	14.5
222288_at	4.5
222287_at	8.7
222286_at	60.6
222285_at	10.7
222284_at	13.2
222283_at	2.2
222282_at	148.7
222281_s_at	45.3
222280_at	485.5
222279_at	296.2
222278_at	71.7
222277_at	22.1
222276_at	7.4
222275_at	133.8
222274_at	9.8
222273_at	76.3
222272_x_at	9.3
222271_at	186
222270_at	4.3
222269_at	21.3
222268_x_at	48.4
222267_at	14.7
222266_at	17
222265_at	36.1
222264_at	22.8
222263_at	11
222262_s_at	9.7
222261_at	8.5
222260_at	13.4
222259_s_at	104.5
222258_s_at	5.4
222257_s_at	32.5
222256_s_at	19.1
222255_at	10.4
222254_at	6.9
222253_s_at	8.5
222252_x_at	35.9
222251_s_at	73.8
222250_s_at	7.9
222249_at	15
222248_s_at	6.2
222247_at	102.9
222246_at	4.7
222245_s_at	26.9
222244_s_at	311.5
222243_s_at	73.8
222242_s_at	66
222241_at	99.2
222240_s_at	10.9
222239_s_at	71.2
222238_s_at	26.6
222237_s_at	5.8
222236_s_at	124.1
222235_s_at	23.5
222234_s_at	59.3
222233_s_at	17.3
222231_s_at	211.7
222230_s_at	108.2
222229_x_at	277.3
222228_s_at	58.9
222227_at	4.8
222226_at	17.1
222225_at	18.2
222224_at	20
222223_s_at	100.8
222222_s_at	7.2
222221_x_at	68.9
222220_s_at	32.5
222219_s_at	112.6
222218_s_at	483.5
222217_s_at	27.1
222216_s_at	31.6
222215_at	18.1
222214_at	10.8
222213_x_at	51.8
222212_s_at	300.9
222211_x_at	29.3
222210_at	18.8
222209_s_at	6.2
222208_s_at	110.5
222207_x_at	315.2
222206_s_at	11.5
222205_x_at	107.9
222204_s_at	25
222203_s_at	4.3
222202_at	23.5
222201_s_at	29.9
222200_s_at	154.4
222199_s_at	204.7
222198_at	17.6
222197_s_at	89.6
222196_at	38.4
222195_s_at	27.4
222194_at	13.7
222193_at	39.7
222192_s_at	75.6
222191_s_at	97.5
222190_s_at	6.8
222189_at	4.9
222188_at	10.9
222187_x_at	181.3
222186_at	4.1
222185_at	63.3
222184_at	15.9
222183_x_at	44.1
222182_s_at	176.8
222181_at	64.7
222180_at	11
222179_at	60.1
222178_s_at	9.4
222177_s_at	16.4
222176_at	53.6
222175_s_at	324.5
222174_at	5.7
222173_s_at	17.2
222172_at	25
222171_s_at	6.3
222170_at	31.3
222169_x_at	179.8
222168_at	52.1
222167_at	45.7
222166_at	92
222165_x_at	26.6
222164_at	63.3
222163_s_at	108.7
222162_s_at	11.4
222161_at	33.4
222160_at	275.1
222159_at	41.9
222158_s_at	68.6
222157_s_at	58
222156_x_at	41.3
222155_s_at	24.7
222154_s_at	35.8
222153_at	26.2
222152_at	156.1
222151_s_at	47.6
222150_s_at	74
222149_x_at	50.2
222148_s_at	146.7
222147_s_at	106
222146_s_at	14.8
222145_at	10
222144_at	174.1
222143_s_at	233.7
222142_at	5.8
222141_at	6.9
222140_s_at	8.7
222139_at	71.2
222138_s_at	23.4
222137_at	5.4
222136_x_at	88.9
222135_at	24.2
222134_at	19
222133_s_at	80.1
222132_s_at	103.9
222131_x_at	202.9
222130_s_at	179.9
222129_at	240.3
222128_at	27.5
222127_s_at	83
222126_at	112.9
222125_s_at	291.3
222124_at	108
222123_s_at	52.5
222122_s_at	222.2
222121_at	10.9
222120_at	11.6
222119_s_at	72.9
222118_at	5.6
222117_s_at	14
222116_s_at	24.9
222115_x_at	82.4
222114_x_at	16.4
222113_s_at	182.6
222112_at	4.9
222111_at	5.1
222110_at	138
222109_at	35.6
222108_at	69.8
222107_x_at	26.4
222106_at	13.5
222105_s_at	68.6
222104_x_at	81.6
222103_at	1.5
222102_at	15.2
222101_s_at	146.7
222100_at	25.4
222099_s_at	183.7
222098_s_at	63
222097_at	197
222096_x_at	98.1
222095_s_at	75.6
222094_at	17.3
222093_s_at	159.4
222092_at	5.3
222091_at	18.6
222090_at	25.9
222089_s_at	8.9
222088_s_at	291.7
222087_at	33.6
222086_s_at	4.3
222085_at	20.7
222084_s_at	13.4
222083_at	31.8
222082_at	111.7
222081_at	19.8
222080_s_at	20
222079_at	65.2
222078_at	9.2
222077_s_at	31.6
222076_at	13.8
222075_s_at	18
222074_at	27.3
222073_at	42.2
222072_at	35
222071_s_at	5.5
222070_at	212.8
222069_s_at	7.7
222068_s_at	9.1
222067_x_at	129.1
222066_at	9.6
222065_s_at	297.6
222064_s_at	135.3
222063_s_at	15
222062_at	129.8
222061_at	33.7
222060_at	73.3
222059_at	16.5
222058_at	54.2
222057_at	22.1
222056_s_at	20.9
222055_at	9.4
222054_at	28
222053_at	23.8
222052_at	87.9
222051_s_at	13.3
222050_at	16.3
222049_s_at	23.2
222048_at	78.8
222047_s_at	398.1
222046_at	121.2
222045_s_at	13.7
222044_at	18.4
222043_at	9.7
222042_x_at	27.2
222041_at	238.9
222040_at	189.7
222039_at	64
222038_s_at	9.5
222037_at	39.6
222036_s_at	81.1
222035_s_at	60.8
222034_at	72.7
222033_s_at	6.3
222032_s_at	65.4
222031_at	13.3
222030_at	234.9
222029_x_at	166.2
222028_at	53.5
222027_at	155.3
222026_at	47.2
222025_s_at	5.2
222024_s_at	88.5
222023_at	50.5
222022_at	109.8
222021_x_at	584.7
222020_s_at	18.4
222019_at	89.9
222018_at	10.9
222017_x_at	154.4
222016_s_at	39.2
222015_at	27.5
222014_x_at	54.5
222013_x_at	17.8
222012_at	24.5
222011_s_at	118.5
222010_at	10.1
222009_at	7.9
222008_at	9.8
222007_s_at	3.4
222006_at	68.2
222005_s_at	86.4
222004_s_at	8.4
222003_s_at	64.8
222002_at	43.9
222001_x_at	327.8
222000_at	64.1
221999_at	158.6
221998_s_at	202.5
221997_s_at	30.6
221996_s_at	27.5
221995_s_at	119.2
221994_at	5
221993_s_at	6.5
221992_at	31.6
221991_at	265
221990_at	105.9
221989_at	100.5
221988_at	94.8
221987_s_at	2.9
221986_s_at	6.2
221985_at	111.8
221984_s_at	394.3
221983_at	330.7
221982_x_at	55
221981_s_at	16.9
221980_at	93
221979_at	70
221978_at	370
221977_at	12.5
221976_s_at	4.8
221975_s_at	15.6
221974_at	26.3
221973_at	17.2
221972_s_at	5.9
221971_x_at	145.4
221970_s_at	153.4
221969_at	211.6
221968_s_at	9
221967_at	22.8
221966_at	28.9
221965_at	145.7
221964_at	73.8
221963_x_at	99.7
221962_s_at	29.3
221961_at	29.4
221960_s_at	138.6
221959_at	9.2
221958_s_at	75.7
221957_at	193.9
221956_at	41.5
221955_at	9.3
221954_at	189
221953_s_at	30.3
221952_x_at	1036.6
221951_at	271.3
221950_at	61.5
221949_at	87.5
221948_s_at	9.2
221947_at	16.9
221946_at	17
221945_at	96.1
221944_at	24.1
221943_x_at	1917.9
221942_s_at	285.3
221941_at	81.7
221940_at	13.6
221939_at	23.4
221938_x_at	240
221937_at	246.1
221936_x_at	26.1
221935_s_at	2.3
221934_s_at	140
221933_at	2
221932_s_at	333.7
221931_s_at	137.9
221930_at	51.8
221929_at	30.6
221928_at	33.3
221927_s_at	54
221926_s_at	22.6
221925_s_at	53.3
221924_at	26.1
221923_s_at	341.5
221922_at	26.4
221921_s_at	43.6
221920_s_at	1127.5
221919_at	104.6
221918_at	37
221917_s_at	96.3
221916_at	109.2
221915_s_at	35.6
221914_at	28.8
221913_at	34.8
221912_s_at	196.6
221911_at	16.3
221910_at	8.9
221909_at	4.9
221908_at	122.3
221907_at	120.2
221906_at	14.6
221905_at	13.5
221904_at	116.6
221903_s_at	57.6
221902_at	47.4
221901_at	19.9
221900_at	8.8
221899_at	900.6
221898_at	2.7
221897_at	91.7
221896_s_at	43.6
221895_at	189
221894_at	16.4
221893_s_at	122.3
221892_at	99.7
221891_x_at	1559.5
221890_at	39.8
221889_at	117.2
221888_at	14.3
221887_s_at	10.9
221886_at	36
221885_at	12.1
221884_at	8.4
221883_at	20.3
221882_s_at	241.3
221881_s_at	60.3
221880_s_at	16.7
221879_at	65.3
221878_at	56.1
221877_at	28
221876_at	121.8
221875_x_at	3903.9
221874_at	88.8
221873_at	54.7
221872_at	10.3
221871_s_at	157.2
221870_at	34.8
221869_at	9.3
221868_at	128.8
221867_at	30.6
221866_at	63.1
221865_at	67.4
221864_at	304.4
221863_at	58.4
221862_at	63.1
221861_at	33.3
221860_at	198.4
221859_at	342.6
221858_at	64.6
221857_s_at	25.9
221856_s_at	86.3
221855_at	420.9
221854_at	5.2
221853_s_at	10
221852_at	8.3
221851_at	23.9
221850_x_at	363.9
221849_s_at	18.2
221848_at	15.7
221847_at	65.3
221846_s_at	52.6
221845_s_at	64.3
221844_x_at	322.1
221843_s_at	7.7
221842_s_at	83.3
221841_s_at	115.8
221840_at	383.7
221839_s_at	286.8
221838_at	6.4
221837_at	5.4
221836_s_at	116.6
221835_at	15.2
221834_at	182.2
221833_at	10.7
221832_s_at	115.3
221831_at	95.1
221830_at	115.3
221829_s_at	87.4
221828_s_at	45.2
221827_at	299.3
221826_at	12.8
221825_at	125.8
221824_s_at	482.4
221823_at	69
221822_at	52.8
221821_s_at	48.6
221820_s_at	142.9
221819_at	242.6
221818_at	179.5
221817_at	229.2
221816_s_at	452.7
221815_at	6.4
221814_at	29.1
221813_at	219.2
221812_at	24.2
221811_at	102.2
221810_at	19.1
221809_at	120.2
221808_at	32.8
221807_s_at	8.3
221806_s_at	173.2
221805_at	4.3
221804_s_at	454.8
221803_s_at	114.2
221802_s_at	19.7
221801_x_at	46.4
221800_s_at	183.6
221799_at	21.8
221798_x_at	22965.6
221797_at	34.5
221796_at	2.7
221795_at	4.2
221794_at	135.1
221793_at	18
221792_at	286.2
221791_s_at	437.3
221790_s_at	287
221789_x_at	177.8
221788_at	21.2
221787_at	40.6
221786_at	16.3
221785_at	10.6
221784_at	28
221783_at	46.7
221782_at	40.8
221781_s_at	6.3
221780_s_at	20
221779_at	20.3
221778_at	182
221777_at	24.7
221776_s_at	94.3
221775_x_at	2097.8
221774_x_at	229.2
221773_at	77.2
221772_s_at	6.5
221771_s_at	3.6
221770_at	38
221769_at	13.5
221768_at	182.4
221767_x_at	169.5
221766_s_at	226.5
221765_at	12.7
221764_at	3887.4
221763_at	114
221762_s_at	83.4
221761_at	207.4
221760_at	5.7
221759_at	84.8
221758_at	138.5
221757_at	231.3
221756_at	321
221755_at	26.7
221754_s_at	11.8
221753_at	227.7
221752_at	127.2
221751_at	69.7
221750_at	38.5
221749_at	79.3
221748_s_at	137
221747_at	22.5
221746_at	136.3
221745_at	22.9
221744_at	170.2
221743_at	581.6
221742_at	217.2
221741_s_at	299.5
221740_x_at	54.4
221739_at	617.1
221738_at	30.6
221737_at	26.8
221736_at	90.6
221735_at	63.6
221734_at	10.1
221733_s_at	137.1
221732_at	58.5
221731_x_at	775.4
221730_at	25.4
221729_at	65.5
221728_x_at	336.8
221727_at	4.2
221726_at	923.9
221725_at	242
221724_s_at	26.6
221723_s_at	9.9
221722_x_at	5.5
221721_s_at	3.6
221720_s_at	10.7
221719_s_at	22.3
221718_s_at	220
221717_at	90
221716_s_at	30.6
221715_at	22.4
221714_s_at	8
221713_s_at	31.8
221712_s_at	102.1
221711_s_at	117.8
221710_x_at	6.3
221709_s_at	16.7
221708_s_at	68.8
221707_s_at	150.6
221706_s_at	79.7
221705_s_at	96.7
221704_s_at	159.1
221703_at	5.3
221702_s_at	240.8
221701_s_at	99.8
221700_s_at	7143.3
221699_s_at	18.5
221698_s_at	465.9
221697_at	21.7
221696_s_at	83.4
221695_s_at	26
221693_s_at	119
221692_s_at	16
221691_x_at	67.5
221690_s_at	10.8
221689_s_at	94.7
221688_s_at	489.9
221687_s_at	63.5
221686_s_at	36.7
221685_s_at	17.7
221684_s_at	81
221683_s_at	5.3
221682_s_at	3.8
221681_s_at	57.6
221680_s_at	171.5
221679_s_at	29.4
221678_at	20.2
221677_s_at	13.3
221676_s_at	194.4
221675_s_at	287.5
221674_s_at	118.5
221673_s_at	21.3
221672_s_at	9.5
221671_x_at	2965.7
221670_s_at	159.3
221669_s_at	56.2
221668_s_at	36.1
221667_s_at	60.8
221666_s_at	212.3
221665_s_at	64.4
221664_s_at	51.4
221663_x_at	140.8
221662_s_at	35.2
221661_at	105.5
221660_at	130.8
221659_s_at	143.6
221658_s_at	133.7
221657_s_at	12.1
221656_s_at	40.1
221655_x_at	60.5
221654_s_at	482.3
221653_x_at	57.2
221652_s_at	18.4
221651_x_at	2355.5
221650_s_at	17.5
221649_s_at	55.7
221648_s_at	99.5
221647_s_at	34
221646_s_at	54.3
221645_s_at	13.5
221644_s_at	44.7
221643_s_at	25.2
221642_at	65.1
221641_s_at	59.7
221640_s_at	15.8
221639_x_at	42.9
221638_s_at	8.2
221637_s_at	101.4
221636_s_at	31.9
221634_at	19
221633_at	132.7
221632_s_at	4.9
221631_at	132.5
221630_s_at	3.4
221629_x_at	275.3
221628_s_at	16.3
221627_at	155.8
221626_at	87
221625_at	6.8
221624_at	110.8
221623_at	4.9
221622_s_at	177
221621_at	24.1
221620_s_at	89.6
221619_s_at	677.6
221618_s_at	1.3
221617_at	109.9
221616_s_at	48.9
221615_at	37.3
221614_s_at	25.2
221613_s_at	115.2
221612_at	80.6
221611_s_at	22.1
221610_s_at	37.5
221609_s_at	59.9
221608_at	5
221607_x_at	6016.1
221606_s_at	2.8
221605_s_at	96.4
221604_s_at	27.4
221603_at	79.9
221602_s_at	127.8
221601_s_at	1100
221600_s_at	103.7
221599_at	86.7
221598_s_at	19.5
221597_s_at	154.5
221596_s_at	2.6
221595_at	5.9
221594_at	14.5
221593_s_at	172.5
221592_at	15
221591_s_at	23.5
221590_s_at	60.8
221589_s_at	14.8
221588_x_at	136.2
221587_s_at	65
221586_s_at	6.7
221585_at	26.7
221584_s_at	28.7
221583_s_at	38.5
221582_at	181
221581_s_at	434.6
221580_s_at	10.8
221579_s_at	230.9
221578_at	22.2
221577_x_at	13.9
221576_at	12.1
221575_at	208.7
221573_at	53.7
221572_s_at	15.6
221571_at	86.4
221570_s_at	65.7
221569_at	83.1
221568_s_at	19.1
221567_at	21.6
221566_s_at	5.3
221565_s_at	24.9
221564_at	116.2
221563_at	31.1
221562_s_at	23.1
221561_at	52.3
221560_at	47.3
221559_s_at	39.1
221558_s_at	492.2
221557_s_at	69.8
221556_at	58.6
221555_x_at	100.2
221554_at	202.3
221553_at	40.9
221552_at	9.5
221551_x_at	212.2
221550_at	6.4
221549_at	110.2
221548_s_at	53.7
221547_at	10.2
221546_at	63.6
221545_x_at	263.1
221544_s_at	75.2
221543_s_at	58.7
221542_s_at	67.4
