ID_REF	pre_3_VALUE
45653_at	34.7
45633_at	10.1
45572_s_at	458.1
45526_g_at	433.6
45297_at	58.1
45288_at	23
44822_s_at	83.5
44790_s_at	128.8
44783_s_at	91.4
44702_at	99.7
44696_at	191.8
44673_at	145.3
44669_at	65
44654_at	196.4
44617_at	174.8
44563_at	254.8
44146_at	249
44120_at	73.6
44111_at	207.8
44065_at	9
44040_at	83.9
43977_at	240.8
43934_at	134.1
43544_at	141.3
43511_s_at	181
43427_at	10.8
42361_g_at	43.1
41858_at	118.1
41856_at	189.5
41660_at	3.3
41657_at	34.5
41644_at	192.6
41577_at	31.1
41553_at	43.4
41512_at	66.2
41469_at	495.3
41397_at	54.5
41387_r_at	297.1
41386_i_at	141.3
41329_at	67.1
41220_at	2859.6
41160_at	101.3
41113_at	51
41047_at	186.5
41037_at	34.4
40850_at	333.6
40837_at	11.8
40829_at	429.1
40687_at	11.7
40665_at	2.6
40640_at	66.3
40612_at	27.4
40569_at	244.1
40562_at	24.8
40560_at	13.6
40524_at	25.7
40489_at	17.4
40472_at	11.2
40465_at	82.4
40446_at	778.2
40420_at	337.4
40359_at	356.5
40284_at	6.6
40273_at	18.9
40255_at	97.8
40225_at	343.9
40189_at	301.2
40149_at	200.1
40148_at	15.5
40093_at	64.4
40020_at	97.9
40016_g_at	122.6
39966_at	29.8
39891_at	76.1
39854_r_at	371.7
39835_at	44.1
39817_s_at	275.7
39763_at	18.6
39729_at	423.3
39705_at	137.4
39650_s_at	121.4
396_f_at	584.9
39582_at	177.8
39549_at	3.3
39548_at	13.7
39402_at	162.1
39318_at	215.3
39313_at	23
39249_at	30.9
39248_at	192.3
38964_r_at	3155.1
38918_at	129
38892_at	89.5
38766_at	159.8
38710_at	460.7
38707_r_at	849.1
38703_at	295.3
38691_s_at	61.2
38671_at	208.5
38521_at	127.2
38487_at	200
38447_at	328.9
38398_at	255.3
38340_at	174.3
38290_at	141.1
38269_at	400.6
38241_at	132.8
38158_at	31.3
38157_at	129.2
38149_at	288.7
38069_at	144.5
38043_at	70.5
38037_at	65.3
37996_s_at	30.9
37986_at	84.4
37966_at	126.8
37965_at	112.8
37953_s_at	18.7
37950_at	58
37943_at	120.7
37892_at	6.6
37872_at	179.6
37860_at	208.8
37831_at	11.7
37802_r_at	24.7
37796_at	144.9
37793_r_at	220.9
37652_at	91.5
37590_g_at	86.9
37586_at	57.4
37577_at	31.4
37566_at	46.4
37549_g_at	48.6
37547_at	4.6
37512_at	2.3
37462_i_at	94.1
37433_at	35
37425_g_at	39.3
37424_at	78.5
37408_at	292.7
37384_at	335.2
37278_at	219.1
37254_at	92.6
37232_at	15.5
37226_at	87.4
37201_at	79.9
37170_at	6.2
37152_at	143.6
37145_at	1263
37117_at	9.1
37079_at	28.6
37028_at	151.3
37022_at	126
37020_at	4.9
37012_at	579.8
37005_at	97.9
37004_at	36.9
36994_at	765.6
36936_at	125.1
36920_at	56.3
36907_at	1004.7
36888_at	317.9
36865_at	85.5
36830_at	6.7
36829_at	192.7
36742_at	80.8
36711_at	93.1
36612_at	7.1
36566_at	75
36564_at	211.2
36554_at	169
36553_at	130.3
36552_at	109.4
36545_s_at	71.2
36499_at	14.4
36475_at	127.9
36129_at	465.2
36084_at	125.2
36030_at	245.3
36019_at	221.7
36004_at	252
35974_at	142.1
35846_at	11.1
35820_at	14.3
35776_at	115
35685_at	142.5
35671_at	225.6
35666_at	171
35626_at	87.4
35617_at	4.5
35436_at	35.3
35265_at	41.3
35254_at	154.8
35201_at	532.9
35179_at	17.1
35160_at	21.3
35156_at	99.2
35150_at	400.4
35148_at	2.8
35147_at	251.8
34868_at	48.8
34858_at	282.7
34846_at	232.8
34764_at	35.7
34726_at	20.5
34697_at	28.4
34689_at	287.1
34478_at	6.6
34471_at	27.2
34449_at	42.2
34408_at	107.2
34406_at	77.2
34260_at	12.4
34225_at	53.7
34221_at	141.6
34210_at	421.3
34206_at	114.5
34187_at	28.9
34063_at	39.8
34031_i_at	34
33850_at	16.1
33814_at	76.5
33778_at	358.4
33768_at	228.3
33767_at	8.2
33760_at	41.5
33736_at	90.5
33646_g_at	13.2
336_at	197.7
33579_i_at	60.1
33494_at	7.1
33323_r_at	202.5
33322_i_at	366
33307_at	120.8
33304_at	481.6
33197_at	34.2
33148_at	4.5
33132_at	51.6
32837_at	159.7
32836_at	215.9
32811_at	344.8
32723_at	21.9
32699_s_at	129.8
32625_at	59.4
32541_at	66.8
32540_at	91.7
32502_at	17.2
32402_s_at	13.6
32259_at	279
32209_at	283
32137_at	132.7
32128_at	67.2
32099_at	154.5
32094_at	100.2
32091_at	154.7
32088_at	2
32069_at	130.1
32062_at	42.9
32042_at	29.2
32032_at	197.9
32029_at	203.9
320_at	47.2
31874_at	118.4
31861_at	309.4
31846_at	99.4
31845_at	162.1
31837_at	309
31835_at	90.7
31826_at	220.1
31807_at	168.6
31799_at	51.6
31637_s_at	241.6
266_s_at	5.4
243_g_at	105.5
222384_at	75.5
222383_s_at	2.9
222382_x_at	6.9
222381_at	29.9
222380_s_at	447.9
222379_at	8.9
222378_at	31.6
222377_at	118.8
222376_at	61
222375_at	10.3
222374_at	24.6
222373_at	5
222372_at	36.3
222371_at	277.9
222370_x_at	79.6
222369_at	51.4
222368_at	232.8
222367_at	9.6
222366_at	98.3
222365_at	27.8
222364_at	5.6
222363_at	66.6
222362_at	7.2
222361_at	9
222360_at	25.9
222359_x_at	1.5
222358_x_at	139.9
222357_at	216.4
222356_at	95.5
222355_at	36.8
222354_at	5
222353_at	6.9
222352_at	73.4
222351_at	9.8
222350_at	16.6
222349_x_at	10.9
222348_at	5.8
222347_at	8
222346_at	7.9
222345_at	8.1
222344_at	35
222343_at	47.9
222342_at	5.4
222341_x_at	3.5
222340_at	38.6
222339_x_at	102.3
222338_x_at	89.9
222337_at	64.4
222336_at	42
222335_at	17.5
222334_at	13.1
222333_at	214.1
222332_at	33.2
222331_at	6
222330_at	23.4
222329_x_at	146.4
222328_x_at	20.8
222327_x_at	96.9
222326_at	102.3
222325_at	2.7
222324_at	48.6
222323_at	56.2
222322_at	25.6
222321_at	41
222320_at	35.7
222319_at	54.5
222318_at	26.6
222317_at	78.9
222316_at	48.7
222315_at	20.4
222314_x_at	17
222313_at	4.9
222312_s_at	53.4
222311_s_at	91.5
222310_at	55.8
222309_at	17.3
222308_x_at	37.5
222307_at	77.8
222306_at	36
222305_at	29.5
222304_x_at	27.7
222303_at	82.8
222302_at	29.9
222301_at	120.8
222300_at	30
222299_x_at	34.6
222298_at	47.1
222297_x_at	200.5
222296_at	11.9
222295_x_at	41
222294_s_at	108.4
222293_at	26.4
222292_at	4.5
222291_at	5.1
222290_at	17.9
222289_at	4.4
222288_at	5.7
222287_at	10.1
222286_at	100.3
222285_at	20.2
222284_at	12.1
222283_at	4.9
222282_at	160.9
222281_s_at	15
222280_at	276.2
222279_at	156.1
222278_at	15.6
222277_at	8.6
222276_at	5.4
222275_at	150.2
222274_at	10.5
222273_at	80
222272_x_at	13.4
222271_at	139.9
222270_at	12.6
222269_at	9.2
222268_x_at	9
222267_at	10.8
222266_at	82.9
222265_at	16.2
222264_at	133.3
222263_at	26.3
222262_s_at	37.4
222261_at	5.3
222260_at	14.8
222259_s_at	61.1
222258_s_at	10
222257_s_at	53.7
222256_s_at	10.4
222255_at	3.5
222254_at	6.7
222253_s_at	5.8
222252_x_at	161.7
222251_s_at	132
222250_s_at	73.1
222249_at	13.7
222248_s_at	5
222247_at	88.1
222246_at	20.4
222245_s_at	11.8
222244_s_at	433.5
222243_s_at	66.7
222242_s_at	85
222241_at	83.7
222240_s_at	7.1
222239_s_at	43.2
222238_s_at	12
222237_s_at	8.4
222236_s_at	22.7
222235_s_at	93.5
222234_s_at	13.2
222233_s_at	46.6
222231_s_at	227.4
222230_s_at	189.4
222229_x_at	399.9
222228_s_at	17.2
222227_at	44.1
222226_at	3.9
222225_at	8.8
222224_at	10.6
222223_s_at	36.5
222222_s_at	1.9
222221_x_at	26.1
222220_s_at	9.8
222219_s_at	35.5
222218_s_at	570.3
222217_s_at	50.6
222216_s_at	90.6
222215_at	16.4
222214_at	7.9
222213_x_at	3.4
222212_s_at	374.6
222211_x_at	24.8
222210_at	11.8
222209_s_at	20.2
222208_s_at	64.4
222207_x_at	301.7
222206_s_at	10.4
222205_x_at	25.4
222204_s_at	6
222203_s_at	13.5
222202_at	19.1
222201_s_at	24.9
222200_s_at	98.7
222199_s_at	228.2
222198_at	16.7
222197_s_at	42.4
222196_at	56.6
222195_s_at	62
222194_at	16.5
222193_at	63.3
222192_s_at	76.9
222191_s_at	17.2
222190_s_at	3.6
222189_at	6.4
222188_at	42.1
222187_x_at	238.8
222186_at	7.3
222185_at	184
222184_at	78.4
222183_x_at	14.8
222182_s_at	175.9
222181_at	21.4
222180_at	15.2
222179_at	21.6
222178_s_at	30.2
222177_s_at	66.7
222176_at	27.8
222175_s_at	180
222174_at	14
222173_s_at	13.3
222172_at	23.2
222171_s_at	3
222170_at	6
222169_x_at	17.8
222168_at	13.6
222167_at	56.3
222166_at	70.2
222165_x_at	26.2
222164_at	6.3
222163_s_at	97.9
222162_s_at	21.5
222161_at	3.9
222160_at	213.2
222159_at	76.1
222158_s_at	17.3
222157_s_at	62.6
222156_x_at	49.4
222155_s_at	9.1
222154_s_at	18.9
222153_at	4.8
222152_at	124.3
222151_s_at	66.8
222150_s_at	140.6
222149_x_at	38.9
222148_s_at	146.7
222147_s_at	94.5
222146_s_at	57.3
222145_at	34.4
222144_at	57.4
222143_s_at	164.5
222142_at	21.8
222141_at	40.6
222140_s_at	26.7
222139_at	83.2
222138_s_at	16.1
222137_at	59.2
222136_x_at	79.4
222135_at	27.3
222134_at	23.8
222133_s_at	130.5
222132_s_at	170.4
222131_x_at	109.2
222130_s_at	79.9
222129_at	192.4
222128_at	41
222127_s_at	125
222126_at	46
222125_s_at	220.4
222124_at	40.5
222123_s_at	68
222122_s_at	197.4
222121_at	26.2
222120_at	41.2
222119_s_at	159.6
222118_at	45.3
222117_s_at	29.8
222116_s_at	13.6
222115_x_at	5.3
222114_x_at	8.6
222113_s_at	193.2
222112_at	29.4
222111_at	33.4
222110_at	61.4
222109_at	50.4
222108_at	43.1
222107_x_at	37.9
222106_at	47.4
222105_s_at	87.2
222104_x_at	119.9
222103_at	5.1
222102_at	12.7
222101_s_at	19.2
222100_at	7.1
222099_s_at	245
222098_s_at	43.3
222097_at	140.7
222096_x_at	17.9
222095_s_at	65.2
222094_at	49.7
222093_s_at	56.4
222092_at	8.7
222091_at	7
222090_at	33
222089_s_at	8.6
222088_s_at	169.4
222087_at	72.3
222086_s_at	4.4
222085_at	22.7
222084_s_at	7.9
222083_at	11.3
222082_at	111.5
222081_at	11.9
222080_s_at	38.1
222079_at	33.9
222078_at	10.1
222077_s_at	62.7
222076_at	13.3
222075_s_at	3.6
222074_at	7.4
222073_at	47.9
222072_at	13.2
222071_s_at	36.1
222070_at	125.9
222069_s_at	8.7
222068_s_at	8.2
222067_x_at	160.6
222066_at	34.1
222065_s_at	123.7
222064_s_at	73.9
222063_s_at	7.5
222062_at	38.7
222061_at	49.1
222060_at	45.6
222059_at	8.7
222058_at	122.4
222057_at	13.6
222056_s_at	158
222055_at	13.4
222054_at	9.6
222053_at	19.7
222052_at	14.6
222051_s_at	38.8
222050_at	38.6
222049_s_at	3.6
222048_at	63.8
222047_s_at	389.6
222046_at	65.3
222045_s_at	28.8
222044_at	22.3
222043_at	14.4
222042_x_at	36.4
222041_at	157.4
222040_at	90.4
222039_at	11.2
222038_s_at	27.9
222037_at	11.7
222036_s_at	65.4
222035_s_at	43.7
222034_at	78.1
222033_s_at	3.9
222032_s_at	16.2
222031_at	4.7
222030_at	155.7
222029_x_at	67.5
222028_at	75.4
222027_at	98.2
222026_at	92.6
222025_s_at	11.8
222024_s_at	421.2
222023_at	60.8
222022_at	64.6
222021_x_at	674.9
222020_s_at	4.1
222019_at	82.1
222018_at	100.6
222017_x_at	19.8
222016_s_at	20.3
222015_at	11.8
222014_x_at	86
222013_x_at	7.3
222012_at	16.3
222011_s_at	76.8
222010_at	22.7
222009_at	2.9
222008_at	7.3
222007_s_at	4.5
222006_at	54.8
222005_s_at	115.9
222004_s_at	7.2
222003_s_at	11.9
222002_at	5.1
222001_x_at	502.6
222000_at	73
221999_at	172.8
221998_s_at	63.3
221997_s_at	81.5
221996_s_at	27.6
221995_s_at	48.1
221994_at	6.9
221993_s_at	3.4
221992_at	91.3
221991_at	173.3
221990_at	30.9
221989_at	59.2
221988_at	107.9
221987_s_at	4.6
221986_s_at	7.4
221985_at	76.5
221984_s_at	474.3
221983_at	204.5
221982_x_at	17
221981_s_at	13.3
221980_at	90.6
221979_at	77.1
221978_at	281.6
221977_at	7.9
221976_s_at	11.8
221975_s_at	43.9
221974_at	22.6
221973_at	115.1
221972_s_at	27.6
221971_x_at	244.3
221970_s_at	146.4
221969_at	269.3
221968_s_at	9.8
221967_at	92.2
221966_at	26.2
221965_at	152.5
221964_at	35.5
221963_x_at	87.2
221962_s_at	57.4
221961_at	13.8
221960_s_at	118.3
221959_at	16.2
221958_s_at	98.9
221957_at	125.1
221956_at	16.1
221955_at	4.7
221954_at	201.4
221953_s_at	108.9
221952_x_at	1019.2
221951_at	49.1
221950_at	21.3
221949_at	50.6
221948_s_at	7.1
221947_at	88
221946_at	4.4
221945_at	51.5
221944_at	24.4
221943_x_at	859.7
221942_s_at	204.2
221941_at	77.7
221940_at	81.3
221939_at	16.9
221938_x_at	124.5
221937_at	199.8
221936_x_at	12.3
221935_s_at	3.3
221934_s_at	207.9
221933_at	5.2
221932_s_at	680.9
221931_s_at	88
221930_at	80.5
221929_at	69.5
221928_at	7.2
221927_s_at	59.9
221926_s_at	14.2
221925_s_at	53.2
221924_at	40.2
221923_s_at	198.1
221922_at	4.6
221921_s_at	20.2
221920_s_at	958.2
221919_at	44.2
221918_at	151.5
221917_s_at	136.1
221916_at	93.6
221915_s_at	36.8
221914_at	12.8
221913_at	156.9
221912_s_at	89.7
221911_at	9.6
221910_at	84.7
221909_at	5.5
221908_at	112.9
221907_at	26.3
221906_at	35
221905_at	158.7
221904_at	112.2
221903_s_at	153.8
221902_at	39.6
221901_at	6.4
221900_at	7
221899_at	852.3
221898_at	34.4
221897_at	161.3
221896_s_at	94.7
221895_at	447.7
221894_at	45.4
221893_s_at	85
221892_at	29.7
221891_x_at	1381.2
221890_at	16.9
221889_at	11.6
221888_at	38
221887_s_at	77.1
221886_at	5.2
221885_at	9.8
221884_at	68
221883_at	40.4
221882_s_at	230.6
221881_s_at	9.6
221880_s_at	9.7
221879_at	59.8
221878_at	41.4
221877_at	28.3
221876_at	49.1
221875_x_at	3318.6
221874_at	70.4
221873_at	95.2
221872_at	39.6
221871_s_at	77.9
221870_at	15.4
221869_at	9.4
221868_at	21.7
221867_at	35.9
221866_at	97.4
221865_at	84.7
221864_at	175.1
221863_at	13.3
221862_at	159.6
221861_at	267.2
221860_at	135.7
221859_at	226.9
221858_at	8.1
221857_s_at	16.6
221856_s_at	156.7
221855_at	290.3
221854_at	3.3
221853_s_at	156.8
221852_at	8.7
221851_at	16.3
221850_x_at	323
221849_s_at	51.8
221848_at	40.4
221847_at	46.8
221846_s_at	22.9
221845_s_at	122.8
221844_x_at	259.7
221843_s_at	25.6
221842_s_at	175.4
221841_s_at	108.5
221840_at	511.9
221839_s_at	152.3
221838_at	46.1
221837_at	4
221836_s_at	112.3
221835_at	10.9
221834_at	277.8
221833_at	113.3
221832_s_at	68.4
221831_at	21
221830_at	73.8
221829_s_at	184.9
221828_s_at	7.4
221827_at	323.8
221826_at	6
221825_at	125.8
221824_s_at	1327.9
221823_at	47.8
221822_at	41.5
221821_s_at	88.2
221820_s_at	175.2
221819_at	343.7
221818_at	145.6
221817_at	215.9
221816_s_at	380.8
221815_at	29.4
221814_at	6.1
221813_at	122.7
221812_at	30.8
221811_at	70.7
221810_at	9.8
221809_at	95.3
221808_at	84.2
221807_s_at	12.7
221806_s_at	213.8
221805_at	30.9
221804_s_at	382.9
221803_s_at	102.8
221802_s_at	64.3
221801_x_at	69.5
221800_s_at	111.6
221799_at	20.6
221798_x_at	15509.8
221797_at	25.4
221796_at	1.7
221795_at	2.8
221794_at	28.3
221793_at	13.4
221792_at	72.6
221791_s_at	677.8
221790_s_at	106.1
221789_x_at	239.1
221788_at	25.1
221787_at	84.7
221786_at	55.9
221785_at	19.6
221784_at	17.4
221783_at	19.1
221782_at	31.9
221781_s_at	10
221780_s_at	33.6
221779_at	20.5
221778_at	189.8
221777_at	11.3
221776_s_at	53.4
221775_x_at	2225
221774_x_at	203.3
221773_at	101.4
221772_s_at	8.5
221771_s_at	3.9
221770_at	14.7
221769_at	6.3
221768_at	159.9
221767_x_at	85
221766_s_at	260.1
221765_at	39.7
221764_at	3484
221763_at	147.2
221762_s_at	69.3
221761_at	151.1
221760_at	66.1
221759_at	9.9
221758_at	45.3
221757_at	130.1
221756_at	359.2
221755_at	17.6
221754_s_at	12.6
221753_at	65.8
221752_at	187.5
221751_at	80.9
221750_at	15.9
221749_at	105.8
221748_s_at	234.2
221747_at	59.3
221746_at	122.2
221745_at	83.4
221744_at	72.8
221743_at	482.6
221742_at	122.8
221741_s_at	282.6
221740_x_at	67.3
221739_at	93.2
221738_at	31.6
221737_at	12.7
221736_at	188
221735_at	25
221734_at	41
221733_s_at	94.5
221732_at	22.9
221731_x_at	1320.8
221730_at	26.3
221729_at	65.9
221728_x_at	70.9
221727_at	7.7
221726_at	658.5
221725_at	195.5
221724_s_at	140.5
221723_s_at	102.6
221722_x_at	4.5
221721_s_at	6.6
221720_s_at	8.5
221719_s_at	36.8
221718_s_at	216.5
221717_at	58.4
221716_s_at	31.4
221715_at	63.8
221714_s_at	18.4
221713_s_at	38.2
221712_s_at	113.8
221711_s_at	196.4
221710_x_at	5.5
221709_s_at	118.4
221708_s_at	44.4
221707_s_at	47.7
221706_s_at	64
221705_s_at	45.1
221704_s_at	37.7
221703_at	1.1
221702_s_at	354.9
221701_s_at	115.6
221700_s_at	6921.1
221699_s_at	72.5
221698_s_at	673.9
221697_at	7.9
221696_s_at	46.5
221695_s_at	59
221693_s_at	86.1
221692_s_at	4.7
221691_x_at	403.3
221690_s_at	71.6
221689_s_at	97.5
221688_s_at	429.3
221687_s_at	89.2
221686_s_at	37.4
221685_s_at	3.2
221684_s_at	67.2
221683_s_at	22.5
221682_s_at	6.7
221681_s_at	35.9
221680_s_at	130.4
221679_s_at	48.5
221678_at	4.3
221677_s_at	45.3
221676_s_at	248
221675_s_at	539.5
221674_s_at	162.6
221673_s_at	68.5
221672_s_at	7.9
221671_x_at	1929.6
221670_s_at	76.2
221669_s_at	88.1
221668_s_at	7
221667_s_at	11.6
221666_s_at	223.3
221665_s_at	3.9
221664_s_at	189.4
221663_x_at	15.5
221662_s_at	130.5
221661_at	5.4
221660_at	124.4
221659_s_at	65.3
221658_s_at	49.1
221657_s_at	18.8
221656_s_at	126.3
221655_x_at	7.2
221654_s_at	676.3
221653_x_at	212.8
221652_s_at	46.2
221651_x_at	1643.5
221650_s_at	10.2
221649_s_at	94.6
221648_s_at	130.6
221647_s_at	77.8
221646_s_at	32.4
221645_s_at	34.8
221644_s_at	59.1
221643_s_at	30.2
221642_at	54.1
221641_s_at	43.1
221640_s_at	56.2
221639_x_at	10.7
221638_s_at	68.2
221637_s_at	68.6
221636_s_at	25.6
221634_at	58.5
221633_at	65.8
221632_s_at	100.1
221631_at	77
221630_s_at	7.2
221629_x_at	164.7
221628_s_at	11.3
221627_at	88.3
221626_at	36.8
221625_at	29.2
221624_at	48.3
221623_at	9.7
221622_s_at	157.6
221621_at	41
221620_s_at	131.2
221619_s_at	491.8
221618_s_at	9.8
221617_at	104
221616_s_at	125.7
221615_at	87.2
221614_s_at	34.3
221613_s_at	193.6
221612_at	64.7
221611_s_at	6.1
221610_s_at	73.2
221609_s_at	7.2
221608_at	3.1
221607_x_at	6987.4
221606_s_at	13.9
221605_s_at	121.1
221604_s_at	95.1
221603_at	98.5
221602_s_at	346.4
221601_s_at	813
221600_s_at	74
221599_at	8.3
221598_s_at	13.1
221597_s_at	118.6
221596_s_at	37.2
221595_at	36.4
221594_at	104.9
221593_s_at	69
221592_at	39.5
221591_s_at	44.6
221590_s_at	54.9
221589_s_at	51.1
221588_x_at	72.8
221587_s_at	97.9
221586_s_at	9.6
221585_at	13.8
221584_s_at	38.2
221583_s_at	4.4
221582_at	138
221581_s_at	285.5
221580_s_at	96.9
221579_s_at	163.1
221578_at	29.3
221577_x_at	56.7
221576_at	6.3
221575_at	166.9
221573_at	4.7
221572_s_at	8.6
221571_at	85.3
221570_s_at	64.8
221569_at	68.7
221568_s_at	44.7
221567_at	11.8
221566_s_at	4
221565_s_at	120.4
221564_at	144.6
221563_at	30.6
221562_s_at	20.9
221561_at	2.7
221560_at	27.5
221559_s_at	87.6
221558_s_at	607.8
221557_s_at	73.4
221556_at	8.3
221555_x_at	117.3
221554_at	45.6
221553_at	76.3
221552_at	14.5
221551_x_at	148
221550_at	21.8
221549_at	84
221548_s_at	46.2
221547_at	102.8
221546_at	8.2
221545_x_at	93.2
221544_s_at	39
221543_s_at	58.6
